id,date,user,pc,activity,source_ip,status
{8G35SFY1-H0S2UTBT-TY9G},02/13/2025 07:05:55,U0011,PC-5011,Logon,192.168.1.31,Success
{YW4I7ZT8-PHB8OOSP-RLZK},02/13/2025 18:10:06,U0011,PC-5011,Logoff,192.168.1.31,Success
{ZYH0VC1F-RF899OFP-VIMI},01/15/2025 09:04:16,U0012,PC-5012,Logon,192.168.1.32,Success
{6E07FPY1-AELDWQXK-E0QC},01/15/2025 19:17:08,U0012,PC-5012,Logoff,192.168.1.32,Success
{Z58B4JWP-GZ5RKSD0-85I4},01/16/2025 09:48:58,U0012,PC-5012,Logon,192.168.1.32,Success
{ZPCD1406-XLYJMAZR-VHPJ},01/16/2025 19:31:53,U0012,PC-5012,Logoff,192.168.1.32,Success
{ZU4NS7NV-V28UE1MY-6PO0},01/17/2025 09:49:52,U0012,PC-5012,Logon,192.168.1.32,Success
{24US73W1-YAUA8D72-04J3},01/17/2025 19:22:41,U0012,PC-5012,Logoff,192.168.1.32,Success
{QBQ9J2H1-TLOM344M-W04I},01/20/2025 09:15:17,U0012,PC-5012,Logon,192.168.1.32,Success
{DZXLRGNJ-ZM3618LE-U6ZU},01/20/2025 19:53:19,U0012,PC-5012,Logoff,192.168.1.32,Success
{TOZHDV5O-JZTO7D83-5KUC},01/21/2025 09:48:35,U0012,PC-5012,Logon,192.168.1.32,Success
{3IF9AIZH-5P3FK84R-PU9G},01/21/2025 19:14:28,U0012,PC-5012,Logoff,192.168.1.32,Success
{SOU6NJ2N-2PN7ITCY-L3Z2},01/22/2025 09:11:54,U0012,PC-5012,Logon,192.168.1.32,Success
{D79ZTD3I-MZ93IJ4Q-PVC9},01/22/2025 19:37:08,U0012,PC-5012,Logoff,192.168.1.32,Success
{QX6RZCM8-JJ6AVP1E-OXLZ},01/23/2025 09:01:35,U0012,PC-5012,Logon,192.168.1.32,Success
{I2SO19V5-8B1V1CCO-FH91},01/23/2025 19:19:21,U0012,PC-5012,Logoff,192.168.1.32,Success
{GXRED8U8-NOZEMDMZ-5RGO},01/24/2025 09:11:53,U0012,PC-5012,Logon,192.168.1.32,Success
{9WM1SAV9-CNG8TANA-6U48},01/24/2025 19:14:22,U0012,PC-5012,Logoff,192.168.1.32,Success
{HM56VU6Z-5GF3BBT8-73LK},01/27/2025 09:11:34,U0012,PC-5012,Logon,192.168.1.32,Success
{GS6RV977-7TNQETMN-I3GO},01/27/2025 19:22:43,U0012,PC-5012,Logoff,192.168.1.32,Success
{6736Z4DS-XLSUTOTH-LQH7},01/28/2025 09:22:03,U0012,PC-5012,Logon,192.168.1.32,Success
{PCADUVL9-11ZSB8LV-6TX0},01/28/2025 19:27:25,U0012,PC-5012,Logoff,192.168.1.32,Success
{BKG8B350-SGNZ6D86-ZCHH},01/29/2025 09:34:01,U0012,PC-5012,Logon,192.168.1.32,Success
{A7HY7AI3-3993N4BF-IY5P},01/29/2025 19:40:39,U0012,PC-5012,Logoff,192.168.1.32,Success
{5WH50JYO-OK63RVWO-ZQXI},01/30/2025 09:36:45,U0012,PC-5012,Logon,192.168.1.32,Success
{E6RGL7JY-7OTKUDE3-58TR},01/30/2025 19:40:07,U0012,PC-5012,Logoff,192.168.1.32,Success
{9QDI3G13-IWPFVB71-GHLU},01/31/2025 09:08:33,U0012,PC-5012,Logon,192.168.1.32,Success
{4JGQ6CN8-SIWMZAP4-VKFT},01/31/2025 19:09:21,U0012,PC-5012,Logoff,192.168.1.32,Success
{SAZ0LB6Y-AACNU41B-TA3R},02/03/2025 09:04:26,U0012,PC-5012,Logon,192.168.1.32,Success
{NYN6IRJ9-WR6Q5IK0-8NJF},02/03/2025 19:36:41,U0012,PC-5012,Logoff,192.168.1.32,Success
{PKBO549E-WHO5QQ8Q-MXET},02/04/2025 09:47:01,U0012,PC-5012,Logon,192.168.1.32,Success
{ZU802NQ5-2NLOQTQ6-85OH},02/04/2025 19:15:13,U0012,PC-5012,Logoff,192.168.1.32,Success
{6X7P7AHU-G9Y1XU2F-LI01},02/05/2025 09:21:35,U0012,PC-5012,Logon,192.168.1.32,Success
{V1TWBDCA-75LD7M08-LCWL},02/05/2025 19:31:20,U0012,PC-5012,Logoff,192.168.1.32,Success
{QMGK2F5F-E6OUWZK4-IE86},02/06/2025 09:57:53,U0012,PC-5012,Logon,192.168.1.32,Success
{B5RR1V9N-PUQARYMM-DNGW},02/06/2025 19:06:48,U0012,PC-5012,Logoff,192.168.1.32,Success
{7D78HWK2-2M9RWV9N-JS96},02/07/2025 09:43:25,U0012,PC-5012,Logon,192.168.1.32,Success
{LGXZJ9MJ-9XXLB57A-UKHQ},02/07/2025 19:01:31,U0012,PC-5012,Logoff,192.168.1.32,Success
{NNS9PZEM-JGKCQY26-56AE},02/10/2025 09:17:44,U0012,PC-5012,Logon,192.168.1.32,Success
{IGCUIDC0-0M6CU88W-LXWC},02/10/2025 19:48:06,U0012,PC-5012,Logoff,192.168.1.32,Success
{77GZDPYH-ZNWG3ZRZ-Q0V4},02/11/2025 09:08:12,U0012,PC-5012,Logon,192.168.1.32,Success
{SC9J5UGE-1G41IO4K-OXHJ},02/11/2025 19:28:11,U0012,PC-5012,Logoff,192.168.1.32,Success
{IA6YKFCR-6C1PY6Q9-YL16},02/12/2025 09:22:47,U0012,PC-5012,Logon,192.168.1.32,Success
{V8U0LM3N-KRT0IGYO-5L28},02/12/2025 19:44:43,U0012,PC-5012,Logoff,192.168.1.32,Success
{5QF0N852-N5FNP36F-8HAR},02/13/2025 09:25:29,U0012,PC-5012,Logon,192.168.1.32,Success
{HRF34JGV-RP4RXMD8-ZVFS},02/13/2025 19:17:21,U0012,PC-5012,Logoff,192.168.1.32,Success
{HR8WMLWW-VTMNYEUR-ANI8},01/15/2025 07:31:51,U0013,PC-5013,Logon,192.168.1.33,Success
{66W6RKM2-Z682U6ZV-3IU6},01/15/2025 19:44:14,U0013,PC-5013,Logoff,192.168.1.33,Success
{5NFLTQ68-0COG1ZN1-RIAM},01/16/2025 07:20:32,U0013,PC-5013,Logon,192.168.1.33,Success
{U28RL5H3-G7VKC5SS-INZ4},01/16/2025 19:39:30,U0013,PC-5013,Logoff,192.168.1.33,Success
{HKBXPN19-QNFPL7QH-VKVL},01/17/2025 07:19:16,U0013,PC-5013,Logon,192.168.1.33,Success
{BLRF3NAP-LGW1XL1B-S0ZR},01/17/2025 19:01:07,U0013,PC-5013,Logoff,192.168.1.33,Success
{FZDMMCMC-OCO2ZTDH-F15I},01/20/2025 07:06:33,U0013,PC-5013,Logon,192.168.1.33,Success
{YAXZRB18-8ELNWOSK-AZOC},01/20/2025 19:03:41,U0013,PC-5013,Logoff,192.168.1.33,Success
{BIRMC5S3-OFAWWJNN-41JH},01/21/2025 07:12:37,U0013,PC-5013,Logon,192.168.1.33,Success
{OXQQ8Y1H-END7H10K-YHVK},01/21/2025 19:57:16,U0013,PC-5013,Logoff,192.168.1.33,Success
{XI64HAA3-4H8NL9VF-RUK9},01/22/2025 07:29:03,U0013,PC-5013,Logon,192.168.1.33,Success
{CDABBAJA-Q08DNX80-NKXK},01/22/2025 19:54:15,U0013,PC-5013,Logoff,192.168.1.33,Success
{EFQ796EW-8257GE0Q-5ZJA},01/23/2025 07:02:57,U0013,PC-5013,Logon,192.168.1.33,Success
{CYHONBPQ-GA6X85ZZ-HJY8},01/23/2025 19:36:30,U0013,PC-5013,Logoff,192.168.1.33,Success
{Y39BU4UZ-2Z0KDN3T-N60T},01/24/2025 07:12:15,U0013,PC-5013,Logon,192.168.1.33,Success
{XOUN91FY-6YO8DJE7-XQTY},01/24/2025 19:20:47,U0013,PC-5013,Logoff,192.168.1.33,Success
{9FMW04U9-23O359TS-UJT7},01/27/2025 07:58:55,U0013,PC-5013,Logon,192.168.1.33,Success
{Y2RL4N7S-3HMO1DXQ-46GA},01/27/2025 19:47:14,U0013,PC-5013,Logoff,192.168.1.33,Success
{2R6ZL1KH-W8GAKH3Y-CQE8},01/28/2025 07:50:32,U0013,PC-5013,Logon,192.168.1.33,Success
{AVMNKW7W-VY9RMJR2-11PV},01/28/2025 19:42:25,U0013,PC-5013,Logoff,192.168.1.33,Success
{8Y9N81DJ-DI3WDNMV-QLTZ},01/29/2025 07:56:22,U0013,PC-5013,Logon,192.168.1.33,Success
{WDYVYBSC-GJU2T0JE-SGQ4},01/29/2025 19:28:13,U0013,PC-5013,Logoff,192.168.1.33,Success
{VPY8CRIN-0XGNKI5V-RZ38},01/30/2025 07:02:18,U0013,PC-5013,Logon,192.168.1.33,Success
{FE9VAR2P-Z6NTPBPZ-CD5X},01/30/2025 19:07:06,U0013,PC-5013,Logoff,192.168.1.33,Success
{SI7EADGH-XTUR8XUE-BHK0},01/31/2025 07:30:25,U0013,PC-5013,Logon,192.168.1.33,Success
{NSASJTK3-LIRHXRHG-TW4C},01/31/2025 19:25:00,U0013,PC-5013,Logoff,192.168.1.33,Success
{1R9CFWOW-73O1BLOG-0NQ4},02/03/2025 07:09:55,U0013,PC-5013,Logon,192.168.1.33,Success
{6R8SO5WI-SRCVPUZ1-1BJK},02/03/2025 19:14:47,U0013,PC-5013,Logoff,192.168.1.33,Success
{9M4V74QR-14VUYV2E-MY9T},02/04/2025 07:41:51,U0013,PC-5013,Logon,192.168.1.33,Success
{CW75VI7L-IG9GMYKV-YGW2},02/04/2025 19:39:40,U0013,PC-5013,Logoff,192.168.1.33,Success
{YGYZTHQS-E0KIVWM5-3NOZ},02/05/2025 07:51:49,U0013,PC-5013,Logon,192.168.1.33,Success
{QMJCENTO-C3JR7T3S-PJ9W},02/05/2025 19:59:36,U0013,PC-5013,Logoff,192.168.1.33,Success
{DPLFE19B-CDTED0PB-XCE9},02/06/2025 07:31:38,U0013,PC-5013,Logon,192.168.1.33,Success
{KIHV17MI-AV1G8NTA-FUW9},02/06/2025 19:46:17,U0013,PC-5013,Logoff,192.168.1.33,Success
{EIOIV67K-AYP44QI4-OPF5},02/07/2025 07:51:31,U0013,PC-5013,Logon,192.168.1.33,Success
{1A1HYP5M-ASNPHFC4-YGOH},02/07/2025 19:54:39,U0013,PC-5013,Logoff,192.168.1.33,Success
{6N58YUXC-ZAUMAPQP-PMJ6},02/10/2025 07:45:18,U0013,PC-5013,Logon,192.168.1.33,Success
{FHVSTHBN-BIZFWTJS-JFFP},02/10/2025 19:16:30,U0013,PC-5013,Logoff,192.168.1.33,Success
{GOFC5WU2-550KQPGA-8VC1},02/11/2025 07:55:58,U0013,PC-5013,Logon,192.168.1.33,Success
{2T2TNGTG-2LGJ3S6O-GQ4I},02/11/2025 19:17:52,U0013,PC-5013,Logoff,192.168.1.33,Success
{N2QQZZFV-B9EKTR1T-05QX},02/12/2025 07:38:53,U0013,PC-5013,Logon,192.168.1.33,Success
{2U4OJ7G4-EBC94E6N-KAR1},02/12/2025 19:33:22,U0013,PC-5013,Logoff,192.168.1.33,Success
{11QV1F2O-F66JOZNH-E8IF},02/13/2025 07:13:27,U0013,PC-5013,Logon,192.168.1.33,Success
{DNM655CK-3TB94CLL-SAD0},02/13/2025 19:40:59,U0013,PC-5013,Logoff,192.168.1.33,Success
{CSWNQMWM-LN2V51PS-XT0S},01/15/2025 08:35:17,U0014,PC-5014,Logon,192.168.1.34,Success
{3LZ0WF1H-WJHBAEPG-25PU},01/15/2025 17:09:59,U0014,PC-5014,Logoff,192.168.1.34,Success
{AC4JRCQ9-7RCQ6W94-8JU6},01/16/2025 08:58:13,U0014,PC-5014,Logon,192.168.1.34,Success
{LXSY4VY3-2I3PJ7K9-9BV2},01/16/2025 17:52:47,U0014,PC-5014,Logoff,192.168.1.34,Success
{3T4H8QFD-TN0PLCFR-7CL6},01/17/2025 08:16:06,U0014,PC-5014,Logon,192.168.1.34,Success
{3FRB7EI5-R8VO4KVF-FLNC},01/17/2025 17:27:25,U0014,PC-5014,Logoff,192.168.1.34,Success
{ATRD83X9-AGE9NY3M-UB6L},01/18/2025 16:47:00,U0014,PC-5014,Logon,192.168.1.34,Success
{9W3GGO9D-VWS3KCVJ-XZDV},01/19/2025 14:05:00,U0014,PC-5014,Logon,192.168.1.34,Success
{B4XZ3MSK-ZO3I9LLI-FFCV},01/20/2025 08:44:18,U0014,PC-5014,Logon,192.168.1.34,Success
{DQFC1YUZ-PEX7TV7H-RBFG},01/20/2025 17:07:09,U0014,PC-5014,Logoff,192.168.1.34,Success
{B4JGRXOZ-LEL8PL6U-ZA28},01/21/2025 08:04:03,U0014,PC-5014,Logon,192.168.1.34,Success
{R9F5IV86-ZP1WZ2NA-R3SH},01/21/2025 17:26:05,U0014,PC-5014,Logoff,192.168.1.34,Success
{X0ST69WW-P82QZTT1-BLOW},01/22/2025 08:21:43,U0014,PC-5014,Logon,192.168.1.34,Success
{R576VILV-QKXBI6JJ-TB8Q},01/22/2025 17:50:04,U0014,PC-5014,Logoff,192.168.1.34,Success
{P82J3TPS-82XLVB9H-XKEI},01/23/2025 08:25:00,U0014,PC-5014,Logon,192.168.1.34,Success
{0GXAPLIR-D70GKJFP-0N1K},01/23/2025 17:24:35,U0014,PC-5014,Logoff,192.168.1.34,Success
{TC954AI2-278EQE12-QEYK},01/24/2025 08:34:44,U0014,PC-5014,Logon,192.168.1.34,Success
{2MNG806W-819FMSYG-91MM},01/24/2025 17:05:22,U0014,PC-5014,Logoff,192.168.1.34,Success
{S3HGW10C-9IX6R1NX-HBQA},01/27/2025 08:06:51,U0014,PC-5014,Logon,192.168.1.34,Success
{97XO485D-4VUEER90-MWB4},01/27/2025 17:22:01,U0014,PC-5014,Logoff,192.168.1.34,Success
{L3K4BK8E-JNFMOCTC-LKA9},01/28/2025 08:20:15,U0014,PC-5014,Logon,192.168.1.34,Success
{Z57V4NDJ-M5GH2IJ4-TT43},01/28/2025 17:20:11,U0014,PC-5014,Logoff,192.168.1.34,Success
{UYKTK61B-7PXJBC8V-DRQN},01/29/2025 08:35:59,U0014,PC-5014,Logon,192.168.1.34,Success
{JVU2CGXU-5WAHZG85-S9AS},01/29/2025 17:34:06,U0014,PC-5014,Logoff,192.168.1.34,Success
{21GTCHYG-TMOV6KI4-EPXR},01/30/2025 08:17:36,U0014,PC-5014,Logon,192.168.1.34,Success
{V0YU3U8I-ZIIBCO8J-EAHD},01/30/2025 17:07:25,U0014,PC-5014,Logoff,192.168.1.34,Success
{OMQFXEN9-NSJX4FOG-X8IR},01/31/2025 08:44:00,U0014,PC-5014,Logon,192.168.1.34,Success
{BAQC6CQK-O5FKPA2T-VMXQ},01/31/2025 17:17:27,U0014,PC-5014,Logoff,192.168.1.34,Success
{JRPE2XN9-TXFJNJD5-SLOC},02/03/2025 08:30:24,U0014,PC-5014,Logon,192.168.1.34,Success
{IK31YUW2-TGRTFA11-PMRG},02/03/2025 17:56:06,U0014,PC-5014,Logoff,192.168.1.34,Success
{ZPZJHO4V-UDQHIBMQ-IMI8},02/04/2025 08:46:19,U0014,PC-5014,Logon,192.168.1.34,Success
{CUEOBQT0-D9TZHHNB-AVEK},02/04/2025 17:01:44,U0014,PC-5014,Logoff,192.168.1.34,Success
{QHMIE22T-W1BYTXZA-43HO},02/05/2025 08:37:56,U0014,PC-5014,Logon,192.168.1.34,Success
{DU7JPMMQ-ZADWAJGF-00HH},02/05/2025 17:21:06,U0014,PC-5014,Logoff,192.168.1.34,Success
{QXIEE6HW-5KYFC6RA-NTY6},02/06/2025 08:08:18,U0014,PC-5014,Logon,192.168.1.34,Success
{1HFDI3JS-TY876795-F9TU},02/06/2025 17:06:05,U0014,PC-5014,Logoff,192.168.1.34,Success
{G4QLV724-HK1QDU2E-B0T4},02/07/2025 08:28:27,U0014,PC-5014,Logon,192.168.1.34,Success
{OXZ3BG52-IB4TCTDS-DJT3},02/07/2025 17:35:30,U0014,PC-5014,Logoff,192.168.1.34,Success
{4F2ZDFPP-WC1QY9MB-AAXA},02/08/2025 13:54:00,U0014,PC-5014,Logon,192.168.1.34,Success
{L13VCG8D-2TN20VZ9-LY2S},02/10/2025 08:01:05,U0014,PC-5014,Logon,192.168.1.34,Success
{KFTFYTKS-1F3KWBNB-PAVA},02/10/2025 17:18:48,U0014,PC-5014,Logoff,192.168.1.34,Success
{IMMNSTOU-IFJILXN3-2NBZ},02/11/2025 08:16:56,U0014,PC-5014,Logon,192.168.1.34,Success
{BHO4UW2A-WW77GCJB-EO4E},02/11/2025 17:40:30,U0014,PC-5014,Logoff,192.168.1.34,Success
{TAWJ4G8R-7SN1TCJF-CZWK},02/12/2025 08:35:58,U0014,PC-5014,Logon,192.168.1.34,Success
{UY0OFIPZ-N0THL2C5-3K9O},02/12/2025 17:10:33,U0014,PC-5014,Logoff,192.168.1.34,Success
{NK5G2ZNT-GG50YQL2-5S8T},02/13/2025 08:22:48,U0014,PC-5014,Logon,192.168.1.34,Success
{AIDIZS3J-0EVZYMKX-9KHH},02/13/2025 17:58:58,U0014,PC-5014,Logoff,192.168.1.34,Success
{M3JLZOHF-DDVSZ2TV-HVWH},01/15/2025 08:48:52,U0015,PC-5015,Logon,192.168.1.35,Success
{OLI54087-WS1LOQSO-T56A},01/15/2025 17:13:08,U0015,PC-5015,Logoff,192.168.1.35,Success
{39BD2EEV-7INRZJK9-E0OA},01/16/2025 08:11:13,U0015,PC-5015,Logon,192.168.1.35,Success
{HN2ECLCE-S1KTIOR4-V1OG},01/16/2025 17:39:43,U0015,PC-5015,Logoff,192.168.1.35,Success
{7VSCQMPD-7Z4KSO03-W2MR},01/17/2025 08:46:10,U0015,PC-5015,Logon,192.168.1.35,Success
{P2BYEE2A-BG9SHO5D-5AFQ},01/17/2025 17:25:27,U0015,PC-5015,Logoff,192.168.1.35,Success
{1JMBPTPD-WR1XFHSJ-0BI6},01/20/2025 08:06:11,U0015,PC-5015,Logon,192.168.1.35,Success
{TQGKRYT6-EBIN0BYQ-YVBN},01/20/2025 17:00:50,U0015,PC-5015,Logoff,192.168.1.35,Success
{Z2KGA99U-F1ZWW1UN-2KTV},01/21/2025 08:36:37,U0015,PC-5015,Logon,192.168.1.35,Success
{0Y9Q6KTN-N8ILDASL-W9HG},01/21/2025 17:38:47,U0015,PC-5015,Logoff,192.168.1.35,Success
{G23KF8OU-7OZ9ROE1-9BP0},01/22/2025 08:12:06,U0015,PC-5015,Logon,192.168.1.35,Success
{70SHYVNI-8E614936-85EF},01/22/2025 17:19:35,U0015,PC-5015,Logoff,192.168.1.35,Success
{VMT4FVMY-PJ2NNOC3-ARPY},01/23/2025 08:44:36,U0015,PC-5015,Logon,192.168.1.35,Success
{FGTU91JG-JTI2LSWB-B8RI},01/23/2025 17:43:56,U0015,PC-5015,Logoff,192.168.1.35,Success
{4PO5CB41-SCY3M84B-CTWK},01/24/2025 08:00:42,U0015,PC-5015,Logon,192.168.1.35,Success
{V4LQ15S5-8XWBNWJ6-PVOC},01/24/2025 17:18:40,U0015,PC-5015,Logoff,192.168.1.35,Success
{1OEEA20R-WRNBFZV1-JOST},01/27/2025 08:46:25,U0015,PC-5015,Logon,192.168.1.35,Success
{HQDE7M7H-6OQ7QH96-YCFN},01/27/2025 17:04:12,U0015,PC-5015,Logoff,192.168.1.35,Success
{P39LQT9N-GQ6TLV0G-UB5K},01/28/2025 08:14:48,U0015,PC-5015,Logon,192.168.1.35,Success
{DJ9IHJDQ-DFQ2YGGA-FDR3},01/28/2025 17:02:52,U0015,PC-5015,Logoff,192.168.1.35,Success
{GWJ7PUM3-2YP15I3I-EST9},01/29/2025 08:34:52,U0015,PC-5015,Logon,192.168.1.35,Success
{MUQ0RZTW-O7ERC4R6-S34A},01/29/2025 17:26:01,U0015,PC-5015,Logoff,192.168.1.35,Success
{NFXGIMYD-O5N1TQDJ-U0S1},01/30/2025 08:48:00,U0015,PC-5015,Logon,192.168.1.35,Success
{9EU818UT-YIWT258E-7428},01/30/2025 17:11:04,U0015,PC-5015,Logoff,192.168.1.35,Success
{I4PZZJ8X-KV4VTCDM-WS81},01/31/2025 08:44:46,U0015,PC-5015,Logon,192.168.1.35,Success
{XD7ITQRT-8G7QNCWZ-XQVR},01/31/2025 17:02:44,U0015,PC-5015,Logoff,192.168.1.35,Success
{PR44ESH9-BXLSOGWI-BJB6},02/03/2025 08:36:58,U0015,PC-5015,Logon,192.168.1.35,Success
{9NWYUBEK-T2MNJ7OV-HM3K},02/03/2025 17:23:48,U0015,PC-5015,Logoff,192.168.1.35,Success
{WETUJO55-H877MFCY-LTM9},02/04/2025 08:40:15,U0015,PC-5015,Logon,192.168.1.35,Success
{6MGUOV5I-T2NI9SUO-N8RJ},02/04/2025 17:30:11,U0015,PC-5015,Logoff,192.168.1.35,Success
{UALRY3IG-WEYSU7ER-RBSZ},02/05/2025 08:24:54,U0015,PC-5015,Logon,192.168.1.35,Success
{JB4HLLQL-LD0N53R4-SIP4},02/05/2025 17:37:15,U0015,PC-5015,Logoff,192.168.1.35,Success
{8J4ZXD82-BMQW8EVR-C0ER},02/06/2025 08:02:01,U0015,PC-5015,Logon,192.168.1.35,Success
{E4S4MFEL-33PCL1S2-QPKG},02/06/2025 17:17:23,U0015,PC-5015,Logoff,192.168.1.35,Success
{MM0YTMV8-2LZWGE86-83PL},02/07/2025 08:31:45,U0015,PC-5015,Logon,192.168.1.35,Success
{45B2NIXI-8E55325C-AMBH},02/07/2025 17:08:59,U0015,PC-5015,Logoff,192.168.1.35,Success
{DK4SNV9R-R49HQWP8-XFAN},02/10/2025 08:11:43,U0015,PC-5015,Logon,192.168.1.35,Success
{Z7K8CH3Z-3DE4EV5X-WWC0},02/10/2025 17:32:47,U0015,PC-5015,Logoff,192.168.1.35,Success
{SORHTMT1-OZXGGMQJ-9UJE},02/11/2025 08:56:05,U0015,PC-5015,Logon,192.168.1.35,Success
{UBFD340N-XIDB5Z8X-GQHP},02/11/2025 17:09:55,U0015,PC-5015,Logoff,192.168.1.35,Success
{HUUG4BGF-86HOGDPL-4CKT},02/12/2025 08:45:46,U0015,PC-5015,Logon,192.168.1.35,Success
{6LN824TL-7JE0Q0RF-OIAL},02/12/2025 17:09:15,U0015,PC-5015,Logoff,192.168.1.35,Success
{U8RZE6V4-UAUPFLYV-16ZH},02/13/2025 08:55:16,U0015,PC-5015,Logon,192.168.1.35,Success
{3E88SEBY-8EN00BGB-B1R3},02/13/2025 17:45:57,U0015,PC-5015,Logoff,192.168.1.35,Success
{QS5PYYZ5-YMIT7272-3BA9},01/15/2025 08:43:56,U0016,PC-5016,Logon,192.168.1.36,Success
{NCU2LQM5-85U7D2XG-770X},01/15/2025 17:15:59,U0016,PC-5016,Logoff,192.168.1.36,Success
{HJ5SC36U-9CYRVEOW-0EF5},01/16/2025 08:05:19,U0016,PC-5016,Logon,192.168.1.36,Success
{8O1FE1YE-ND6BWBEM-0TPI},01/16/2025 17:59:44,U0016,PC-5016,Logoff,192.168.1.36,Success
{0HKGNHAG-XXKSF2GD-AUOS},01/17/2025 08:59:39,U0016,PC-5016,Logon,192.168.1.36,Success
{4ULEVNA3-G49MN230-A7ZU},01/17/2025 17:59:21,U0016,PC-5016,Logoff,192.168.1.36,Success
{31IQFG7T-TN1E4JC0-FFRB},01/20/2025 08:37:31,U0016,PC-5016,Logon,192.168.1.36,Success
{WRUKFWPZ-DPVOE4T8-DL8F},01/20/2025 17:07:23,U0016,PC-5016,Logoff,192.168.1.36,Success
{WAZ5BCAN-68U1QP2W-NV2M},01/21/2025 08:56:43,U0016,PC-5016,Logon,192.168.1.36,Success
{48J4E3QA-BCE2EH30-OIQJ},01/21/2025 17:18:27,U0016,PC-5016,Logoff,192.168.1.36,Success
{FSTS3YQF-BZ9ZQHBQ-IQIC},01/22/2025 08:05:31,U0016,PC-5016,Logon,192.168.1.36,Success
{5NTJK2GZ-AUGTTMPP-JBEA},01/22/2025 17:03:52,U0016,PC-5016,Logoff,192.168.1.36,Success
{21VF3774-6PFMCIE4-ACJO},01/23/2025 08:12:42,U0016,PC-5016,Logon,192.168.1.36,Success
{8WACEQRQ-6B0JI1T3-UZZZ},01/23/2025 17:06:19,U0016,PC-5016,Logoff,192.168.1.36,Success
{LYZLGJVB-VXVR62TR-ICQP},01/24/2025 08:36:00,U0016,PC-5016,Logon,192.168.1.36,Success
{OV0D68FR-8RUI31PH-YSVK},01/24/2025 17:07:52,U0016,PC-5016,Logoff,192.168.1.36,Success
{3C3J548F-HBQ64DO4-XXWX},01/27/2025 08:39:28,U0016,PC-5016,Logon,192.168.1.36,Success
{46T9DNZW-SS9V66DQ-A4SV},01/27/2025 17:16:06,U0016,PC-5016,Logoff,192.168.1.36,Success
{XB3CTOJT-FE85S0I9-9N7T},01/28/2025 08:18:59,U0016,PC-5016,Logon,192.168.1.36,Success
{ATPLX3GG-UKO1Y7SR-3JFY},01/28/2025 17:03:51,U0016,PC-5016,Logoff,192.168.1.36,Success
{SQ1U97RW-JVIE6DUE-PRTI},01/29/2025 08:35:57,U0016,PC-5016,Logon,192.168.1.36,Success
{Y3TI0M2Q-22YOKBVP-X4NT},01/29/2025 17:31:18,U0016,PC-5016,Logoff,192.168.1.36,Success
{7PJSFPFM-NF7UIWJT-A882},01/30/2025 08:46:16,U0016,PC-5016,Logon,192.168.1.36,Success
{OZIBP9OF-9SVCA3DC-9E69},01/30/2025 17:17:34,U0016,PC-5016,Logoff,192.168.1.36,Success
{X9XF3HOI-ROAGI7LS-O2Z6},01/31/2025 08:15:22,U0016,PC-5016,Logon,192.168.1.36,Success
{81RJWPX5-ZJ2O4Q06-7CSZ},01/31/2025 17:23:58,U0016,PC-5016,Logoff,192.168.1.36,Success
{BT6AO3FJ-PO4DILGO-NJPX},02/03/2025 08:34:40,U0016,PC-5016,Logon,192.168.1.36,Success
{6ZUZTLSU-Y5LV92BE-EVG4},02/03/2025 17:39:51,U0016,PC-5016,Logoff,192.168.1.36,Success
{9I76BERP-0IV1TOPI-9XDU},02/04/2025 08:49:30,U0016,PC-5016,Logon,192.168.1.36,Success
{VNAAXU3K-8JB79YJ6-5WPO},02/04/2025 17:20:23,U0016,PC-5016,Logoff,192.168.1.36,Success
{PF37L5RP-TBQ818GS-VPI2},02/05/2025 08:20:50,U0016,PC-5016,Logon,192.168.1.36,Success
{ONEW1MKD-WVM7A7P4-EFG1},02/05/2025 17:16:51,U0016,PC-5016,Logoff,192.168.1.36,Success
{8RXLELCA-CK9D643J-2X9A},02/06/2025 08:28:27,U0016,PC-5016,Logon,192.168.1.36,Success
{ARSOZ9E5-GV7P2A2Q-9OJF},02/06/2025 17:57:34,U0016,PC-5016,Logoff,192.168.1.36,Success
{C07BTI1R-IMVN1BT9-WNJS},02/07/2025 08:51:27,U0016,PC-5016,Logon,192.168.1.36,Success
{EU1S5N18-BYPKNXMF-H5E8},02/07/2025 17:19:08,U0016,PC-5016,Logoff,192.168.1.36,Success
{1W09YW3D-P11IKX0R-B5TN},02/10/2025 08:28:18,U0016,PC-5016,Logon,192.168.1.36,Success
{CRZXC4VN-IBLWBV2I-ZSFW},02/10/2025 17:10:52,U0016,PC-5016,Logoff,192.168.1.36,Success
{45A4520S-ZORK64MG-J78J},02/11/2025 08:14:21,U0016,PC-5016,Logon,192.168.1.36,Success
{3HTNCVHZ-TAY12YIV-FQSX},02/11/2025 17:27:03,U0016,PC-5016,Logoff,192.168.1.36,Success
{02UPVSF5-YC9LUERJ-QENB},02/12/2025 08:55:34,U0016,PC-5016,Logon,192.168.1.36,Success
{0V0NJJ63-XVFIUD99-XRO3},02/12/2025 17:05:55,U0016,PC-5016,Logoff,192.168.1.36,Success
{HG57ZUHF-BEGGACSQ-NBB4},02/13/2025 08:56:36,U0016,PC-5016,Logon,192.168.1.36,Success
{57YZET3G-NDC06KLI-7V12},02/13/2025 17:38:42,U0016,PC-5016,Logoff,192.168.1.36,Success
