id,timestamp,action,src_ip,dst_ip,dst_port,protocol,bytes_out,threat,user
{CF3GJ44Q-UGIKUPB5-8XZJ},2025-01-23T11:55:19Z,allow,192.168.1.27,8.8.8.8,443,TCP,45428,,gina.moore
{NJ7JLI67-LTQOBU9F-EK7M},2025-01-23T16:19:40Z,allow,192.168.1.27,172.217.0.0,80,TCP,1653,,gina.moore
{YAJVJMR6-I940RW4R-XIDZ},2025-01-23T11:02:38Z,allow,192.168.1.27,1.1.1.1,80,TCP,37204,,gina.moore
{NBF4AMMB-L5JTFZ6Z-J7D1},2025-01-23T15:18:25Z,allow,192.168.1.27,1.1.1.1,443,TCP,13977,,gina.moore
{UMC7RRHW-R1YR208X-ZR7T},2025-01-23T19:32:14Z,allow,192.168.1.27,172.217.0.0,443,TCP,30841,,gina.moore
{N09R76MV-W5MUAB39-GTFY},2025-01-23T13:46:08Z,allow,192.168.1.27,1.1.1.1,53,TCP,11752,,gina.moore
{D5R2HLMV-SOLY5FC8-IYAH},2025-01-23T12:36:38Z,allow,192.168.1.27,172.217.0.0,53,TCP,45006,,gina.moore
{JOIFK2Z2-1JXXP94R-RZVM},2025-01-23T13:52:15Z,allow,192.168.1.27,1.1.1.1,443,TCP,49905,,gina.moore
{NP33RUX6-X9XJHFKB-423Q},2025-01-23T18:15:16Z,allow,192.168.1.27,8.8.8.8,80,TCP,1177,,gina.moore
{AGE4MCWJ-CTAYYM8H-33V2},2025-01-23T15:01:30Z,allow,192.168.1.27,172.217.0.0,53,TCP,56456,,gina.moore
{1OY8L803-YYQL0DVD-HU0F},2025-01-23T15:10:59Z,allow,192.168.1.27,172.217.0.0,53,TCP,38710,,gina.moore
{Y9LWGFCS-LDTT0UJV-PAOC},2025-01-23T14:31:39Z,allow,192.168.1.27,1.1.1.1,443,TCP,28632,,gina.moore
{7YWCLS3D-F1TFN8E0-4AYZ},2025-01-23T11:09:19Z,allow,192.168.1.27,8.8.8.8,80,TCP,29145,,gina.moore
{A9W6QZEJ-AN792XRW-KAD8},2025-01-23T14:26:22Z,block,192.168.1.27,190.40.25.150,135,TCP,3267,geo_blocked,gina.moore
{ZVEZKLO1-NW70XYB0-N8VW},2025-01-23T12:16:29Z,allow,192.168.1.27,1.1.1.1,53,TCP,33975,,gina.moore
{TA49ZY7X-AGW6PGQ1-SDAU},2025-01-23T19:51:34Z,allow,192.168.1.27,172.217.0.0,80,TCP,22044,,gina.moore
{KC4YRUBA-HOTFL88H-81W8},2025-01-23T11:16:11Z,allow,192.168.1.27,172.217.0.0,443,TCP,49740,,gina.moore
{90N7ZWEA-OA0Q4YM0-3CXI},2025-01-24T12:40:19Z,allow,192.168.1.27,8.8.8.8,53,TCP,8828,,gina.moore
{7AI3HDRH-E5504KWZ-AGQ0},2025-01-24T18:36:12Z,allow,192.168.1.27,172.217.0.0,443,TCP,33668,,gina.moore
{CNVJOMPD-BI2P6IMU-SL9W},2025-01-24T15:10:09Z,allow,192.168.1.27,1.1.1.1,443,TCP,34182,,gina.moore
{FTQTU1NQ-9AYT8POG-X1FW},2025-01-24T19:45:14Z,allow,192.168.1.27,172.217.0.0,53,TCP,14863,,gina.moore
{D8DXEA1P-JRIJXVBW-LR75},2025-01-24T17:21:02Z,allow,192.168.1.27,8.8.8.8,443,TCP,57541,,gina.moore
{I9D140FG-9YQTF4UC-26TF},2025-01-24T11:15:33Z,allow,192.168.1.27,1.1.1.1,443,TCP,39744,,gina.moore
{U89PK414-G9J3C4WW-CP6P},2025-01-24T19:22:21Z,allow,192.168.1.27,172.217.0.0,80,TCP,4133,,gina.moore
{0DMSTRG7-GJWBJSOS-RAA3},2025-01-24T10:37:41Z,allow,192.168.1.27,8.8.8.8,80,TCP,49882,,gina.moore
{9I9JDJKB-Z6VUFQ0Q-X9P5},2025-01-24T10:14:58Z,allow,192.168.1.27,172.217.0.0,53,TCP,6890,,gina.moore
{YIZMD0RZ-IVXXIAMU-IHER},2025-01-24T11:44:49Z,allow,192.168.1.27,172.217.0.0,53,TCP,2501,,gina.moore
{JGL74H0H-Q8JC69JR-H6ZT},2025-01-24T16:13:01Z,allow,192.168.1.27,172.217.0.0,53,TCP,10922,,gina.moore
{OR70KJ9M-32WC5UL8-PKBU},2025-01-24T13:27:38Z,allow,192.168.1.27,172.217.0.0,53,TCP,45588,,gina.moore
{IS0AB8KC-GI3YLS0Z-GB6C},2025-01-24T18:06:09Z,allow,192.168.1.27,8.8.8.8,53,TCP,36471,,gina.moore
{L9KWU4JS-QO37AKRH-WR6Y},2025-01-24T10:01:18Z,allow,192.168.1.27,172.217.0.0,53,TCP,58110,,gina.moore
{0XW60U9E-E0YYIN5B-PL17},2025-01-24T11:10:07Z,allow,192.168.1.27,8.8.8.8,80,TCP,22680,,gina.moore
{Q3N2M7BH-Z3YJ21Z6-TRSH},2025-01-24T16:23:20Z,allow,192.168.1.27,8.8.8.8,53,TCP,27507,,gina.moore
{XIM9ZZSV-4G806VQ3-XRLY},2025-01-24T11:30:50Z,block,192.168.1.27,180.183.19.151,445,TCP,2683,,gina.moore
{5ZAL8PRW-LNMCLJCM-D71K},2025-01-24T13:40:11Z,allow,192.168.1.27,8.8.8.8,80,TCP,6027,,gina.moore
{MXQP2MKF-XK73DHX1-01YG},2025-01-24T11:17:00Z,allow,192.168.1.27,172.217.0.0,80,TCP,13031,,gina.moore
{PRTUBI6L-JORXJ6MR-SEIJ},2025-01-24T18:20:25Z,allow,192.168.1.27,8.8.8.8,80,TCP,25364,,gina.moore
{D4QMMSG7-87JALRMF-PYM0},2025-01-24T18:37:27Z,allow,192.168.1.27,172.217.0.0,443,TCP,21947,,gina.moore
{UPB0ODVT-R63J4IBO-EH5T},2025-01-24T12:23:21Z,allow,192.168.1.27,1.1.1.1,80,TCP,18443,,gina.moore
{UJ0VMSNZ-DAJF9HDI-KVGV},2025-01-24T11:04:39Z,allow,192.168.1.27,8.8.8.8,80,TCP,37958,,gina.moore
{VAB7M50S-FX1PRIGB-GLWL},2025-01-24T11:42:15Z,allow,192.168.1.27,8.8.8.8,80,TCP,54262,,gina.moore
{Z6LL3W6Z-K52KJ92U-T9CG},2025-01-24T14:20:16Z,allow,192.168.1.27,1.1.1.1,53,TCP,57710,,gina.moore
{39SXLNBZ-QW7MOE6A-UHR5},2025-01-24T10:02:18Z,allow,192.168.1.27,1.1.1.1,53,TCP,7335,,gina.moore
{LHGC9W6R-0L6M228A-WPIE},2025-01-24T10:37:25Z,allow,192.168.1.27,1.1.1.1,443,TCP,22818,,gina.moore
{DLCSA2BA-19DK1XWB-9X8Y},2025-01-24T19:15:17Z,allow,192.168.1.27,8.8.8.8,80,TCP,51745,,gina.moore
{VEN8LTQH-LOQUHYOK-A5FA},2025-01-24T16:23:11Z,allow,192.168.1.27,8.8.8.8,53,TCP,36025,,gina.moore
{GG0OWTHJ-2F1HYUW2-SNQO},2025-01-27T19:43:05Z,allow,192.168.1.27,8.8.8.8,53,TCP,24129,,gina.moore
{GX0K71M8-B87QGH03-5PPF},2025-01-27T15:22:55Z,allow,192.168.1.27,1.1.1.1,80,TCP,20334,,gina.moore
{OGI2EH8X-CX96YGYL-ACPR},2025-01-27T16:06:10Z,allow,192.168.1.27,8.8.8.8,443,TCP,30858,,gina.moore
{GV39K2XR-RQ7I0N3C-RB95},2025-01-27T14:48:48Z,allow,192.168.1.27,1.1.1.1,80,TCP,4514,,gina.moore
{BYZ5BBJL-ENO8N0NR-WLRE},2025-01-27T18:12:06Z,allow,192.168.1.27,172.217.0.0,80,TCP,6346,,gina.moore
{57CS2SE0-66H3XJKT-WKPW},2025-01-27T13:53:17Z,block,192.168.1.27,245.37.81.138,135,TCP,1228,,gina.moore
{8MAKR7SA-MB5P67PD-B0VD},2025-01-27T14:31:25Z,allow,192.168.1.27,1.1.1.1,443,TCP,45982,,gina.moore
{WDRAD14K-NBEX3KP6-UJ4M},2025-01-27T14:03:43Z,block,192.168.1.27,170.215.249.242,22,TCP,3791,policy_violation,gina.moore
{INEWVK1I-TSK5ANB7-HH8H},2025-01-27T16:24:44Z,allow,192.168.1.27,172.217.0.0,443,TCP,59874,,gina.moore
{R4TP8ADA-ZTAOP0UY-8P6E},2025-01-27T12:04:30Z,allow,192.168.1.27,8.8.8.8,53,TCP,53345,,gina.moore
{KC5T0G1M-GL0RXSQB-7J47},2025-01-27T15:55:37Z,allow,192.168.1.27,1.1.1.1,443,TCP,32526,,gina.moore
{JKUSWFNN-ZSVNW3RP-L3A6},2025-01-27T16:58:13Z,allow,192.168.1.27,8.8.8.8,80,TCP,53047,,gina.moore
{Z6WWGFO9-X00ZRU9O-100S},2025-01-27T14:59:36Z,allow,192.168.1.27,8.8.8.8,443,TCP,42938,,gina.moore
{857OVP4Q-C24HVBMQ-OLVM},2025-01-27T11:26:36Z,allow,192.168.1.27,1.1.1.1,80,TCP,57557,,gina.moore
{Q13U4HCO-Y58HJJT7-9A6I},2025-01-27T17:35:45Z,allow,192.168.1.27,8.8.8.8,53,TCP,54920,,gina.moore
{X970L0GX-O3ASQRWA-OKE4},2025-01-27T19:39:32Z,allow,192.168.1.27,1.1.1.1,80,TCP,29288,,gina.moore
{F6QVJTF0-UWKRD45U-NONB},2025-01-27T19:41:57Z,allow,192.168.1.27,172.217.0.0,443,TCP,56121,,gina.moore
{5INCRZQI-QJFIYY6Q-98MT},2025-01-27T13:45:55Z,block,192.168.1.27,16.113.64.61,3389,TCP,2872,,gina.moore
{R2VHWNB5-616BB43L-P683},2025-01-27T12:10:50Z,allow,192.168.1.27,1.1.1.1,53,TCP,32477,,gina.moore
{GSHCSZZ4-OTVVNU5S-CYNC},2025-01-27T11:15:35Z,allow,192.168.1.27,1.1.1.1,80,TCP,28106,,gina.moore
{SW13U4N5-VCEXC4SL-M26M},2025-01-27T17:14:57Z,allow,192.168.1.27,1.1.1.1,53,TCP,31435,,gina.moore
{GRYD41CN-RE4FXD6S-VFVC},2025-01-27T15:00:31Z,allow,192.168.1.27,172.217.0.0,53,TCP,47990,,gina.moore
{LI5Q4ALV-OE5ZZ3RH-CMO0},2025-01-27T15:45:16Z,block,192.168.1.27,213.220.19.76,135,TCP,2452,,gina.moore
{SQUR1ZJJ-9DL2Z3VC-3531},2025-01-27T15:24:21Z,block,192.168.1.27,9.163.248.168,22,TCP,4290,geo_blocked,gina.moore
{ES5CYC03-3V4AF0KK-L8NY},2025-01-27T19:29:21Z,allow,192.168.1.27,172.217.0.0,443,TCP,45640,,gina.moore
{KNQ4KYMG-TCSB22E6-Q2OE},2025-01-27T17:49:28Z,allow,192.168.1.27,8.8.8.8,443,TCP,54994,,gina.moore
{OBZI1QVS-TSUHHJIW-W6M7},2025-01-27T12:15:59Z,allow,192.168.1.27,8.8.8.8,443,TCP,20823,,gina.moore
{F3G1IZCE-BX27JW8J-ON0S},2025-01-27T15:02:49Z,allow,192.168.1.27,172.217.0.0,443,TCP,58163,,gina.moore
{IRI6WVV3-K8IT45A4-OQGA},2025-01-27T18:01:15Z,block,192.168.1.27,251.235.8.190,23,TCP,2135,geo_blocked,gina.moore
{G9A3BUXZ-DD5NR8E4-781H},2025-01-27T16:05:30Z,allow,192.168.1.27,1.1.1.1,443,TCP,38414,,gina.moore
{MLTZP05B-FWI431NV-6RMT},2025-01-27T14:50:32Z,allow,192.168.1.27,172.217.0.0,80,TCP,12790,,gina.moore
{HR8VV0JG-TJV1UQGZ-E52S},2025-01-27T14:21:16Z,allow,192.168.1.27,1.1.1.1,80,TCP,32602,,gina.moore
{B1B4I7UM-CLC443CV-57XQ},2025-01-28T10:08:56Z,allow,192.168.1.27,8.8.8.8,443,TCP,28376,,gina.moore
{IGULVA8V-6SR8P2BO-CRWD},2025-01-28T13:51:43Z,allow,192.168.1.27,172.217.0.0,443,TCP,19632,,gina.moore
{MBPBW6O8-BS83O1AR-69SI},2025-01-28T18:37:25Z,allow,192.168.1.27,8.8.8.8,80,TCP,31693,,gina.moore
{O9LNOTKP-57TLCN6R-AN8X},2025-01-28T17:29:57Z,block,192.168.1.27,153.186.22.73,3389,TCP,4809,port_scan,gina.moore
{GVYUJDPO-FJGYFQZY-RRGZ},2025-01-28T12:13:25Z,allow,192.168.1.27,1.1.1.1,443,TCP,23290,,gina.moore
{A557HTJN-CU65FMUC-H6FZ},2025-01-28T17:10:35Z,allow,192.168.1.27,8.8.8.8,443,TCP,7936,,gina.moore
{YJJMZ2HU-274GB4ET-26JV},2025-01-28T10:06:03Z,allow,192.168.1.27,1.1.1.1,53,TCP,26108,,gina.moore
{OFY08XM7-04PKAEKR-2GQA},2025-01-28T11:35:30Z,block,192.168.1.27,135.227.113.248,135,TCP,2182,policy_violation,gina.moore
{5VMCP6QG-2E0A5VFC-A14X},2025-01-28T15:09:43Z,allow,192.168.1.27,172.217.0.0,443,TCP,27755,,gina.moore
{WOMAP70A-TBVQCQBV-XPIV},2025-01-28T14:42:43Z,block,192.168.1.27,218.101.40.59,135,TCP,1378,geo_blocked,gina.moore
{3MPPJRB3-8MV7Z3JG-M2SN},2025-01-28T15:03:19Z,allow,192.168.1.27,1.1.1.1,53,TCP,1061,,gina.moore
{0HSPZ1YL-PGK3VOXT-1U9Z},2025-01-28T18:44:54Z,allow,192.168.1.27,1.1.1.1,443,TCP,47856,,gina.moore
{PZKBCM7I-6P3YCWG6-JFI6},2025-01-28T15:54:42Z,allow,192.168.1.27,1.1.1.1,80,TCP,16518,,gina.moore
{3JB3I69L-5HGVLRYZ-N837},2025-01-28T13:08:34Z,allow,192.168.1.27,1.1.1.1,80,TCP,36988,,gina.moore
{PBBTXZUP-EHOZ2AWG-HSVM},2025-01-28T17:36:08Z,allow,192.168.1.27,8.8.8.8,80,TCP,16604,,gina.moore
{R18M6AKZ-EJOVE8FN-A8XS},2025-01-28T13:56:09Z,allow,192.168.1.27,8.8.8.8,80,TCP,47259,,gina.moore
{QQG7JGAY-LW6P0HKS-GUE4},2025-01-28T10:39:24Z,allow,192.168.1.27,172.217.0.0,80,TCP,57570,,gina.moore
{1ZGSB3PR-T7Z972VE-HOYQ},2025-01-28T13:45:43Z,allow,192.168.1.27,172.217.0.0,53,TCP,21014,,gina.moore
{EF7DUHMA-XJ5EGXK4-USA4},2025-01-28T14:03:02Z,allow,192.168.1.27,8.8.8.8,443,TCP,5038,,gina.moore
{Y347ACFZ-3BABG3U4-TM36},2025-01-28T19:14:50Z,allow,192.168.1.27,8.8.8.8,53,TCP,3159,,gina.moore
{4CU6HYIE-MKLX7QLG-RCXH},2025-01-28T19:25:31Z,allow,192.168.1.27,8.8.8.8,443,TCP,10900,,gina.moore
{7933X740-VMQG0JWT-2LA0},2025-01-28T17:51:29Z,block,192.168.1.27,195.211.194.57,445,TCP,1454,geo_blocked,gina.moore
{ZJ2JPJIM-H2AGXNB7-PDN1},2025-01-28T18:12:58Z,allow,192.168.1.27,1.1.1.1,443,TCP,38071,,gina.moore
{3AYCECKY-DQJ3PQFZ-HGXK},2025-01-28T13:23:55Z,allow,192.168.1.27,8.8.8.8,53,TCP,33929,,gina.moore
{13AFBWZW-HWBT4GUW-13KZ},2025-01-28T18:27:10Z,allow,192.168.1.27,1.1.1.1,443,TCP,3339,,gina.moore
{CPP7HOHJ-F6YZLFQE-1SL9},2025-01-28T12:49:56Z,allow,192.168.1.27,172.217.0.0,53,TCP,46996,,gina.moore
{BYQ88IL2-IIQ97ILC-PVMG},2025-01-28T18:13:07Z,allow,192.168.1.27,8.8.8.8,443,TCP,29431,,gina.moore
{YU70VPH4-N24YTA7W-7CLY},2025-01-28T12:01:00Z,allow,192.168.1.27,1.1.1.1,80,TCP,39203,,gina.moore
{ON7DDJK5-PSWV2KZL-USVT},2025-01-28T12:33:29Z,allow,192.168.1.27,1.1.1.1,80,TCP,34078,,gina.moore
{K62WNT2O-8PMUU75R-IC5L},2025-01-28T13:37:52Z,allow,192.168.1.27,8.8.8.8,443,TCP,29543,,gina.moore
{6PYWW4HU-UPR1KE5M-8P30},2025-01-28T19:43:10Z,allow,192.168.1.27,172.217.0.0,80,TCP,20567,,gina.moore
{4R9R2CDP-TZ4C5SQL-L3CG},2025-01-28T12:55:54Z,allow,192.168.1.27,1.1.1.1,443,TCP,46343,,gina.moore
{F3VBK2VS-Y0EDL4OQ-3O11},2025-01-28T19:47:46Z,allow,192.168.1.27,8.8.8.8,443,TCP,12120,,gina.moore
{EQAQ9SJL-X7N2IOVB-FRTP},2025-01-28T10:37:18Z,block,192.168.1.27,104.162.130.153,3389,TCP,3582,,gina.moore
{079DO1ML-HKRLK50U-B679},2025-01-28T19:46:52Z,block,192.168.1.27,27.201.187.93,23,TCP,3752,,gina.moore
{1U955Z1V-4G8XX24P-HYVE},2025-01-29T14:40:05Z,allow,192.168.1.27,1.1.1.1,443,TCP,15782,,gina.moore
{OYSXXHAN-ZTQSCVSJ-RBDX},2025-01-29T16:08:24Z,block,192.168.1.27,74.7.229.101,445,TCP,3941,port_scan,gina.moore
{6R61C0AD-C0JXYLO3-VE6T},2025-01-29T12:21:03Z,allow,192.168.1.27,172.217.0.0,53,TCP,39709,,gina.moore
{3TK8TWRB-GEAIUYVQ-C874},2025-01-29T13:48:06Z,allow,192.168.1.27,8.8.8.8,53,TCP,59308,,gina.moore
{UTSBNXVN-660666MF-UJK0},2025-01-29T12:15:31Z,allow,192.168.1.27,1.1.1.1,53,TCP,29889,,gina.moore
{VE3NDYAA-10HOOCU2-7EL2},2025-01-29T14:54:16Z,allow,192.168.1.27,8.8.8.8,443,TCP,10635,,gina.moore
{UTMOM0XS-DC2P6VB6-38AV},2025-01-29T11:23:21Z,allow,192.168.1.27,1.1.1.1,80,TCP,44333,,gina.moore
{RXPRLQCO-DFK83IOC-GNM9},2025-01-29T17:19:26Z,allow,192.168.1.27,1.1.1.1,443,TCP,6407,,gina.moore
{97T0T2XP-CE2I4UY8-FNO2},2025-01-29T11:18:10Z,allow,192.168.1.27,8.8.8.8,80,TCP,34792,,gina.moore
{CU1Q0NFD-K24A4AVM-NB69},2025-01-29T15:21:10Z,allow,192.168.1.27,1.1.1.1,80,TCP,23307,,gina.moore
{DXSJC19Q-WD53ZBAN-6BEL},2025-01-29T16:54:23Z,allow,192.168.1.27,1.1.1.1,53,TCP,33649,,gina.moore
{UKD1JNRL-6R3HHDKG-FR4I},2025-01-29T15:40:26Z,allow,192.168.1.27,172.217.0.0,80,TCP,19155,,gina.moore
{6NJIC30B-PVKXXZB3-5WB6},2025-01-29T13:44:18Z,allow,192.168.1.27,8.8.8.8,53,TCP,45360,,gina.moore
{CRVVDGFL-RAE3UOPZ-0XXR},2025-01-29T17:58:47Z,allow,192.168.1.27,8.8.8.8,80,TCP,59512,,gina.moore
{USF3QD28-PRXUJVLQ-QF03},2025-01-29T13:59:33Z,allow,192.168.1.27,1.1.1.1,53,TCP,50946,,gina.moore
{KEOKJ5DQ-2TOJZZRJ-VC8M},2025-01-29T10:56:19Z,allow,192.168.1.27,8.8.8.8,53,TCP,39442,,gina.moore
{4D6T8K9G-L94ANO21-9579},2025-01-29T18:22:48Z,allow,192.168.1.27,8.8.8.8,53,TCP,39104,,gina.moore
{WVI47C55-JNWV5BCF-RS1Y},2025-01-29T16:21:15Z,allow,192.168.1.27,1.1.1.1,53,TCP,33583,,gina.moore
{8TVHFHY4-VO0UYKPX-QGWW},2025-01-29T13:05:23Z,block,192.168.1.27,88.224.36.25,22,TCP,3033,policy_violation,gina.moore
{XZUZ4ZIB-LDOJLD6E-DHRL},2025-01-29T14:33:33Z,allow,192.168.1.27,1.1.1.1,443,TCP,33336,,gina.moore
{JDPRI2BM-UPVDAZQ0-S18N},2025-01-29T11:55:19Z,block,192.168.1.27,108.195.4.146,135,TCP,1062,policy_violation,gina.moore
{2EL27EKX-N16M6XVZ-TIVS},2025-01-29T16:51:13Z,allow,192.168.1.27,172.217.0.0,443,TCP,49095,,gina.moore
{90KDJSL0-ZOOSHSRJ-H8P8},2025-01-29T18:06:24Z,allow,192.168.1.27,172.217.0.0,80,TCP,27887,,gina.moore
{FB17UZN4-LUZL9ODA-1A3D},2025-01-29T19:26:12Z,block,192.168.1.27,235.62.232.105,135,TCP,2633,geo_blocked,gina.moore
{V2QUDAY5-RBZWJ8IH-1SF6},2025-01-29T14:26:39Z,allow,192.168.1.27,172.217.0.0,443,TCP,52125,,gina.moore
{4KKMKI8V-CYCWB2QY-S8UE},2025-01-29T19:36:16Z,allow,192.168.1.27,1.1.1.1,53,TCP,15090,,gina.moore
{X1GDZWEM-BYIIS628-PD74},2025-01-29T12:46:47Z,block,192.168.1.27,155.140.112.176,135,TCP,839,geo_blocked,gina.moore
{AY5GBSZK-KAQUKCQH-YAAO},2025-01-29T15:43:06Z,allow,192.168.1.27,1.1.1.1,80,TCP,31745,,gina.moore
{K5QQ3PWY-4H6YGJ36-OIS6},2025-01-29T17:29:05Z,allow,192.168.1.27,8.8.8.8,80,TCP,51702,,gina.moore
{60VTOR8Q-WNVFOOJN-KNNC},2025-01-29T16:27:52Z,allow,192.168.1.27,8.8.8.8,443,TCP,5751,,gina.moore
{4HS29WEX-THUL9KCI-DSZY},2025-01-29T17:06:22Z,allow,192.168.1.27,172.217.0.0,80,TCP,9200,,gina.moore
{HMO02ZZI-9PQWY1YW-XUI3},2025-01-29T10:34:55Z,allow,192.168.1.27,172.217.0.0,53,TCP,10901,,gina.moore
{ZXPEG155-PZBWXBSF-O7UK},2025-01-29T10:00:09Z,allow,192.168.1.27,172.217.0.0,443,TCP,55358,,gina.moore
{TZ8ZORKE-5D5U2WCZ-NZHM},2025-01-29T19:05:42Z,allow,192.168.1.27,8.8.8.8,80,TCP,55906,,gina.moore
{VJTXOEH7-X294MACH-DRQ5},2025-01-29T19:36:16Z,allow,192.168.1.27,172.217.0.0,80,TCP,23750,,gina.moore
{61LHQ28C-MUPOTGWD-LCKO},2025-01-29T13:38:15Z,allow,192.168.1.27,172.217.0.0,80,TCP,7700,,gina.moore
{XWGFU7QS-19VSK11X-RNE4},2025-01-29T11:33:17Z,block,192.168.1.27,52.243.46.194,3389,TCP,503,,gina.moore
{BRN9BYQ6-OKDD4DUQ-QHLO},2025-01-29T18:36:22Z,allow,192.168.1.27,8.8.8.8,53,TCP,39031,,gina.moore
{WQHE2YBD-0QWJ18F4-JUGL},2025-01-29T12:33:21Z,allow,192.168.1.27,1.1.1.1,80,TCP,26958,,gina.moore
{JW3IWN0A-HJ0YOOWA-QP0Z},2025-01-30T10:26:03Z,allow,192.168.1.27,8.8.8.8,443,TCP,34903,,gina.moore
{9CO5U4UV-TJR15UUF-OL1R},2025-01-30T14:13:10Z,allow,192.168.1.27,1.1.1.1,443,TCP,4111,,gina.moore
{9FGES7IO-1HNU51KR-EOYB},2025-01-30T14:02:49Z,allow,192.168.1.27,172.217.0.0,443,TCP,53605,,gina.moore
{0DYW3LJC-7565YAL2-Z1B3},2025-01-30T11:01:58Z,allow,192.168.1.27,1.1.1.1,443,TCP,4018,,gina.moore
{YIQ1IBWF-42O0T50F-N8B4},2025-01-30T16:11:30Z,allow,192.168.1.27,172.217.0.0,53,TCP,6216,,gina.moore
{QRAQDNZZ-UAMRQJ6L-S2Z1},2025-01-30T18:34:45Z,allow,192.168.1.27,8.8.8.8,80,TCP,33774,,gina.moore
{ULS68NY9-QADR6LQV-7LLU},2025-01-30T16:14:22Z,allow,192.168.1.27,1.1.1.1,80,TCP,55022,,gina.moore
{19IUZHYO-B4E61BY6-OXYY},2025-01-30T10:04:54Z,block,192.168.1.27,132.219.127.6,3389,TCP,1251,geo_blocked,gina.moore
{B5OHFBXR-BBMV1QQL-ELU8},2025-01-30T14:28:00Z,block,192.168.1.27,221.65.37.38,23,TCP,824,,gina.moore
{Q905KPYH-F8SW2D4A-DA9N},2025-01-30T10:11:51Z,allow,192.168.1.27,172.217.0.0,80,TCP,50416,,gina.moore
{4KRFRT1G-PLY1O04F-SG0T},2025-01-30T19:34:07Z,allow,192.168.1.27,1.1.1.1,80,TCP,3624,,gina.moore
{EYRJQRJ1-DFB1D6II-UN8P},2025-01-30T19:17:48Z,allow,192.168.1.27,1.1.1.1,53,TCP,5693,,gina.moore
{0Y6XEMZK-TGXNQAGF-M3P2},2025-01-30T11:21:15Z,allow,192.168.1.27,1.1.1.1,53,TCP,40948,,gina.moore
{XAWRAO4A-6WPOEAJ9-A839},2025-01-30T16:52:27Z,allow,192.168.1.27,1.1.1.1,443,TCP,28146,,gina.moore
{75WL2A4F-8G1TIIT8-9OHK},2025-01-30T19:14:47Z,allow,192.168.1.27,172.217.0.0,53,TCP,43112,,gina.moore
{2D177U4D-PYTDE695-CE7A},2025-01-30T10:30:43Z,allow,192.168.1.27,1.1.1.1,80,TCP,29372,,gina.moore
{YMSBPBTK-2FMQVSQL-9ZNR},2025-01-30T11:39:07Z,allow,192.168.1.27,1.1.1.1,443,TCP,55889,,gina.moore
{BOYYQ7B7-PTORBG8P-048O},2025-01-30T15:47:19Z,allow,192.168.1.27,8.8.8.8,443,TCP,11493,,gina.moore
{8APM1GI5-X84KE2TO-5HXG},2025-01-30T18:24:06Z,allow,192.168.1.27,172.217.0.0,443,TCP,48118,,gina.moore
{VZG1TEK2-QZ1QG0ZW-SZYY},2025-01-30T19:33:36Z,allow,192.168.1.27,8.8.8.8,80,TCP,3945,,gina.moore
{93GHPMVW-Y1LLVZB2-LDDM},2025-01-30T15:23:30Z,allow,192.168.1.27,8.8.8.8,80,TCP,46310,,gina.moore
{KVK9XDRI-E2LP7TJA-F41N},2025-01-30T15:05:49Z,allow,192.168.1.27,172.217.0.0,53,TCP,16871,,gina.moore
{ZIIVFGTA-ET9HI4WO-7JK6},2025-01-30T19:56:53Z,allow,192.168.1.27,172.217.0.0,53,TCP,19204,,gina.moore
{SLOSNEHK-E44HRRO6-RTP8},2025-01-30T15:01:27Z,allow,192.168.1.27,1.1.1.1,443,TCP,9781,,gina.moore
{IE4L5JAV-58E64CAZ-PQJE},2025-01-30T12:02:46Z,allow,192.168.1.27,172.217.0.0,443,TCP,18964,,gina.moore
{KZHI92QD-R7GJRB1M-ODRY},2025-01-30T10:31:21Z,allow,192.168.1.27,8.8.8.8,443,TCP,14512,,gina.moore
{B70JEP1Y-K93UL4VW-YZI1},2025-01-31T11:36:59Z,allow,192.168.1.27,8.8.8.8,80,TCP,50416,,gina.moore
{VF8UFDOO-FVIEWWTI-TN71},2025-01-31T16:43:40Z,allow,192.168.1.27,172.217.0.0,443,TCP,26392,,gina.moore
{CQEO1WOC-WG79HX6V-Y4P4},2025-01-31T11:13:57Z,allow,192.168.1.27,172.217.0.0,443,TCP,31146,,gina.moore
{KL7P0O9S-W50G6VSS-0VA4},2025-01-31T17:24:01Z,allow,192.168.1.27,1.1.1.1,53,TCP,24152,,gina.moore
{FASMA0AH-ZLUFP6IH-2OEG},2025-01-31T17:00:54Z,allow,192.168.1.27,1.1.1.1,80,TCP,36843,,gina.moore
{K8H8XDXF-33ANYVZF-XA5Z},2025-01-31T11:26:53Z,allow,192.168.1.27,172.217.0.0,443,TCP,30837,,gina.moore
{BG7E0M15-0J8BSJ4X-HBC1},2025-01-31T14:28:35Z,allow,192.168.1.27,172.217.0.0,53,TCP,46726,,gina.moore
{NPY256VM-N1DSPM1U-SUDZ},2025-01-31T11:40:16Z,allow,192.168.1.27,1.1.1.1,443,TCP,12869,,gina.moore
{R3YWVDYM-R9C3C0D7-UQ76},2025-01-31T15:31:40Z,allow,192.168.1.27,172.217.0.0,53,TCP,42848,,gina.moore
{8BHHFRTI-4INLI4NI-IK8B},2025-01-31T17:32:54Z,allow,192.168.1.27,172.217.0.0,53,TCP,44582,,gina.moore
{BNPXV6L9-TT7HB85K-MD5I},2025-01-31T14:39:08Z,allow,192.168.1.27,8.8.8.8,443,TCP,53873,,gina.moore
