id,timestamp,src_ip,dst_ip,dst_port,protocol,bytes_in,bytes_out,alert,user
{U70XW451-RGCAJLA8-Q8S5},2025-02-11T17:28:33Z,192.168.1.32,172.217.0.0,443,HTTPS,56871,47701,,lisa.hensley
{06VXIK9Q-V5DDQ1SG-C9V5},2025-02-11T12:01:02Z,192.168.1.32,142.250.0.0,443,HTTPS,42354,10085,,lisa.hensley
{NA2NXPV8-V0YTCNY7-VC81},2025-02-11T16:56:36Z,192.168.1.32,8.8.4.4,443,HTTPS,69499,31469,,lisa.hensley
{40ZBUHXP-QU0ZKMCY-I7DW},2025-02-11T19:48:03Z,192.168.1.32,142.250.0.0,443,HTTPS,86612,40967,,lisa.hensley
{9HKKT3NB-N4WFKRMI-YF9X},2025-02-11T09:30:20Z,192.168.1.32,142.250.0.0,443,HTTPS,96963,33252,,lisa.hensley
{S93QYSZI-ABQ4O03Q-SLY0},2025-02-11T11:33:59Z,192.168.1.32,8.8.4.4,443,HTTPS,88640,15930,,lisa.hensley
{SVRF0ING-7KS3M01M-TYEM},2025-02-11T09:04:07Z,192.168.1.32,1.1.1.1,443,HTTPS,87053,21677,,lisa.hensley
{7M67HQ69-E7NB5BJA-40RJ},2025-02-11T09:54:03Z,192.168.1.32,8.8.4.4,443,HTTPS,71224,2982,,lisa.hensley
{AQ3PHDFU-ROFECIYC-JUAE},2025-02-11T17:51:42Z,192.168.1.32,172.217.0.0,443,HTTPS,67907,45889,,lisa.hensley
{ALQ3GEWP-IZL410AM-Y51B},2025-02-11T10:05:22Z,192.168.1.32,142.250.0.0,443,HTTPS,26135,33261,,lisa.hensley
{OV6CQ779-S1XGGOFU-AA8T},2025-02-11T18:25:47Z,192.168.1.32,8.8.8.8,443,HTTPS,15201,2147,,lisa.hensley
{RG2DX287-NL2IIP1F-LQV0},2025-02-11T13:43:39Z,192.168.1.32,1.1.1.1,443,HTTPS,35723,39998,,lisa.hensley
{3CZ6K6T0-DJ0PPPS8-GFAS},2025-02-11T17:45:20Z,192.168.1.32,172.217.0.0,443,HTTPS,55486,39644,,lisa.hensley
{D8TFUE3P-P27WY725-WCHX},2025-02-11T15:24:32Z,192.168.1.32,1.0.0.1,443,HTTPS,49101,48832,,lisa.hensley
{UZW2WPLV-FMFV86WJ-W73K},2025-02-11T11:30:22Z,192.168.1.32,1.0.0.1,443,HTTPS,26004,2058,,lisa.hensley
{RMNAUHLW-LHULLXJD-ZED5},2025-02-11T10:43:38Z,192.168.1.32,1.0.0.1,443,HTTPS,89520,40831,,lisa.hensley
{AESIKPPV-3EQ68LC4-YTME},2025-02-11T13:22:21Z,192.168.1.32,142.250.0.0,443,HTTPS,42601,27336,,lisa.hensley
{4D0H2SU9-3AJW209N-IWGR},2025-02-11T10:54:22Z,192.168.1.32,8.8.8.8,443,HTTPS,92254,48070,,lisa.hensley
{RCL5OGZQ-DFZRJM2T-RHFB},2025-02-11T13:46:10Z,192.168.1.32,172.217.0.0,443,HTTPS,19618,45142,,lisa.hensley
{VRKE8BBL-D4OVYRAL-RFUM},2025-02-11T13:44:23Z,192.168.1.32,172.217.0.0,443,HTTPS,95715,26662,,lisa.hensley
{0QPWJVAC-NX18B69I-EG7K},2025-02-12T17:27:19Z,192.168.1.32,8.8.4.4,443,HTTPS,76376,4030,,lisa.hensley
{Y52NXEJA-O0DW8E6G-BL1V},2025-02-12T17:52:01Z,192.168.1.32,1.1.1.1,443,HTTPS,41501,16835,,lisa.hensley
{EZ0IQLS7-3Z77UQD3-KR0O},2025-02-12T12:29:04Z,192.168.1.32,8.8.4.4,443,HTTPS,69795,24839,,lisa.hensley
{LU8X43OP-AW575NYM-2OV8},2025-02-12T17:22:14Z,192.168.1.32,8.8.4.4,443,HTTPS,38143,24281,,lisa.hensley
{J34DPRXD-OTQX3O7S-OJCT},2025-02-12T14:36:09Z,192.168.1.32,142.250.0.0,443,HTTPS,13127,7800,,lisa.hensley
{G1D5HHKB-W4KYZ97B-SXZB},2025-02-12T09:01:10Z,192.168.1.32,1.0.0.1,443,HTTPS,70549,49918,,lisa.hensley
{UFKSYCQI-OT993CKR-9CYG},2025-02-12T16:40:00Z,192.168.1.32,8.8.8.8,443,HTTPS,90460,19642,,lisa.hensley
{U7WDT4A4-WWSJXSHZ-A6S9},2025-02-12T12:43:27Z,192.168.1.32,8.8.8.8,443,HTTPS,34487,47271,,lisa.hensley
{MLHZDKKG-5CPZGTJW-S0H4},2025-02-12T16:27:36Z,192.168.1.32,8.8.4.4,443,HTTPS,70870,17103,,lisa.hensley
{MASS5ZGN-TQZPJVE4-LPAE},2025-02-12T15:13:33Z,192.168.1.32,142.250.0.0,443,HTTPS,72513,23601,,lisa.hensley
{NVJWLFXO-BMOP4OM9-TAZ9},2025-02-12T18:54:43Z,192.168.1.32,8.8.4.4,443,HTTPS,72531,25663,,lisa.hensley
{1WTBDVDI-XCWZDL2Y-UAMM},2025-02-12T15:06:31Z,192.168.1.32,142.250.0.0,443,HTTPS,78481,29910,,lisa.hensley
{5ODAR20Q-TLP84LE2-E9V1},2025-02-12T16:36:49Z,192.168.1.32,1.1.1.1,443,HTTPS,13433,5073,,lisa.hensley
{SS9GCYW9-UP7IUNV4-5GE5},2025-02-12T10:32:53Z,192.168.1.32,172.217.0.0,443,HTTPS,63979,28738,,lisa.hensley
{DZNU902U-IZW49EUD-I1Q2},2025-02-12T11:39:35Z,192.168.1.32,8.8.8.8,443,HTTPS,44589,31268,,lisa.hensley
{1YXPQ19S-GERY6V1L-3TSW},2025-02-12T15:19:03Z,192.168.1.32,8.8.4.4,443,HTTPS,86148,43564,,lisa.hensley
{0ALN8AL7-6X7CV799-ZPG3},2025-02-13T19:44:22Z,192.168.1.32,8.8.8.8,443,HTTPS,25421,39633,,lisa.hensley
{SCNKXQPR-2B1WNGRK-OYVL},2025-02-13T15:22:56Z,192.168.1.32,172.217.0.0,443,HTTPS,76569,34830,,lisa.hensley
{SYC6TSTL-DMRKTFPU-CC9B},2025-02-13T14:55:53Z,192.168.1.32,8.8.4.4,443,HTTPS,27003,44285,,lisa.hensley
{2N2Q77GK-FH0QJW05-TSB1},2025-02-13T14:18:51Z,192.168.1.32,172.217.0.0,443,HTTPS,96813,24832,,lisa.hensley
{39T0PNNB-40Z5OPRY-JGV3},2025-02-13T12:54:06Z,192.168.1.32,1.0.0.1,443,HTTPS,81544,28841,,lisa.hensley
{U687G8Q5-H05CATZP-ZMHO},2025-02-13T09:42:01Z,192.168.1.32,8.8.4.4,443,HTTPS,10732,13286,,lisa.hensley
{6ABNKPMI-XJPE8B06-8TSY},2025-02-13T15:28:44Z,192.168.1.32,1.0.0.1,443,HTTPS,5997,35332,,lisa.hensley
{OATIARBG-P998BXY5-E4ZP},2025-02-13T17:11:19Z,192.168.1.32,1.1.1.1,443,HTTPS,24899,41233,,lisa.hensley
{OAZORLFR-Y74PIG78-84UB},2025-02-13T16:43:55Z,192.168.1.32,172.217.0.0,443,HTTPS,82963,27339,,lisa.hensley
{EB4IL67P-3CYVLZCV-QXCQ},2025-02-13T13:08:51Z,192.168.1.32,8.8.8.8,443,HTTPS,12213,47034,,lisa.hensley
{455GQJWL-MF7ITVFZ-VINX},2025-02-13T10:25:38Z,192.168.1.32,8.8.8.8,443,HTTPS,8260,22469,,lisa.hensley
{23H2HF0H-HCX1VEWS-3MGW},2025-02-13T19:52:00Z,192.168.1.32,1.0.0.1,443,HTTPS,49873,3614,,lisa.hensley
{JSEZ6GR2-ORWJOC3T-J5EJ},2025-02-13T12:44:41Z,192.168.1.32,142.250.0.0,443,HTTPS,88220,22999,,lisa.hensley
{GB4JG8O0-N6Y9TY9Y-LHQW},2025-02-13T18:06:42Z,192.168.1.32,8.8.4.4,443,HTTPS,12815,8442,,lisa.hensley
{Z775HBOS-TBWHJAX0-HPXM},2025-02-13T13:21:42Z,192.168.1.32,172.217.0.0,443,HTTPS,22316,19882,,lisa.hensley
{YCJTQPTB-M2DAZ2NM-ZMME},2025-02-13T18:21:12Z,192.168.1.32,1.1.1.1,443,HTTPS,13195,38119,,lisa.hensley
{AI126UXJ-344G88YA-H1H0},2025-02-13T17:18:48Z,192.168.1.32,172.217.0.0,443,HTTPS,67615,32458,,lisa.hensley
{LN2NIRG3-RUC7EPDR-T9E2},2025-02-13T14:24:10Z,192.168.1.32,1.1.1.1,443,HTTPS,92005,25246,,lisa.hensley
{KSJXEG7Q-4SQBRVUJ-6R4M},2025-02-13T16:05:30Z,192.168.1.32,172.217.0.0,443,HTTPS,78095,15146,,lisa.hensley
{3NPZIGO5-BEEWD59X-NMUI},2025-02-13T13:11:13Z,192.168.1.32,8.8.8.8,443,HTTPS,7223,3419,,lisa.hensley
{KBTU8UWZ-IQKMH0CX-5G2T},2025-02-13T15:46:45Z,192.168.1.32,142.250.0.0,443,HTTPS,31270,32647,,lisa.hensley
{S81VOXBN-FNKRYT5V-XYPZ},2025-01-15T09:22:33Z,192.168.1.33,8.8.4.4,443,HTTPS,16906,32825,,michele.williams
{6HXPWVOK-DCVIIFV7-XKD7},2025-01-15T17:35:57Z,192.168.1.33,172.217.0.0,443,HTTPS,41769,19115,,michele.williams
{9UEZLSAG-ALXELEDO-8TWX},2025-01-15T14:00:05Z,192.168.1.33,172.217.0.0,443,HTTPS,36304,35016,,michele.williams
{Q7Q645G7-GHEMU7L6-2J9Q},2025-01-15T16:18:14Z,192.168.1.33,172.217.0.0,443,HTTPS,16950,11324,,michele.williams
{UTD5ZX43-EUI07K26-JOMN},2025-01-15T12:42:42Z,192.168.1.33,142.250.0.0,443,HTTPS,59239,29657,,michele.williams
{CBZIWNCY-ESTF5T4H-UFIC},2025-01-15T19:53:41Z,192.168.1.33,1.1.1.1,443,HTTPS,16468,48163,,michele.williams
{1ZKA38CW-Z78DM85C-4WLK},2025-01-15T14:25:14Z,192.168.1.33,1.1.1.1,443,HTTPS,63560,28671,,michele.williams
{DBTQQJVB-LSG6I7I1-D8PY},2025-01-15T12:47:31Z,192.168.1.33,1.1.1.1,443,HTTPS,67539,41183,,michele.williams
{QS2W91C4-K2P7UCWR-CJAF},2025-01-15T19:08:17Z,192.168.1.33,8.8.4.4,443,HTTPS,26296,29231,,michele.williams
{W6QZZEWG-FYLWE1RW-LR9E},2025-01-15T10:43:20Z,192.168.1.33,8.8.4.4,443,HTTPS,62438,49517,,michele.williams
{N9CO3J6P-BTM4CN8Z-GSBO},2025-01-15T09:48:45Z,192.168.1.33,1.0.0.1,443,HTTPS,60445,33656,,michele.williams
{Q2TCYZEM-YQF88DPN-SPZO},2025-01-15T18:42:18Z,192.168.1.33,172.217.0.0,443,HTTPS,8724,12718,,michele.williams
{CD1Y3OAT-AAM72IYE-2U22},2025-01-15T07:24:10Z,192.168.1.33,8.8.8.8,443,HTTPS,15633,44241,,michele.williams
{2SC1SCYH-2TOKZLGH-UPR5},2025-01-15T19:43:42Z,192.168.1.33,1.0.0.1,443,HTTPS,92266,23302,,michele.williams
{2TE74OXX-6JZ567UM-9XL4},2025-01-15T16:38:01Z,192.168.1.33,8.8.8.8,443,HTTPS,41678,15099,,michele.williams
{GFKO5F9M-ZRYAC32Q-KSO6},2025-01-15T17:05:52Z,192.168.1.33,8.8.8.8,443,HTTPS,39479,36544,,michele.williams
{P2IU9IQ3-IF0YSQQ5-W4FA},2025-01-15T18:05:02Z,192.168.1.33,142.250.0.0,443,HTTPS,74456,12837,,michele.williams
{QVKTQTUM-PJVVQ48T-Y5ZI},2025-01-15T09:16:11Z,192.168.1.33,142.250.0.0,443,HTTPS,50864,3154,,michele.williams
{WYX9IFIN-ZYME0RDQ-WUV7},2025-01-16T12:22:13Z,192.168.1.33,8.8.8.8,443,HTTPS,95530,45774,,michele.williams
{SYHS7TXD-S0QDDFPG-KKD9},2025-01-16T08:05:17Z,192.168.1.33,8.8.4.4,443,HTTPS,57511,44473,,michele.williams
{MDURC5X4-8ARSTA2V-7WEG},2025-01-16T15:29:14Z,192.168.1.33,142.250.0.0,443,HTTPS,66413,13997,,michele.williams
{54B4VVF9-B1CDQXRV-RSWV},2025-01-16T08:12:49Z,192.168.1.33,8.8.8.8,443,HTTPS,68743,34912,,michele.williams
{8T7YT4AB-I9MRU8V1-TXO0},2025-01-16T09:51:12Z,192.168.1.33,1.0.0.1,443,HTTPS,98155,11106,,michele.williams
{BEBI9WEF-GM69DIWM-E5QQ},2025-01-16T10:00:46Z,192.168.1.33,8.8.4.4,443,HTTPS,72457,43635,,michele.williams
{F037KLAV-OKVPD9T5-LJVS},2025-01-16T10:11:34Z,192.168.1.33,1.1.1.1,443,HTTPS,37023,10709,,michele.williams
{72EZ4D0L-AS6QTEEM-29K7},2025-01-16T07:16:38Z,192.168.1.33,1.1.1.1,443,HTTPS,46264,46920,,michele.williams
{TMWB22Q7-MXF4MNZH-CWY3},2025-01-16T18:15:10Z,192.168.1.33,142.250.0.0,443,HTTPS,37372,25561,,michele.williams
{O88MH9NC-UCEX5WH0-Y2IQ},2025-01-16T15:47:02Z,192.168.1.33,1.0.0.1,443,HTTPS,93230,5968,,michele.williams
{UQLI0KKM-FEWXKYHV-L3U9},2025-01-16T19:03:25Z,192.168.1.33,142.250.0.0,443,HTTPS,55027,8585,,michele.williams
{VMI7LEBP-43G37NRF-CB0E},2025-01-16T14:03:20Z,192.168.1.33,172.217.0.0,443,HTTPS,70729,31590,,michele.williams
{IFMPXKH3-7OY5K1CX-EBZW},2025-01-16T09:14:41Z,192.168.1.33,1.0.0.1,443,HTTPS,6826,20870,,michele.williams
{EFVG6SSY-8EJOPBZQ-6UBV},2025-01-16T13:49:26Z,192.168.1.33,142.250.0.0,443,HTTPS,31319,3997,,michele.williams
{77P843CN-C6NG00MK-E0Z2},2025-01-16T13:13:19Z,192.168.1.33,8.8.8.8,443,HTTPS,42051,32164,,michele.williams
{C1ZFLA0Z-SY25GYOM-C8VE},2025-01-16T07:21:48Z,192.168.1.33,8.8.8.8,443,HTTPS,5593,21766,,michele.williams
{U9KOZS6R-HCCVXHIX-6U4X},2025-01-16T13:45:55Z,192.168.1.33,8.8.4.4,443,HTTPS,40978,14089,,michele.williams
{9ILDZOY8-NFCUUGTZ-9J1C},2025-01-16T16:12:22Z,192.168.1.33,8.8.8.8,443,HTTPS,27878,28833,,michele.williams
{BY33QAS2-HXF24JMU-KATN},2025-01-16T12:39:03Z,192.168.1.33,8.8.4.4,443,HTTPS,64184,31247,,michele.williams
{LDRVG9QV-ZOW8S6PU-XWN0},2025-01-17T16:47:57Z,192.168.1.33,1.1.1.1,443,HTTPS,54513,5571,,michele.williams
{DY06ET7P-OT2RB98C-32X5},2025-01-17T14:25:08Z,192.168.1.33,1.0.0.1,443,HTTPS,28841,6884,,michele.williams
{BF9P4IU8-CMM14ZKI-36VJ},2025-01-17T14:49:41Z,192.168.1.33,172.217.0.0,443,HTTPS,38691,37570,,michele.williams
{V8JSR5OZ-95KIAPC6-73LI},2025-01-17T09:54:55Z,192.168.1.33,8.8.4.4,443,HTTPS,72249,13497,,michele.williams
{7WO4Q0Q2-RUNEIAU4-SEZH},2025-01-17T08:53:01Z,192.168.1.33,8.8.4.4,443,HTTPS,10987,39305,,michele.williams
{U30V18W2-6TGTL7Z4-KCIO},2025-01-17T12:34:42Z,192.168.1.33,1.1.1.1,443,HTTPS,5206,22831,,michele.williams
{R5A1UP7F-H63IBRFO-52RS},2025-01-17T10:34:41Z,192.168.1.33,172.217.0.0,443,HTTPS,12100,23870,,michele.williams
{ACIE7DV4-9JE0PF29-1LEF},2025-01-17T13:02:56Z,192.168.1.33,142.250.0.0,443,HTTPS,58138,8498,,michele.williams
{P2WS1OAG-HA1PS134-1JT6},2025-01-17T13:20:54Z,192.168.1.33,1.0.0.1,443,HTTPS,72490,35698,,michele.williams
{NYWU5CJD-63VFFD32-9F74},2025-01-17T16:46:59Z,192.168.1.33,172.217.0.0,443,HTTPS,98149,29261,,michele.williams
{RNSHVU17-8W4TNXG1-3FKX},2025-01-17T16:12:22Z,192.168.1.33,172.217.0.0,443,HTTPS,8216,26836,,michele.williams
{RM1BSEN9-4O6LMQHN-3DGC},2025-01-17T13:57:21Z,192.168.1.33,8.8.4.4,443,HTTPS,12539,35766,,michele.williams
{FDJQRULC-X7MN9GFM-15BN},2025-01-17T11:22:50Z,192.168.1.33,1.1.1.1,443,HTTPS,36038,10485,,michele.williams
{GC6U3MGG-5ZBMRFFZ-GRGL},2025-01-17T07:06:52Z,192.168.1.33,142.250.0.0,443,HTTPS,15807,7674,,michele.williams
{NA6P9OXZ-40E23E58-4FDD},2025-01-17T17:50:09Z,192.168.1.33,142.250.0.0,443,HTTPS,39034,31705,,michele.williams
{PWLG8LB1-LWIHTPYD-GCKS},2025-01-17T07:06:12Z,192.168.1.33,8.8.4.4,443,HTTPS,51883,35715,,michele.williams
{8BR749Y5-UPDA8PZC-I4PP},2025-01-17T13:29:25Z,192.168.1.33,1.0.0.1,443,HTTPS,21377,19787,,michele.williams
{4U45RQ1S-BUY1LU38-FD2M},2025-01-20T14:30:48Z,192.168.1.33,1.0.0.1,443,HTTPS,95672,35002,,michele.williams
{836UYGTG-59W8ZM1Q-1V41},2025-01-20T19:49:58Z,192.168.1.33,142.250.0.0,443,HTTPS,45499,17188,,michele.williams
{ZQES2OSJ-IF9VVDAD-7UC3},2025-01-20T07:36:23Z,192.168.1.33,1.0.0.1,443,HTTPS,85791,39332,,michele.williams
{D62ZS5VO-S3M8528O-THFN},2025-01-20T18:42:07Z,192.168.1.33,172.217.0.0,443,HTTPS,33986,35027,,michele.williams
{N74VR8QP-0OBDFSE1-Q1CP},2025-01-20T11:20:03Z,192.168.1.33,8.8.8.8,443,HTTPS,66198,17319,,michele.williams
{8EL8VZFP-FA31ONI6-8JHV},2025-01-20T17:01:19Z,192.168.1.33,8.8.8.8,443,HTTPS,6678,47413,,michele.williams
{IIB780Z4-K32AXBR3-J06W},2025-01-20T11:57:56Z,192.168.1.33,8.8.4.4,443,HTTPS,56290,38779,,michele.williams
{LJVD0E95-8X0UX5HN-7OND},2025-01-20T11:47:56Z,192.168.1.33,8.8.8.8,443,HTTPS,78327,10953,,michele.williams
{Q2L5DJHR-MFJQW84Q-9TR8},2025-01-20T11:00:18Z,192.168.1.33,8.8.4.4,443,HTTPS,98997,37880,,michele.williams
{7XQQL2B7-13B8KZJP-SAJN},2025-01-20T11:08:27Z,192.168.1.33,1.1.1.1,443,HTTPS,88738,12047,,michele.williams
{SHOCZH19-NS8XBT5I-0BT0},2025-01-20T11:33:02Z,192.168.1.33,1.1.1.1,443,HTTPS,102404,54251,,michele.williams
{P5VY233I-S6JEI4JQ-KIAP},2025-01-20T09:30:45Z,192.168.1.33,8.8.4.4,443,HTTPS,26862,28713,,michele.williams
{KQQPPWV1-YT9PVS39-OJX8},2025-01-20T13:38:22Z,192.168.1.33,1.1.1.1,443,HTTPS,57413,19957,,michele.williams
{PK6GF9KI-HASAOGKN-OV94},2025-01-20T07:59:42Z,192.168.1.33,1.0.0.1,443,HTTPS,87768,35757,,michele.williams
{8WL22F61-N6JTIQJ0-LZZL},2025-01-20T10:39:43Z,192.168.1.33,1.0.0.1,443,HTTPS,81935,19368,,michele.williams
{ZBKJO12Y-HFMZT4MD-A07H},2025-01-20T10:34:32Z,192.168.1.33,142.250.0.0,443,HTTPS,53844,44992,,michele.williams
{KIRHM326-EBMRDSEN-13P4},2025-01-20T18:06:25Z,192.168.1.33,1.1.1.1,443,HTTPS,68868,5408,,michele.williams
{A9HKLKSR-44VEB533-A01Z},2025-01-20T09:58:06Z,192.168.1.33,172.217.0.0,443,HTTPS,86768,47017,,michele.williams
{F7J20P7V-P4A8H172-7025},2025-01-20T13:15:26Z,192.168.1.33,1.1.1.1,443,HTTPS,48613,49615,,michele.williams
{CV0BRJDT-KAH0PKJ2-TK10},2025-01-20T18:56:12Z,192.168.1.33,172.217.0.0,443,HTTPS,57835,31710,,michele.williams
{HZMUICK6-SBT6HPKI-P38H},2025-01-21T15:31:04Z,192.168.1.33,142.250.0.0,443,HTTPS,68869,44441,,michele.williams
{9FG4VBGV-D96GHS4D-ZSVU},2025-01-21T12:47:16Z,192.168.1.33,142.250.0.0,443,HTTPS,85619,38010,,michele.williams
{93SDKNTP-ASDLX5T0-RPTJ},2025-01-21T15:23:27Z,192.168.1.33,1.0.0.1,443,HTTPS,95279,21392,,michele.williams
{KS06P6YZ-42DILY18-UC7G},2025-01-21T14:01:26Z,192.168.1.33,8.8.4.4,443,HTTPS,82341,10196,,michele.williams
{UXR3N25J-3QTYB9IK-O3DA},2025-01-21T15:26:35Z,192.168.1.33,8.8.4.4,443,HTTPS,75693,18299,,michele.williams
{8R84KSZJ-AQ4ISQR6-RPF3},2025-01-21T15:40:56Z,192.168.1.33,142.250.0.0,443,HTTPS,27725,37455,,michele.williams
{IVBXFVDW-A4ST09UJ-GNLO},2025-01-21T19:59:10Z,192.168.1.33,172.217.0.0,443,HTTPS,87383,30046,,michele.williams
{X06AYXD6-FCXL5HNI-W0XD},2025-01-21T17:47:17Z,192.168.1.33,1.0.0.1,443,HTTPS,85356,20234,,michele.williams
{EBWSWVJP-MEM9YZ1P-UOZW},2025-01-21T10:22:33Z,192.168.1.33,172.217.0.0,443,HTTPS,59081,28776,,michele.williams
{DSO9Y4ZT-AS57OKBD-L66T},2025-01-21T07:03:28Z,192.168.1.33,8.8.4.4,443,HTTPS,9495,28601,,michele.williams
{EY7C9LUO-KIDTT1MQ-P31O},2025-01-21T17:28:55Z,192.168.1.33,142.250.0.0,443,HTTPS,17898,11342,,michele.williams
{UPO8XBD2-400A0OST-3MGU},2025-01-21T12:58:18Z,192.168.1.33,142.250.0.0,443,HTTPS,64540,6483,,michele.williams
{NUCMUBM7-Q9FO73SV-MX8K},2025-01-21T14:50:34Z,192.168.1.33,1.1.1.1,443,HTTPS,81352,35312,,michele.williams
{933DTI57-21ZS7B4Z-W3DW},2025-01-21T18:54:09Z,192.168.1.33,8.8.4.4,443,HTTPS,42039,44754,,michele.williams
{VIJOPELN-TCQVZOP2-AW82},2025-01-21T07:40:27Z,192.168.1.33,1.1.1.1,443,HTTPS,94289,8721,,michele.williams
{PTSKYIMN-RVYOQ5T3-0JTW},2025-01-21T12:53:11Z,192.168.1.33,1.0.0.1,443,HTTPS,44917,24666,,michele.williams
{8OCNJ1SB-HPPBIW6R-CYGZ},2025-01-21T17:21:50Z,192.168.1.33,172.217.0.0,443,HTTPS,18707,8211,,michele.williams
{M3RRBKCI-9V6DAM7E-WLJI},2025-01-21T14:31:51Z,192.168.1.33,8.8.4.4,443,HTTPS,102667,49083,,michele.williams
{1V0AXSYM-K17720AG-6LJC},2025-01-22T14:26:42Z,192.168.1.33,8.8.8.8,443,HTTPS,18537,23359,,michele.williams
{EHK5JRUC-CSSK0A0D-GBYU},2025-01-22T07:54:35Z,192.168.1.33,8.8.4.4,443,HTTPS,23645,36542,,michele.williams
{HTAI58UC-D13MASKQ-V3Z3},2025-01-22T17:48:50Z,192.168.1.33,8.8.8.8,443,HTTPS,26033,47150,,michele.williams
{8BPX9OU2-1AAB8EKI-IM6F},2025-01-22T17:49:27Z,192.168.1.33,172.217.0.0,443,HTTPS,84583,43539,,michele.williams
{KM3X8MQ0-P8UNIVDB-NZ5V},2025-01-22T11:53:46Z,192.168.1.33,8.8.8.8,443,HTTPS,95536,33866,,michele.williams
{XQZXNIXU-RZPRB8LL-UNUF},2025-01-22T12:24:43Z,192.168.1.33,142.250.0.0,443,HTTPS,14784,48203,,michele.williams
{GCV0L4C8-867ZTNPG-NMTM},2025-01-22T10:33:49Z,192.168.1.33,1.0.0.1,443,HTTPS,26909,2435,,michele.williams
{KKU9GYZT-B1L80LQ2-2EBF},2025-01-22T14:13:10Z,192.168.1.33,172.217.0.0,443,HTTPS,11549,38384,,michele.williams
{LMIN2Q8M-VE8SW0ZK-1KZ7},2025-01-22T09:40:53Z,192.168.1.33,142.250.0.0,443,HTTPS,89473,16478,,michele.williams
{08Q0JC8J-ZYAQJ9DV-BBD8},2025-01-22T08:12:03Z,192.168.1.33,172.217.0.0,443,HTTPS,44235,14505,,michele.williams
{ENO5GZJP-JTKQK8AU-HY2M},2025-01-22T09:19:34Z,192.168.1.33,8.8.8.8,443,HTTPS,49696,42957,,michele.williams
{FZUVM6QG-R6GOK1Z4-LCM6},2025-01-22T08:26:24Z,192.168.1.33,8.8.4.4,443,HTTPS,69137,12068,,michele.williams
{OR5IP3ZW-TDQT8K2V-X9NF},2025-01-22T10:29:53Z,192.168.1.33,1.0.0.1,443,HTTPS,7571,24430,,michele.williams
{37S0Q8Y6-VX040HWT-9W3W},2025-01-22T18:08:58Z,192.168.1.33,172.217.0.0,443,HTTPS,74858,35882,,michele.williams
{Z2LCJMVR-TJ0VS8HG-STY7},2025-01-22T10:42:07Z,192.168.1.33,8.8.8.8,443,HTTPS,28678,37276,,michele.williams
{Y7F60CTX-KKZPZ8A1-50L1},2025-01-22T10:59:26Z,192.168.1.33,1.0.0.1,443,HTTPS,90402,6405,,michele.williams
{JQAKM40S-EPNF1LKD-PXT9},2025-01-22T15:55:34Z,192.168.1.33,172.217.0.0,443,HTTPS,44160,8290,,michele.williams
{U3P54QJA-WYSH96LZ-KT2V},2025-01-23T12:09:17Z,192.168.1.33,8.8.8.8,443,HTTPS,18044,11798,,michele.williams
{P6Y2XECQ-ZO9ZBBD9-4B4J},2025-01-23T15:30:44Z,192.168.1.33,1.1.1.1,443,HTTPS,69584,21634,,michele.williams
{NGTOMVF4-2O8XLQS7-1P77},2025-01-23T13:56:35Z,192.168.1.33,1.1.1.1,443,HTTPS,80092,6159,,michele.williams
{AFJON10D-EQ2X17YN-ZPP2},2025-01-23T07:46:29Z,192.168.1.33,142.250.0.0,443,HTTPS,89290,7836,,michele.williams
{WM8DOOZD-UEI499BH-I5EG},2025-01-23T15:41:30Z,192.168.1.33,8.8.8.8,443,HTTPS,67187,5315,,michele.williams
{9FTR4Q58-GS2N0UKI-YE2D},2025-01-23T08:39:17Z,192.168.1.33,1.0.0.1,443,HTTPS,99049,34625,,michele.williams
{WJZSOSSJ-DENML0EE-05MD},2025-01-23T09:19:36Z,192.168.1.33,8.8.4.4,443,HTTPS,118590,19820,,michele.williams
{4QMNUF92-9TUE5DZE-HSO7},2025-01-23T10:27:33Z,192.168.1.33,172.217.0.0,443,HTTPS,81435,38331,,michele.williams
{BP9KN4F4-P5SZ90UF-0DQV},2025-01-23T14:13:12Z,192.168.1.33,142.250.0.0,443,HTTPS,95536,20492,,michele.williams
{9O5IZ6R1-BHA6EC2J-2TFE},2025-01-23T07:23:49Z,192.168.1.33,142.250.0.0,443,HTTPS,106641,44921,,michele.williams
{TEVISDJA-448MS88K-SYWH},2025-01-23T13:48:48Z,192.168.1.33,8.8.4.4,443,HTTPS,46396,47827,,michele.williams
{FKLN2O18-V55NDWTK-NXT4},2025-01-23T18:13:53Z,192.168.1.33,172.217.0.0,443,HTTPS,45375,34389,,michele.williams
{9V122ADF-0GR19GWX-4IE3},2025-01-23T07:13:08Z,192.168.1.33,1.0.0.1,443,HTTPS,19679,3013,,michele.williams
{JINQV4WE-47J3HO72-A7L4},2025-01-23T10:57:39Z,192.168.1.33,172.217.0.0,443,HTTPS,80830,10264,,michele.williams
{9W97AOGK-83HA4EHJ-N8VM},2025-01-23T12:51:16Z,192.168.1.33,172.217.0.0,443,HTTPS,56566,35478,,michele.williams
{BE7TRM3I-DNG9T78M-IYAT},2025-01-23T19:24:50Z,192.168.1.33,8.8.8.8,443,HTTPS,58141,8365,,michele.williams
{K7VQA5YS-HV5PD4U4-PRR6},2025-01-23T15:58:51Z,192.168.1.33,8.8.8.8,443,HTTPS,38929,14673,,michele.williams
