id,timestamp,user,pc,event,process,parent_process,command_line,integrity_level
{RYPD2JVZ-MMIP3NMA-T55B},2025-02-10T07:25:04Z,michele.williams,PC-5013,process_start,slack.exe,explorer.exe,slack.exe,medium
{KKUJCE3M-DLKVLJC4-T4I1},2025-02-10T12:54:00Z,michele.williams,PC-5013,process_start,notepad.exe,explorer.exe,notepad.exe,medium
{PNWOHGDA-38TOQSWG-4UFS},2025-02-10T15:38:17Z,michele.williams,PC-5013,process_start,notepad.exe,explorer.exe,notepad.exe,medium
{GIZM17RE-YYOG1I76-ZUZR},2025-02-10T07:10:02Z,michele.williams,PC-5013,process_start,chrome.exe,explorer.exe,chrome.exe,medium
{RY24JTET-Q05NOCZ5-XO7P},2025-02-11T17:59:47Z,michele.williams,PC-5013,process_start,excel.exe,explorer.exe,excel.exe,medium
{N35J0EI8-SBUDMH1Z-2F8A},2025-02-11T17:45:57Z,michele.williams,PC-5013,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{M56PCHD3-ZFCFL613-6IBD},2025-02-11T15:14:02Z,michele.williams,PC-5013,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{S693MCIU-RJQGPBSJ-VJRB},2025-02-11T13:48:43Z,michele.williams,PC-5013,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{V0291DDG-HIAIC60B-W3MU},2025-02-11T14:26:32Z,michele.williams,PC-5013,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{JWT43QPM-ROO2GWZI-BRLA},2025-02-11T08:59:18Z,michele.williams,PC-5013,process_start,slack.exe,explorer.exe,slack.exe,medium
{BIACNUYO-EMNGUK67-P3HB},2025-02-11T12:30:56Z,michele.williams,PC-5013,process_start,chrome.exe,explorer.exe,chrome.exe,medium
{DDEB224X-JKLORII2-P9S8},2025-02-11T09:06:51Z,michele.williams,PC-5013,process_start,excel.exe,explorer.exe,excel.exe,medium
{WW8HG4CF-CQPPZ5A1-XU69},2025-02-12T18:48:26Z,michele.williams,PC-5013,process_start,word.exe,explorer.exe,word.exe,medium
{OKYZR4TX-FQSIMPNU-O0XX},2025-02-12T13:28:42Z,michele.williams,PC-5013,process_start,excel.exe,explorer.exe,excel.exe,medium
{KUL6OGO7-J9ZX6A0C-DT96},2025-02-12T12:08:55Z,michele.williams,PC-5013,process_start,teams.exe,explorer.exe,teams.exe,medium
{VXMMSQYI-E7JW57AJ-V3A7},2025-02-12T13:12:10Z,michele.williams,PC-5013,process_start,teams.exe,explorer.exe,teams.exe,medium
{OX0DVIG6-3TDEQN17-FUAQ},2025-02-12T15:50:04Z,michele.williams,PC-5013,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{EYILTMTQ-GOG2TY2I-5V01},2025-02-12T17:25:57Z,michele.williams,PC-5013,process_start,teams.exe,explorer.exe,teams.exe,medium
{OXLDL0BM-Q3VKWSL9-C79D},2025-02-12T14:23:19Z,michele.williams,PC-5013,process_start,word.exe,explorer.exe,word.exe,medium
{S86VZOJH-E9U2HDGQ-U7IG},2025-02-12T08:51:16Z,michele.williams,PC-5013,process_start,notepad.exe,explorer.exe,notepad.exe,medium
{PTC5ZVWR-8D4FCP0B-3GNV},2025-02-12T15:40:20Z,michele.williams,PC-5013,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{T1O18P33-NSDL6T9I-C7MK},2025-02-12T14:24:56Z,michele.williams,PC-5013,process_start,chrome.exe,explorer.exe,chrome.exe,medium
{5ZDOZIM7-I2TET3CV-IV29},2025-02-12T10:48:40Z,michele.williams,PC-5013,process_start,notepad.exe,explorer.exe,notepad.exe,medium
{UVQX6KIP-G2ELCMRC-U3IR},2025-02-12T17:25:27Z,michele.williams,PC-5013,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{CBOMWUU1-7ETX1GP6-X2K1},2025-02-12T18:42:56Z,michele.williams,PC-5013,process_start,chrome.exe,explorer.exe,chrome.exe,medium
{JRKT00WF-4TU5RXR5-MY2C},2025-02-13T14:43:42Z,michele.williams,PC-5013,process_start,teams.exe,explorer.exe,teams.exe,medium
{ZJN2DFII-63NCA6V5-K35K},2025-02-13T08:46:31Z,michele.williams,PC-5013,process_start,word.exe,explorer.exe,word.exe,medium
{N2RTKMH7-953OV2IY-9ZOD},2025-02-13T15:48:03Z,michele.williams,PC-5013,process_start,teams.exe,explorer.exe,teams.exe,medium
{0BKFVNWP-K0500PGC-S8QW},2025-02-13T19:03:35Z,michele.williams,PC-5013,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{E6UUPRJX-X2V29PYH-AWYP},2025-02-13T12:29:21Z,michele.williams,PC-5013,process_start,teams.exe,explorer.exe,teams.exe,medium
{LL0UL523-GRCBZ838-TNJY},2025-02-13T19:47:12Z,michele.williams,PC-5013,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{8O27VGNX-PDFAW003-0VE3},2025-02-13T13:18:08Z,michele.williams,PC-5013,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{H6WLM83I-9OVEZHK4-S1P3},2025-02-13T08:10:57Z,michele.williams,PC-5013,process_start,excel.exe,explorer.exe,excel.exe,medium
{OB6A43NM-FPGXXC6E-LINW},2025-02-13T19:57:24Z,michele.williams,PC-5013,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{RHXZC33B-79PRP6WR-X0FA},2025-02-13T12:31:23Z,michele.williams,PC-5013,process_start,teams.exe,explorer.exe,teams.exe,medium
{LRZTK6EX-PM9FNX5K-V7FL},2025-02-13T11:47:13Z,michele.williams,PC-5013,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{6B9EYXY0-I5PFSOZC-B562},2025-02-13T07:19:41Z,michele.williams,PC-5013,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{EH1WDL39-7GB094T6-SVTA},2025-01-15T12:56:41Z,dylan.miller,PC-5014,process_start,chrome.exe,explorer.exe,chrome.exe,medium
{1DYOL0L5-Q8D1AUHZ-0CU5},2025-01-15T16:48:41Z,dylan.miller,PC-5014,process_start,notepad.exe,explorer.exe,notepad.exe,medium
{78C2G52E-QIEFZYQA-LYRJ},2025-01-15T15:08:15Z,dylan.miller,PC-5014,process_start,excel.exe,explorer.exe,excel.exe,medium
{4CB3BCCO-7JMUK496-H4LX},2025-01-15T11:36:37Z,dylan.miller,PC-5014,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{1MRGYU3N-L8WMW906-PLX3},2025-01-15T10:34:50Z,dylan.miller,PC-5014,process_start,chrome.exe,explorer.exe,chrome.exe,medium
{GZSRKQYX-DSGGHID7-06YA},2025-01-15T11:45:19Z,dylan.miller,PC-5014,process_start,excel.exe,explorer.exe,excel.exe,medium
{5Y5YDTNO-H6RW81O0-ZBFK},2025-01-15T14:22:23Z,dylan.miller,PC-5014,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{SFN7KX7R-H0RGCD0R-30R0},2025-01-15T11:06:54Z,dylan.miller,PC-5014,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{ONYIDIA1-7JGWZ56X-3N4O},2025-01-15T10:48:18Z,dylan.miller,PC-5014,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{CAB40ET5-JIGPDJJR-QK2L},2025-01-15T08:39:01Z,dylan.miller,PC-5014,process_start,excel.exe,explorer.exe,excel.exe,medium
{K7H6REKT-312B1WRA-JZY0},2025-01-15T11:47:49Z,dylan.miller,PC-5014,process_start,excel.exe,explorer.exe,excel.exe,medium
{8GS4UWUU-80WZCPPG-QOFZ},2025-01-15T08:02:34Z,dylan.miller,PC-5014,process_start,word.exe,explorer.exe,word.exe,medium
{NGTM608K-9UXBJABE-QC5T},2025-01-16T11:33:40Z,dylan.miller,PC-5014,process_start,word.exe,explorer.exe,word.exe,medium
{IZ0TMTGP-J8INNJS5-VDXE},2025-01-16T11:01:24Z,dylan.miller,PC-5014,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{D2SDNIS4-4UKJA28B-DBHX},2025-01-16T14:10:48Z,dylan.miller,PC-5014,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{UJMH6W79-9PTHISXX-OHK4},2025-01-16T12:41:34Z,dylan.miller,PC-5014,process_start,chrome.exe,explorer.exe,chrome.exe,medium
{0PHXZTFM-U6CP5WVY-7TQT},2025-01-16T10:21:30Z,dylan.miller,PC-5014,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{ZFTB8ZTA-22MVV28H-6GOT},2025-01-16T17:33:28Z,dylan.miller,PC-5014,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{K49MR6J4-TIU69GAB-2T5Q},2025-01-16T11:19:57Z,dylan.miller,PC-5014,process_start,notepad.exe,explorer.exe,notepad.exe,medium
{RQA6OXZQ-W7V1DNPS-M36I},2025-01-16T09:00:06Z,dylan.miller,PC-5014,process_start,teams.exe,explorer.exe,teams.exe,medium
{ZJVK9AN6-LCB4BP9D-SN4J},2025-01-16T08:21:52Z,dylan.miller,PC-5014,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{86OWBUA3-FH7554BF-R5I0},2025-01-16T13:39:05Z,dylan.miller,PC-5014,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{2DWZIOY1-NYR3SBIV-3SME},2025-01-16T15:31:18Z,dylan.miller,PC-5014,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{OBPI4873-X9ZLPF84-RVDJ},2025-01-16T11:37:10Z,dylan.miller,PC-5014,process_start,chrome.exe,explorer.exe,chrome.exe,medium
{A6YIERVX-EE45PN6K-L4GZ},2025-01-16T10:19:32Z,dylan.miller,PC-5014,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{2I3H6L1D-KNA6BRUK-9M5A},2025-01-17T10:39:11Z,dylan.miller,PC-5014,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{TQ1CFRXW-TAO3WIFB-Q6D2},2025-01-17T12:56:59Z,dylan.miller,PC-5014,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{CPZY23OL-LAN14JT6-640I},2025-01-17T09:11:01Z,dylan.miller,PC-5014,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{IG0YZAC8-NDH0NN8T-92AB},2025-01-17T09:15:43Z,dylan.miller,PC-5014,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{7GEYGSEY-PKUNHKCL-TKGJ},2025-01-17T13:58:36Z,dylan.miller,PC-5014,process_start,chrome.exe,explorer.exe,chrome.exe,medium
{33RCC334-R1ALGHQU-EGDT},2025-01-17T10:36:26Z,dylan.miller,PC-5014,process_start,chrome.exe,explorer.exe,chrome.exe,medium
{2HRCJ52L-X3TFGTZ0-6LIF},2025-01-17T15:10:35Z,dylan.miller,PC-5014,process_start,slack.exe,explorer.exe,slack.exe,medium
{77JE13XS-JGU7QZO7-7STG},2025-01-17T17:50:35Z,dylan.miller,PC-5014,process_start,word.exe,explorer.exe,word.exe,medium
{WPORILXR-SJ9A46WC-8XZW},2025-01-17T10:41:00Z,dylan.miller,PC-5014,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{KW3LK987-EFIZWFQW-PCSU},2025-01-17T16:58:04Z,dylan.miller,PC-5014,process_start,teams.exe,explorer.exe,teams.exe,medium
{A8CEXUF6-X4QEMFFS-T7D5},2025-01-17T14:15:23Z,dylan.miller,PC-5014,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{9GGGEPED-WE73XZNJ-M6YU},2025-01-20T15:14:54Z,dylan.miller,PC-5014,process_start,teams.exe,explorer.exe,teams.exe,medium
{L6O3IO75-IPIM4VWV-N375},2025-01-20T15:45:43Z,dylan.miller,PC-5014,process_start,word.exe,explorer.exe,word.exe,medium
{57ORBGV3-EEKFUHI5-PFFQ},2025-01-20T16:34:17Z,dylan.miller,PC-5014,process_start,teams.exe,explorer.exe,teams.exe,medium
{4Q9PSM5X-09VOID62-3BCE},2025-01-20T13:36:58Z,dylan.miller,PC-5014,process_start,slack.exe,explorer.exe,slack.exe,medium
{JIZUVYS1-VUTAKR73-X1Y8},2025-01-20T15:40:59Z,dylan.miller,PC-5014,process_start,teams.exe,explorer.exe,teams.exe,medium
{J3VHWHGX-WF5YZ31T-PCR9},2025-01-20T15:46:07Z,dylan.miller,PC-5014,process_start,slack.exe,explorer.exe,slack.exe,medium
{BKYSIE3I-MUN1NA3H-GR5S},2025-01-20T16:58:29Z,dylan.miller,PC-5014,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{E6Q1NN3R-YK4HB7XG-7JBG},2025-01-20T16:11:27Z,dylan.miller,PC-5014,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{D9RWVSZ3-WATXTQYK-BNZM},2025-01-21T11:26:04Z,dylan.miller,PC-5014,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{HDWKHLQP-Q46D04UQ-KTPW},2025-01-21T09:27:33Z,dylan.miller,PC-5014,process_start,chrome.exe,explorer.exe,chrome.exe,medium
{ZHKUS749-JSS5DU9G-2AS3},2025-01-21T13:19:57Z,dylan.miller,PC-5014,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{11AEEFNT-F5WVA69Z-TM7I},2025-01-21T10:17:42Z,dylan.miller,PC-5014,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{O4H84QEN-90WIMRT3-49MX},2025-01-21T16:37:04Z,dylan.miller,PC-5014,process_start,slack.exe,explorer.exe,slack.exe,medium
{NQ3H9984-Q7CYZ5JL-SDYG},2025-01-21T14:26:08Z,dylan.miller,PC-5014,process_start,slack.exe,explorer.exe,slack.exe,medium
{Y75LAPWR-KI4H1NZX-Z0SA},2025-01-21T13:07:53Z,dylan.miller,PC-5014,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{W9WS7JNM-2ZQFRERT-7HKY},2025-01-21T10:28:52Z,dylan.miller,PC-5014,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{79Y0O5TN-Y6RXCOWX-234A},2025-01-22T11:04:36Z,dylan.miller,PC-5014,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{L51UG5C6-9NMVMJWJ-NNX7},2025-01-22T09:50:41Z,dylan.miller,PC-5014,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{24AFOEJ1-D8R64H4S-KZJB},2025-01-22T17:39:49Z,dylan.miller,PC-5014,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{ZD87LMVB-X5DVOXMT-J6AI},2025-01-22T11:40:32Z,dylan.miller,PC-5014,process_start,slack.exe,explorer.exe,slack.exe,medium
{HG5Q9FKD-3Q4ZI72T-SPMS},2025-01-22T10:55:53Z,dylan.miller,PC-5014,process_start,notepad.exe,explorer.exe,notepad.exe,medium
{G2SV1ZQV-FVTAVGD4-9DNW},2025-01-22T11:58:50Z,dylan.miller,PC-5014,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{R5WF6Q5T-A5SQE17B-I57U},2025-01-22T14:52:21Z,dylan.miller,PC-5014,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{MWBEZN39-FKEDCSB5-2L0S},2025-01-22T11:28:43Z,dylan.miller,PC-5014,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{UX3K8ZTC-UU487ZPA-J8SQ},2025-01-22T17:25:17Z,dylan.miller,PC-5014,process_start,teams.exe,explorer.exe,teams.exe,medium
{CMN41I9M-RJHJK9L2-WR4P},2025-01-22T14:32:34Z,dylan.miller,PC-5014,process_start,slack.exe,explorer.exe,slack.exe,medium
{V6DP5FCV-ALNEBS7K-8WP3},2025-01-22T13:34:38Z,dylan.miller,PC-5014,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{6YTKH7QM-MDJVGQ17-GPW7},2025-01-22T08:07:44Z,dylan.miller,PC-5014,process_start,excel.exe,explorer.exe,excel.exe,medium
{X9V3YTCR-UMDW2IDU-MDDC},2025-01-23T14:04:08Z,dylan.miller,PC-5014,process_start,slack.exe,explorer.exe,slack.exe,medium
{L5TN8GKJ-OSBHVQZD-M1BE},2025-01-23T17:16:19Z,dylan.miller,PC-5014,process_start,slack.exe,explorer.exe,slack.exe,medium
{3F6SV33S-1PKMK51B-YVZC},2025-01-23T17:14:48Z,dylan.miller,PC-5014,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{BTNW4V14-E54MWOPG-I4AP},2025-01-23T08:37:55Z,dylan.miller,PC-5014,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{SKZ3Y9LX-6UOJN16S-RL7J},2025-01-23T10:12:03Z,dylan.miller,PC-5014,process_start,slack.exe,explorer.exe,slack.exe,medium
{ZFEYC6YJ-DGQZJ7DW-JYZ9},2025-01-23T11:51:30Z,dylan.miller,PC-5014,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{UDCSVMOB-WP0N3O2M-WG3S},2025-01-23T08:13:42Z,dylan.miller,PC-5014,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{Q7CWDV3Y-ZGTRYJJU-G82Z},2025-01-23T10:27:51Z,dylan.miller,PC-5014,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{C18F4ZT9-W0Y9BKGB-SNW3},2025-01-23T16:05:39Z,dylan.miller,PC-5014,process_start,notepad.exe,explorer.exe,notepad.exe,medium
{5QJD8Y5P-NSQ4HNDX-BLHJ},2025-01-24T17:30:52Z,dylan.miller,PC-5014,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{UR20CDM1-83B6O0UR-4X83},2025-01-24T10:02:23Z,dylan.miller,PC-5014,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{2ALD3SG4-028Z5LZJ-T0NM},2025-01-24T17:43:36Z,dylan.miller,PC-5014,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{2G87DG1M-BH5T23AH-O56K},2025-01-24T12:17:33Z,dylan.miller,PC-5014,process_start,teams.exe,explorer.exe,teams.exe,medium
{GDJIXZ35-K943ILXL-DN0U},2025-01-24T09:21:08Z,dylan.miller,PC-5014,process_start,notepad.exe,explorer.exe,notepad.exe,medium
{PU3RKSLY-W153JJD2-X8NQ},2025-01-24T08:36:50Z,dylan.miller,PC-5014,process_start,slack.exe,explorer.exe,slack.exe,medium
{CAQWG1SX-42G4P3ZR-SEW3},2025-01-24T14:00:32Z,dylan.miller,PC-5014,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{R0444VJA-IC4BUXIW-MG8B},2025-01-24T12:42:33Z,dylan.miller,PC-5014,process_start,word.exe,explorer.exe,word.exe,medium
{UD6ECY4P-83SX7HC6-0T73},2025-01-27T08:42:48Z,dylan.miller,PC-5014,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{D5IU4HK3-H1Z4O7LZ-WRPM},2025-01-27T11:24:25Z,dylan.miller,PC-5014,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{XNPK3L7S-8LVHXQED-1IMZ},2025-01-27T08:26:36Z,dylan.miller,PC-5014,process_start,slack.exe,explorer.exe,slack.exe,medium
{34G55M1Z-S6705N56-D66K},2025-01-27T17:33:07Z,dylan.miller,PC-5014,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{2MMDXGQJ-1CK9QV9O-JQ2N},2025-01-27T13:27:59Z,dylan.miller,PC-5014,process_start,excel.exe,explorer.exe,excel.exe,medium
{4EFUNABU-R57ICJ3H-IJIG},2025-01-27T08:01:59Z,dylan.miller,PC-5014,process_start,word.exe,explorer.exe,word.exe,medium
{KKV9N4HL-R1WWW879-SB7A},2025-01-27T17:01:29Z,dylan.miller,PC-5014,process_start,notepad.exe,explorer.exe,notepad.exe,medium
{AX3EP4LM-K09VGEZ4-CPRX},2025-01-27T08:01:00Z,dylan.miller,PC-5014,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{D3DP1BT4-CJM5Y9WP-BDXD},2025-01-27T11:44:38Z,dylan.miller,PC-5014,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{LXXO6WPX-1A9X3QRT-8XZ7},2025-01-27T17:23:11Z,dylan.miller,PC-5014,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{WGUG66H3-5ZUAL7KI-VET2},2025-01-28T08:14:31Z,dylan.miller,PC-5014,process_start,slack.exe,explorer.exe,slack.exe,medium
{T4XJMJU4-SMUHP19M-3E29},2025-01-28T12:00:22Z,dylan.miller,PC-5014,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{GR8P97KO-ATTVBCZ4-W0N7},2025-01-28T08:59:20Z,dylan.miller,PC-5014,process_start,excel.exe,explorer.exe,excel.exe,medium
{PX0N6FGG-J4GJDWU2-QWVY},2025-01-28T11:22:36Z,dylan.miller,PC-5014,process_start,word.exe,explorer.exe,word.exe,medium
{4TS1GDEE-C6R7GTVG-DIS9},2025-01-28T14:43:33Z,dylan.miller,PC-5014,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{ZJRQ4CKW-9LAOE2RV-6LP9},2025-01-28T09:19:59Z,dylan.miller,PC-5014,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{LRZIBBGT-OUQ990L9-Q2VV},2025-01-28T17:50:25Z,dylan.miller,PC-5014,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{LFWX234I-0TLAF3O8-OUF8},2025-01-28T09:48:33Z,dylan.miller,PC-5014,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{KHGJYJ2P-Y2A646Z0-XA6S},2025-01-28T12:49:47Z,dylan.miller,PC-5014,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{QIE5AQ9T-O27YESVW-M8SW},2025-01-28T15:31:30Z,dylan.miller,PC-5014,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{CY6R4ZKX-8L0DTU5E-7AFG},2025-01-28T14:44:55Z,dylan.miller,PC-5014,process_start,notepad.exe,explorer.exe,notepad.exe,medium
{W7KJKONL-UYI84JH1-L011},2025-01-28T13:34:38Z,dylan.miller,PC-5014,process_start,excel.exe,explorer.exe,excel.exe,medium
{1PYXRS97-9B8IGCHS-TXPR},2025-01-28T10:29:15Z,dylan.miller,PC-5014,process_start,slack.exe,explorer.exe,slack.exe,medium
{ITDZU17D-TML60PSH-1MBS},2025-01-29T15:23:58Z,dylan.miller,PC-5014,process_start,chrome.exe,explorer.exe,chrome.exe,medium
{GHITBG1S-UDWVBIE9-E1CL},2025-01-29T17:57:43Z,dylan.miller,PC-5014,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{6E3SJ6CD-RO7LMSMC-JCS0},2025-01-29T17:38:03Z,dylan.miller,PC-5014,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{8HT1ZZO9-X7LDOBMN-LJ7I},2025-01-29T09:08:25Z,dylan.miller,PC-5014,process_start,slack.exe,explorer.exe,slack.exe,medium
{2ES56FJG-6OZ704KN-6EIO},2025-01-29T17:00:49Z,dylan.miller,PC-5014,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{Y6RBNYPL-QJHVW9ER-AQIO},2025-01-29T12:57:12Z,dylan.miller,PC-5014,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{7617H383-1J1ORLX8-14ZM},2025-01-29T08:23:06Z,dylan.miller,PC-5014,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{RD9TFW0J-YTL6DPCW-9T1J},2025-01-29T11:25:10Z,dylan.miller,PC-5014,process_start,chrome.exe,explorer.exe,chrome.exe,medium
{TH5D2M6X-SBV16LWT-72QQ},2025-01-29T16:04:14Z,dylan.miller,PC-5014,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{0SOEX30V-6A1KD1JT-AQ3F},2025-01-29T09:03:18Z,dylan.miller,PC-5014,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{OA07FHYR-3OYNN8Y9-S130},2025-01-29T15:57:16Z,dylan.miller,PC-5014,process_start,teams.exe,explorer.exe,teams.exe,medium
{GAM2KZ1I-XTMBV7RG-XG1F},2025-01-29T11:18:43Z,dylan.miller,PC-5014,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{M86DR5IB-W3W9B1TQ-HQKF},2025-01-29T16:43:57Z,dylan.miller,PC-5014,process_start,notepad.exe,explorer.exe,notepad.exe,medium
{OVQ9C14N-ZMHZ8YR4-GZQH},2025-01-30T16:30:32Z,dylan.miller,PC-5014,process_start,teams.exe,explorer.exe,teams.exe,medium
{HT9945K0-R8JR1HOV-EZVM},2025-01-30T13:41:52Z,dylan.miller,PC-5014,process_start,excel.exe,explorer.exe,excel.exe,medium
{C2E6ZIFG-8632HAO9-0J18},2025-01-30T13:14:13Z,dylan.miller,PC-5014,process_start,teams.exe,explorer.exe,teams.exe,medium
{IO7ITIE9-HLWGBX5I-IP3J},2025-01-30T15:47:07Z,dylan.miller,PC-5014,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{WENO010J-I2OKY2DM-02Q0},2025-01-30T10:49:13Z,dylan.miller,PC-5014,process_start,word.exe,explorer.exe,word.exe,medium
{J1UBKF8P-CQZZTP94-QLCY},2025-01-30T08:16:33Z,dylan.miller,PC-5014,process_start,teams.exe,explorer.exe,teams.exe,medium
{2V201FTW-13GB1K49-YZOE},2025-01-30T09:28:30Z,dylan.miller,PC-5014,process_start,word.exe,explorer.exe,word.exe,medium
{4HFJMKEX-ZYP95PA6-ROE3},2025-01-30T17:03:49Z,dylan.miller,PC-5014,process_start,teams.exe,explorer.exe,teams.exe,medium
{AS4OJWAC-P8KGE34B-HSI6},2025-01-31T10:20:15Z,dylan.miller,PC-5014,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{BZ8WJO66-HSCGCO9D-F9C1},2025-01-31T16:50:16Z,dylan.miller,PC-5014,process_start,slack.exe,explorer.exe,slack.exe,medium
{7LF2STEH-8KGZ0PJA-2U7O},2025-01-31T16:44:47Z,dylan.miller,PC-5014,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{EDVNBOET-J3CGPZLA-QNNU},2025-01-31T14:56:34Z,dylan.miller,PC-5014,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{H5PRDPG1-WWUJ6L20-DPA5},2025-01-31T17:07:25Z,dylan.miller,PC-5014,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{78BUP3CA-1ZEWITXH-V542},2025-01-31T08:51:57Z,dylan.miller,PC-5014,process_start,notepad.exe,explorer.exe,notepad.exe,medium
{UEY5P7XC-KDP02E4N-FK28},2025-01-31T12:59:46Z,dylan.miller,PC-5014,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{TRB6D1VN-P6SF2ZW8-96P7},2025-01-31T10:07:41Z,dylan.miller,PC-5014,process_start,word.exe,explorer.exe,word.exe,medium
{8BHMY7Z6-H22VJAYY-BC8K},2025-01-31T11:16:11Z,dylan.miller,PC-5014,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{49W7ADVF-FLVBDU3B-5BTX},2025-01-31T10:16:17Z,dylan.miller,PC-5014,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{OYRF0GK3-DGU6PE3I-7QYC},2025-01-31T10:25:23Z,dylan.miller,PC-5014,process_start,notepad.exe,explorer.exe,notepad.exe,medium
{80QGSJIH-4K970A5O-BCX6},2025-01-31T14:16:47Z,dylan.miller,PC-5014,process_start,teams.exe,explorer.exe,teams.exe,medium
{JOTCYQFI-C1C4NMJM-SPPS},2025-01-31T17:41:54Z,dylan.miller,PC-5014,process_start,notepad.exe,explorer.exe,notepad.exe,medium
{MTF5TMR4-ZMMMNHQH-7WDE},2025-01-31T15:25:44Z,dylan.miller,PC-5014,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{O0BAOPAA-841KK1J5-NIMH},2025-01-31T16:11:21Z,dylan.miller,PC-5014,process_start,slack.exe,explorer.exe,slack.exe,medium
{IUH0HEOJ-PMAGGEPY-U5N3},2025-02-03T14:29:22Z,dylan.miller,PC-5014,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
