id,date,src_ip,dst_ip,dst_port,protocol,bytes_in,bytes_out,alert,user,hour,day_of_week,day_of_month,is_weekend,is_working_hours,is_late_night,upload_download_ratio,bytes_out_mb,is_large_upload,is_internal_dst,is_lateral_movement_protocol,user_id_mapped
{FOLFTL4V-Y89776SK-2SLY},2025-01-30 11:42:47,192.168.1.21,142.250.0.0,443,HTTPS,59318,24988,,noah.rhodes,11,3,30,0,1,0,0.4212478295318532,0.023830413818359375,0,0,0,U0001
{LSIA19RT-LK53Y0Z7-G4VL},2025-01-30 15:28:20,192.168.1.21,1.1.1.1,443,HTTPS,54305,47782,,noah.rhodes,15,3,30,0,1,0,0.879865944831142,0.04556846618652344,0,0,0,U0001
{6PJW07B9-VKRP6O4R-WX3Q},2025-01-30 14:47:39,192.168.1.21,8.8.8.8,443,HTTPS,24533,15738,,noah.rhodes,14,3,30,0,1,0,0.6414771337735388,0.015008926391601562,0,0,0,U0001
{PFXDC9A5-22M8BT7A-CBGU},2025-01-30 14:20:25,192.168.1.21,142.250.0.0,443,HTTPS,54854,2214,,noah.rhodes,14,3,30,0,1,0,0.04036095159967186,0.0021114349365234375,0,0,0,U0001
{Q4ZUO96L-CDB56VF3-HK2Q},2025-01-30 16:40:42,192.168.1.21,8.8.8.8,443,HTTPS,97436,26421,,noah.rhodes,16,3,30,0,1,0,0.2711598263493334,0.02519702911376953,0,0,0,U0001
{72LFJLWK-8KG5AK2T-N4SJ},2025-01-30 10:28:17,192.168.1.21,8.8.4.4,443,HTTPS,47342,28201,,noah.rhodes,10,3,30,0,1,0,0.5956741228903957,0.026894569396972656,0,0,0,U0001
{GYOAU8OJ-ATXQWQL7-GM90},2025-01-30 11:20:59,192.168.1.21,1.1.1.1,443,HTTPS,54878,40871,,noah.rhodes,11,3,30,0,1,0,0.7447475354871627,0.038977622985839844,0,0,0,U0001
{J41X1UB7-EMM7YBF9-KOEY},2025-01-30 13:07:55,192.168.1.21,172.217.0.0,443,HTTPS,29508,42907,,noah.rhodes,13,3,30,0,1,0,1.4540309736012742,0.04091930389404297,0,0,0,U0001
{8Y3SIMEC-46Q64Y7X-2WR1},2025-01-31 10:41:59,192.168.1.21,8.8.8.8,443,HTTPS,71531,47938,,noah.rhodes,10,4,31,0,1,0,0.6701616059945199,0.04571723937988281,0,0,0,U0001
{U4IDMPOO-PLJIIV85-84WJ},2025-01-31 09:06:22,192.168.1.21,172.217.0.0,443,HTTPS,59373,41850,,noah.rhodes,9,4,31,0,1,0,0.7048539764880251,0.03991127014160156,0,0,0,U0001
{KQLXTOPB-WBVCBCCX-9H0B},2025-01-31 10:17:49,192.168.1.21,8.8.4.4,443,HTTPS,55108,26145,,noah.rhodes,10,4,31,0,1,0,0.4744234154130904,0.024933815002441406,0,0,0,U0001
{4IQN512K-XF7INR2U-1LWJ},2025-01-31 11:07:51,192.168.1.21,1.0.0.1,443,HTTPS,6823,2700,,noah.rhodes,11,4,31,0,1,0,0.39566236811254396,0.002574920654296875,0,0,0,U0001
{VONHHZPC-D8T7QR20-9V5E},2025-01-31 19:13:10,192.168.1.21,8.8.4.4,443,HTTPS,94809,28547,,noah.rhodes,19,4,31,0,1,0,0.3010969307035123,0.02722454071044922,0,0,0,U0001
{JG2NIR5E-EA35OZLT-L9CP},2025-01-31 08:10:00,192.168.1.21,1.1.1.1,443,HTTPS,49390,43951,,noah.rhodes,8,4,31,0,1,0,0.8898584762406107,0.041914939880371094,0,0,0,U0001
{9TIPB90F-SI5PQXNM-70S7},2025-01-31 14:11:50,192.168.1.21,8.8.8.8,443,HTTPS,52747,35511,,noah.rhodes,14,4,31,0,1,0,0.6732198377189657,0.033865928649902344,0,0,0,U0001
{L7EH3HTL-DEKDKZMC-OQR8},2025-01-31 17:08:17,192.168.1.21,1.0.0.1,443,HTTPS,17351,18723,,noah.rhodes,17,4,31,0,1,0,1.0790110650069156,0.01785564422607422,0,0,0,U0001
{XXO83TJO-UIJXPKUY-MG2F},2025-01-31 18:17:38,192.168.1.21,1.1.1.1,443,HTTPS,94160,22089,,noah.rhodes,18,4,31,0,1,0,0.23458756810144327,0.021065711975097656,0,0,0,U0001
{RQ38JF6W-E07AXO78-SKLF},2025-01-31 15:08:16,192.168.1.21,142.250.0.0,443,HTTPS,39263,34970,,noah.rhodes,15,4,31,0,1,0,0.8906377343113284,0.03334999084472656,0,0,0,U0001
{XZOMTEYL-3LOZV1VM-5YJM},2025-01-31 19:14:38,192.168.1.21,8.8.8.8,443,HTTPS,34411,34256,,noah.rhodes,19,4,31,0,1,0,0.9954666976636057,0.0326690673828125,0,0,0,U0001
{9LABL5SE-MV8DZ61P-XAM7},2025-01-31 18:26:58,192.168.1.21,142.250.0.0,443,HTTPS,87738,17599,,noah.rhodes,18,4,31,0,1,0,0.2005835489349092,0.016783714294433594,0,0,0,U0001
{L374DTPI-UOBTWRER-YIEV},2025-01-31 17:26:11,192.168.1.21,8.8.8.8,443,HTTPS,8602,46250,,noah.rhodes,17,4,31,0,1,0,5.3760316168778335,0.04410743713378906,0,0,0,U0001
{AS7AT2DR-E9AYYR0S-IEFH},2025-01-31 19:58:36,192.168.1.21,1.0.0.1,443,HTTPS,102620,12968,,noah.rhodes,19,4,31,0,1,0,0.1263678974089124,0.01236724853515625,0,0,0,U0001
{3CZGVS2G-DXVRECS3-2NLI},2025-01-31 10:15:15,192.168.1.21,1.1.1.1,443,HTTPS,65012,35744,,noah.rhodes,10,4,31,0,1,0,0.5497977327611401,0.034088134765625,0,0,0,U0001
{ZAZJM7AJ-340OI7YO-8A02},2025-01-31 19:44:51,192.168.1.21,172.217.0.0,443,HTTPS,33372,24929,,noah.rhodes,19,4,31,0,1,0,0.7469810924999251,0.023774147033691406,0,0,0,U0001
{9EVS26I0-8SRYXIFY-Q8IG},2025-01-31 13:16:20,192.168.1.21,8.8.4.4,443,HTTPS,28560,41772,,noah.rhodes,13,4,31,0,1,0,1.4625538321487344,0.039836883544921875,0,0,0,U0001
{WX9LAXSC-KB6ATHMY-HZHF},2025-01-31 10:33:32,192.168.1.21,8.8.8.8,443,HTTPS,39010,9993,,noah.rhodes,10,4,31,0,1,0,0.2561585193919664,0.009530067443847656,0,0,0,U0001
{61ZGSLPZ-YT7I4LQ3-6SK4},2025-01-31 17:10:33,192.168.1.21,8.8.8.8,443,HTTPS,90088,5472,,noah.rhodes,17,4,31,0,1,0,0.060739934953212935,0.005218505859375,0,0,0,U0001
{WBU2W2AG-RNBI6UX4-P6V1},2025-02-03 09:31:28,192.168.1.21,142.250.0.0,443,HTTPS,57254,22166,,noah.rhodes,9,0,3,0,1,0,0.3871452274910488,0.021139144897460938,0,0,0,U0001
{BKALH69D-T8BHN1T1-LY8G},2025-02-03 15:17:14,192.168.1.21,1.0.0.1,443,HTTPS,9122,28586,,noah.rhodes,15,0,3,0,1,0,3.1333991011728597,0.027261734008789062,0,0,0,U0001
{37C40IR4-GE594VH2-M89E},2025-02-03 11:31:08,192.168.1.21,8.8.4.4,443,HTTPS,93341,38847,,noah.rhodes,11,0,3,0,1,0,0.41617921193032076,0.037047386169433594,0,0,0,U0001
{YCUA8H9O-XK5ZWZ3T-M304},2025-02-03 08:07:35,192.168.1.21,8.8.4.4,443,HTTPS,11556,5395,,noah.rhodes,8,0,3,0,1,0,0.4668166479190101,0.005145072937011719,0,0,0,U0001
{YKQJ0EW7-GRKHP52N-O9A8},2025-02-03 17:35:39,192.168.1.21,142.250.0.0,443,HTTPS,66975,30653,,noah.rhodes,17,0,3,0,1,0,0.45767140468227424,0.02923297882080078,0,0,0,U0001
{Z13E4R9X-F51MM768-93LU},2025-02-03 19:36:31,192.168.1.21,172.217.0.0,443,HTTPS,87894,29019,,noah.rhodes,19,0,3,0,1,0,0.33015529893623075,0.02767467498779297,0,0,0,U0001
{9CXUO8DD-77ZUVJBL-0XCA},2025-02-03 11:13:17,192.168.1.21,1.0.0.1,443,HTTPS,59565,4730,,noah.rhodes,11,0,3,0,1,0,0.07940771581103313,0.0045108795166015625,0,0,0,U0001
{2EE09QVS-AN8GYI6R-4DVS},2025-02-03 12:45:29,192.168.1.21,172.217.0.0,443,HTTPS,58380,35150,,noah.rhodes,12,0,3,0,1,0,0.6020794436546136,0.03352165222167969,0,0,0,U0001
{WKQT48VV-XCX096GV-5FDF},2025-02-03 13:10:43,192.168.1.21,142.250.0.0,443,HTTPS,83740,42851,,noah.rhodes,13,0,3,0,1,0,0.5117087209371753,0.04086589813232422,0,0,0,U0001
{Q7OZR795-07M5L6T0-AW01},2025-02-03 12:58:47,192.168.1.21,1.1.1.1,443,HTTPS,56018,18476,,noah.rhodes,12,0,3,0,1,0,0.3298166693443296,0.017620086669921875,0,0,0,U0001
{7VMMIWB4-S4548TZX-MLJH},2025-02-03 09:57:50,192.168.1.21,8.8.4.4,443,HTTPS,99487,49352,,noah.rhodes,9,0,3,0,1,0,0.4960598263107108,0.04706573486328125,0,0,0,U0001
{WUXZUPYK-DJ3YDM4C-TF7Q},2025-02-03 17:40:54,192.168.1.21,1.1.1.1,443,HTTPS,20141,30821,,noah.rhodes,17,0,3,0,1,0,1.5301856816602124,0.02939319610595703,0,0,0,U0001
{S9MTRACA-0KQ85F2F-G8S0},2025-02-03 09:22:46,192.168.1.21,8.8.8.8,443,HTTPS,81049,18695,,noah.rhodes,9,0,3,0,1,0,0.23066008636644048,0.017828941345214844,0,0,0,U0001
{UH6ETMN3-2KCENIJF-BLY1},2025-02-03 14:25:26,192.168.1.21,1.0.0.1,443,HTTPS,18316,45027,,noah.rhodes,14,0,3,0,1,0,2.4582082218703936,0.04294109344482422,0,0,0,U0001
{B1T1M15O-YJJNHM83-2YW1},2025-02-03 19:22:06,192.168.1.21,8.8.8.8,443,HTTPS,26044,30941,,noah.rhodes,19,0,3,0,1,0,1.1879823382607027,0.02950763702392578,0,0,0,U0001
{QXLE4Y4Z-ZW79U50G-9HPZ},2025-02-03 10:15:05,192.168.1.21,172.217.0.0,443,HTTPS,60962,11838,,noah.rhodes,10,0,3,0,1,0,0.19418335711825205,0.011289596557617188,0,0,0,U0001
{LL1REVC5-TQI76UUE-266F},2025-02-03 12:36:30,192.168.1.21,1.1.1.1,443,HTTPS,65779,32366,,noah.rhodes,12,0,3,0,1,0,0.4920340529036181,0.030866622924804688,0,0,0,U0001
{HU74WF9H-PEE3K64H-P27Z},2025-02-03 11:48:48,192.168.1.21,172.217.0.0,443,HTTPS,88677,37050,,noah.rhodes,11,0,3,0,1,0,0.41780373937165927,0.03533363342285156,0,0,0,U0001
{P25AS6TS-5MNSU4MD-CVZR},2025-02-03 16:15:56,192.168.1.21,1.0.0.1,443,HTTPS,81719,15116,,noah.rhodes,16,0,3,0,1,0,0.18497307880567793,0.014415740966796875,0,0,0,U0001
{AEI07VSB-EYTD9BH0-PTG3},2025-02-04 10:43:26,192.168.1.21,142.250.0.0,443,HTTPS,15509,18326,,noah.rhodes,10,1,4,0,1,0,1.1815602836879433,0.017477035522460938,0,0,0,U0001
{J4XK9XBH-PYRXNVXI-8E6M},2025-02-04 17:43:02,192.168.1.21,1.0.0.1,443,HTTPS,8769,14853,,noah.rhodes,17,1,4,0,1,0,1.6936145952109465,0.014164924621582031,0,0,0,U0001
{EZ0HZZY3-6A2TEGN6-1JWA},2025-02-04 12:03:28,192.168.1.21,8.8.4.4,443,HTTPS,59229,11922,,noah.rhodes,12,1,4,0,1,0,0.20128313354718894,0.011369705200195312,0,0,0,U0001
{KXD2IMB8-H6S7VJGA-18FN},2025-02-04 17:37:36,192.168.1.21,142.250.0.0,443,HTTPS,49552,47913,,noah.rhodes,17,1,4,0,1,0,0.9669041228583537,0.045693397521972656,0,0,0,U0001
{73UOE8K6-2VJAOVOA-ZVXF},2025-02-04 08:15:32,192.168.1.21,8.8.8.8,443,HTTPS,36728,25229,,noah.rhodes,8,1,4,0,1,0,0.6868959133110076,0.02406024932861328,0,0,0,U0001
{8PPHZJ3H-UYSR819L-SW1D},2025-02-04 10:12:47,192.168.1.21,8.8.4.4,443,HTTPS,15134,37097,,noah.rhodes,10,1,4,0,1,0,2.4510736703006275,0.035378456115722656,0,0,0,U0001
{I12329R4-OXY6LH89-ZNU6},2025-02-04 19:48:23,192.168.1.21,8.8.8.8,443,HTTPS,47301,39623,,noah.rhodes,19,1,4,0,1,0,0.8376601412202443,0.037787437438964844,0,0,0,U0001
{7RKKVQ4F-48NVA223-P5EU},2025-02-04 08:52:26,192.168.1.21,142.250.0.0,443,HTTPS,56389,44329,,noah.rhodes,8,1,4,0,1,0,0.7861145593190282,0.042275428771972656,0,0,0,U0001
{9ACM3Y2T-24CC3HFM-7AOM},2025-02-04 15:54:47,192.168.1.21,172.217.0.0,443,HTTPS,67329,19908,,noah.rhodes,15,1,4,0,1,0,0.29567800386157733,0.018985748291015625,0,0,0,U0001
{3WO623NS-XJQLODAM-0M94},2025-02-04 11:12:10,192.168.1.21,142.250.0.0,443,HTTPS,78637,7690,,noah.rhodes,11,1,4,0,1,0,0.09778987258068618,0.0073337554931640625,0,0,0,U0001
{NALGNPL6-4VP0DQ1S-C8YG},2025-02-04 15:43:16,192.168.1.21,8.8.8.8,443,HTTPS,30188,48430,,noah.rhodes,15,1,4,0,1,0,1.6042267050912584,0.04618644714355469,0,0,0,U0001
{EXYD7EOV-UJX3G8IA-TDR4},2025-02-04 14:09:18,192.168.1.21,8.8.8.8,443,HTTPS,65074,7034,,noah.rhodes,14,1,4,0,1,0,0.10809066461774876,0.0067081451416015625,0,0,0,U0001
{GBJMJJR0-ZPBKFJL3-Z2F6},2025-02-04 08:24:38,192.168.1.21,1.1.1.1,443,HTTPS,19404,20923,,noah.rhodes,8,1,4,0,1,0,1.0782272610152022,0.01995372772216797,0,0,0,U0001
{K41MT97L-0W9LBVQZ-VQN5},2025-02-04 18:04:45,192.168.1.21,1.1.1.1,443,HTTPS,58024,31929,,noah.rhodes,18,1,4,0,1,0,0.5502628177509694,0.030449867248535156,0,0,0,U0001
{AOOLBK8I-IPVX36XQ-Q2JK},2025-02-04 09:13:58,192.168.1.21,8.8.4.4,443,HTTPS,79517,30043,,noah.rhodes,9,1,4,0,1,0,0.3778138283156015,0.02865123748779297,0,0,0,U0001
{M6FJGO57-I64XYQGT-JMWB},2025-02-04 12:21:47,192.168.1.21,1.0.0.1,443,HTTPS,80558,34450,,noah.rhodes,12,1,4,0,1,0,0.42763688725033827,0.03285408020019531,0,0,0,U0001
{Z0EDVRNN-UN9B2CG9-D8V0},2025-02-05 08:55:26,192.168.1.21,172.217.0.0,443,HTTPS,108977,10697,,noah.rhodes,8,2,5,0,1,0,0.09815742626952229,0.010201454162597656,0,0,0,U0001
{V54K9YJ0-11Z4K2YT-4KCB},2025-02-05 08:42:35,192.168.1.21,8.8.8.8,443,HTTPS,17708,31418,,noah.rhodes,8,2,5,0,1,0,1.7741261505449206,0.029962539672851562,0,0,0,U0001
{E8WNEQZC-12ICSKJ4-96A7},2025-02-05 10:19:02,192.168.1.21,1.0.0.1,443,HTTPS,48030,38700,,noah.rhodes,10,2,5,0,1,0,0.8057296329453895,0.036907196044921875,0,0,0,U0001
{QEYX6IIA-757O4D99-SRK4},2025-02-05 11:45:21,192.168.1.21,8.8.8.8,443,HTTPS,81435,31147,,noah.rhodes,11,2,5,0,1,0,0.38247212534996805,0.02970409393310547,0,0,0,U0001
{EZHKA9ER-C1FZ94ON-WRM6},2025-02-05 13:28:39,192.168.1.21,8.8.4.4,443,HTTPS,65923,56710,,noah.rhodes,13,2,5,0,1,0,0.8602329955706571,0.05408287048339844,0,0,0,U0001
{W7WJWT2L-FKEDT6Q8-UNH9},2025-02-05 14:24:42,192.168.1.21,8.8.8.8,443,HTTPS,41321,44553,,noah.rhodes,14,2,5,0,1,0,1.0781907942500364,0.042489051818847656,0,0,0,U0001
{7QYVSTQC-KFDJBGQN-TKWB},2025-02-05 09:40:37,192.168.1.21,8.8.4.4,443,HTTPS,24792,25804,,noah.rhodes,9,2,5,0,1,0,1.0407776388496752,0.024608612060546875,0,0,0,U0001
{FCIA5KHT-UWTBH11U-D5PW},2025-02-05 12:44:42,192.168.1.21,1.1.1.1,443,HTTPS,44864,23031,,noah.rhodes,12,2,5,0,1,0,0.5133400200601805,0.021964073181152344,0,0,0,U0001
{984EVPFK-2RHXJPSC-8K4H},2025-02-05 08:03:40,192.168.1.21,8.8.4.4,443,HTTPS,37021,35188,,noah.rhodes,8,2,5,0,1,0,0.9504618875263356,0.033557891845703125,0,0,0,U0001
{BG3KB16G-EHVF1E70-XUYD},2025-02-05 09:51:20,192.168.1.21,1.0.0.1,443,HTTPS,15041,25888,,noah.rhodes,9,2,5,0,1,0,1.7210477330142269,0.024688720703125,0,0,0,U0001
{GDVKXOXU-UZEPOWSZ-MESM},2025-02-05 16:35:53,192.168.1.21,1.1.1.1,443,HTTPS,54649,36999,,noah.rhodes,16,2,5,0,1,0,0.6770173833485819,0.035284996032714844,0,0,0,U0001
{N54UPR6I-W2Q7ZBIP-GB20},2025-02-05 11:31:37,192.168.1.21,8.8.4.4,443,HTTPS,71351,9498,,noah.rhodes,11,2,5,0,1,0,0.1331146989572822,0.009057998657226562,0,0,0,U0001
{5G2V6KH5-13SGME76-IW43},2025-02-05 08:29:16,192.168.1.21,8.8.4.4,443,HTTPS,96844,47180,,noah.rhodes,8,2,5,0,1,0,0.48717022045536684,0.044994354248046875,0,0,0,U0001
{4634WYGZ-3HF2DK4A-KJ45},2025-02-05 16:18:30,192.168.1.21,142.250.0.0,443,HTTPS,97865,9913,,noah.rhodes,16,2,5,0,1,0,0.10129156193162078,0.009453773498535156,0,0,0,U0001
{VB612G4D-EZPAZNF2-ZHKH},2025-02-05 13:55:04,192.168.1.21,172.217.0.0,443,HTTPS,23620,40690,,noah.rhodes,13,2,5,0,1,0,1.7226197028068244,0.03880500793457031,0,0,0,U0001
{5F15UPG2-T1BF7G1K-TTYA},2025-02-05 18:03:58,192.168.1.21,8.8.4.4,443,HTTPS,87213,36333,,noah.rhodes,18,2,5,0,1,0,0.41659595936432225,0.03464984893798828,0,0,0,U0001
{JLTD31A3-K4JNY0L1-2HXA},2025-02-05 13:04:06,192.168.1.21,142.250.0.0,443,HTTPS,33281,26854,,noah.rhodes,13,2,5,0,1,0,0.8068625683552672,0.025609970092773438,0,0,0,U0001
{0MPAX3B5-XN6GGM7A-HPP2},2025-02-05 08:29:02,192.168.1.21,1.0.0.1,443,HTTPS,36892,20001,,noah.rhodes,8,2,5,0,1,0,0.5421353644322772,0.019074440002441406,0,0,0,U0001
{P5MXYEH4-FP0O2DUH-W9VQ},2025-02-05 13:46:30,192.168.1.21,1.0.0.1,443,HTTPS,94875,30481,,noah.rhodes,13,2,5,0,1,0,0.3212719760529533,0.029068946838378906,0,0,0,U0001
{ZB2WRHX0-0XMY2Z0Z-A4UG},2025-02-06 15:55:34,192.168.1.21,1.0.0.1,443,HTTPS,50663,23693,,noah.rhodes,15,3,6,0,1,0,0.46764961313753356,0.02259540557861328,0,0,0,U0001
{2T50QL0I-MSSGO077-82VK},2025-02-06 09:30:18,192.168.1.21,172.217.0.0,443,HTTPS,5733,20770,,noah.rhodes,9,3,6,0,1,0,3.622253226369027,0.019807815551757812,0,0,0,U0001
{1XFQZWNO-JGFCOIQ9-EDIS},2025-02-06 11:36:09,192.168.1.21,8.8.4.4,443,HTTPS,92765,19665,,noah.rhodes,11,3,6,0,1,0,0.2119849945022961,0.018754005432128906,0,0,0,U0001
{7WTGEA5M-689DZ1EJ-6R1B},2025-02-06 09:34:46,192.168.1.21,8.8.4.4,443,HTTPS,15891,38583,,noah.rhodes,9,3,6,0,1,0,2.427825320916184,0.036795616149902344,0,0,0,U0001
{XGXK53ED-LCEB5NRS-AWO8},2025-02-06 13:46:33,192.168.1.21,8.8.4.4,443,HTTPS,76413,41890,,noah.rhodes,13,3,6,0,1,0,0.5481979741932107,0.03994941711425781,0,0,0,U0001
{K4DCXB8I-N5KKFH2U-PZQH},2025-02-06 15:12:12,192.168.1.21,1.0.0.1,443,HTTPS,72020,31354,,noah.rhodes,15,3,6,0,1,0,0.43534524652531903,0.029901504516601562,0,0,0,U0001
{YSWEF8Q0-O87BNS72-PX5J},2025-02-06 17:00:58,192.168.1.21,8.8.4.4,443,HTTPS,38704,41830,,noah.rhodes,17,3,6,0,1,0,1.0807389226198165,0.03989219665527344,0,0,0,U0001
{XST741EI-89HV4109-KRVI},2025-02-06 09:03:35,192.168.1.21,142.250.0.0,443,HTTPS,47099,30157,,noah.rhodes,9,3,6,0,1,0,0.640276008492569,0.02875995635986328,0,0,0,U0001
{GH6YD4Z9-BOFUORPO-DIBJ},2025-02-06 11:52:21,192.168.1.21,142.250.0.0,443,HTTPS,61555,44437,,noah.rhodes,11,3,6,0,1,0,0.7218955097797127,0.04237842559814453,0,0,0,U0001
{QZB7UP2U-ROPL56MZ-M6PR},2025-02-06 08:33:00,192.168.1.21,142.250.0.0,443,HTTPS,10079,56673,,noah.rhodes,8,3,6,0,1,0,5.6223214285714285,0.054047584533691406,0,0,0,U0001
{BBHQW1PT-VB6LDAZG-JGDF},2025-02-06 17:55:47,192.168.1.21,142.250.0.0,443,HTTPS,91129,22318,,noah.rhodes,17,3,6,0,1,0,0.24490288598705146,0.021284103393554688,0,0,0,U0001
{XTLWKQKS-OZKDI5TM-PYXQ},2025-02-06 18:15:58,192.168.1.21,1.1.1.1,443,HTTPS,85532,32095,,noah.rhodes,18,3,6,0,1,0,0.37523528930354366,0.030608177185058594,0,0,0,U0001
{NG4GKPQ9-Y4441CS0-VHZA},2025-02-06 16:35:04,192.168.1.21,142.250.0.0,443,HTTPS,35040,30207,,noah.rhodes,16,3,6,0,1,0,0.8620473160012557,0.028807640075683594,0,0,0,U0001
{M3OK4ASK-AOLJ6YOV-779U},2025-02-06 08:39:42,192.168.1.21,1.0.0.1,443,HTTPS,78279,6674,,noah.rhodes,8,3,6,0,1,0,0.08525804803270312,0.0063648223876953125,0,0,0,U0001
{9FZ4H44B-BY4KAZ67-EKGK},2025-02-06 10:20:28,192.168.1.21,142.250.0.0,443,HTTPS,70789,7249,,noah.rhodes,10,3,6,0,1,0,0.10240146913405848,0.006913185119628906,0,0,0,U0001
{WM8T0QLH-1RLRXN2U-D8RM},2025-02-06 16:58:57,192.168.1.21,1.0.0.1,443,HTTPS,81826,39514,,noah.rhodes,16,3,6,0,1,0,0.48289684334021776,0.03768348693847656,0,0,0,U0001
{Q1FMYXF1-KULLNOEN-H0TL},2025-02-06 12:37:15,192.168.1.21,1.1.1.1,443,HTTPS,68860,4597,,noah.rhodes,12,3,6,0,1,0,0.06675767125078055,0.004384040832519531,0,0,0,U0001
{XB4RYQAS-0IO61EVO-741A},2025-02-06 16:38:15,192.168.1.21,172.217.0.0,443,HTTPS,45961,4407,,noah.rhodes,16,3,6,0,1,0,0.09588355598102781,0.004202842712402344,0,0,0,U0001
{KH5VMNYV-OG133L49-HRS2},2025-02-06 12:14:50,192.168.1.21,172.217.0.0,443,HTTPS,91396,9039,,noah.rhodes,12,3,6,0,1,0,0.09889821328927645,0.008620262145996094,0,0,0,U0001
{OACFP8FL-8CGGC89T-DBZM},2025-02-06 19:38:39,192.168.1.21,1.0.0.1,443,HTTPS,99359,21572,,noah.rhodes,19,3,6,0,1,0,0.21710950080515298,0.020572662353515625,0,0,0,U0001
{N8O7F4M7-PMJQVBNW-IMRQ},2025-02-06 09:17:32,192.168.1.21,1.1.1.1,443,HTTPS,39875,6885,,noah.rhodes,9,3,6,0,1,0,0.1726602467649714,0.006566047668457031,0,0,0,U0001
{7SCJMA3G-GTE55FXS-GO9P},2025-02-06 11:57:11,192.168.1.21,172.217.0.0,443,HTTPS,5059,2540,,noah.rhodes,11,3,6,0,1,0,0.5019762845849802,0.002422332763671875,0,0,0,U0001
{CTF9VYUR-3IKBW6KA-L7E2},2025-02-07 14:04:53,192.168.1.21,8.8.4.4,443,HTTPS,88842,3887,,noah.rhodes,14,4,7,0,1,0,0.043751336627533964,0.0037069320678710938,0,0,0,U0001
{6WUQGNVE-WHJWM0GH-77N6},2025-02-07 18:22:40,192.168.1.21,1.0.0.1,443,HTTPS,112169,32384,,noah.rhodes,18,4,7,0,1,0,0.2887046447356691,0.0308837890625,0,0,0,U0001
{NBWKONGM-O8WY15SU-W6XE},2025-02-07 16:43:43,192.168.1.21,142.250.0.0,443,HTTPS,91172,44096,,noah.rhodes,16,4,7,0,1,0,0.4836519583648668,0.04205322265625,0,0,0,U0001
{RIX1D6MG-TJHIRVZ0-SDJL},2025-02-07 10:37:30,192.168.1.21,8.8.4.4,443,HTTPS,19344,24154,,noah.rhodes,10,4,7,0,1,0,1.2485913672783664,0.023035049438476562,0,0,0,U0001
{B7YM1QRF-WJZ38YGS-U675},2025-02-07 08:13:38,192.168.1.21,1.1.1.1,443,HTTPS,70733,43234,,noah.rhodes,8,4,7,0,1,0,0.6112194984024656,0.04123115539550781,0,0,0,U0001
{WRBQ1L5Q-RW7GI8MX-72QE},2025-02-07 15:38:50,192.168.1.21,8.8.8.8,443,HTTPS,55826,31584,,noah.rhodes,15,4,7,0,1,0,0.565747756461927,0.030120849609375,0,0,0,U0001
{C53BVHVU-7ZOKT8WW-LWEC},2025-02-07 19:59:44,192.168.1.21,1.1.1.1,443,HTTPS,59256,3034,,noah.rhodes,19,4,7,0,1,0,0.05120070202676477,0.0028934478759765625,0,0,0,U0001
{R6SS7ORZ-0900HEY8-EEX7},2025-02-07 18:52:11,192.168.1.21,1.1.1.1,443,HTTPS,43369,14284,,noah.rhodes,18,4,7,0,1,0,0.32935208669587274,0.013622283935546875,0,0,0,U0001
{S5L7VXL3-2IT1XVC4-UCZX},2025-02-07 09:59:07,192.168.1.21,172.217.0.0,443,HTTPS,42433,58581,,noah.rhodes,9,4,7,0,1,0,1.3805203374652402,0.05586719512939453,0,0,0,U0001
{OLHH84UK-OIYPNC19-31MC},2025-02-07 13:11:17,192.168.1.21,142.250.0.0,443,HTTPS,64359,48374,,noah.rhodes,13,4,7,0,1,0,0.7516159105034182,0.04613304138183594,0,0,0,U0001
{EWKUBPEN-WE8G0VF5-33XZ},2025-02-07 15:55:25,192.168.1.21,1.0.0.1,443,HTTPS,51037,16890,,noah.rhodes,15,4,7,0,1,0,0.33092989537207573,0.016107559204101562,0,0,0,U0001
{5S5PJWNF-YRJN1DGH-WPSN},2025-02-07 18:23:45,192.168.1.21,8.8.8.8,443,HTTPS,61251,41094,,noah.rhodes,18,4,7,0,1,0,0.6709005420231177,0.03919029235839844,0,0,0,U0001
{AQPNBABC-RYL31HXR-BDZE},2025-02-07 13:18:05,192.168.1.21,1.1.1.1,443,HTTPS,92867,30646,,noah.rhodes,13,4,7,0,1,0,0.3299952620924323,0.029226303100585938,0,0,0,U0001
{OCRNBV3M-04T8Q2CD-2GQG},2025-02-07 11:41:12,192.168.1.21,8.8.8.8,443,HTTPS,5404,48886,,noah.rhodes,11,4,7,0,1,0,9.04458834412581,0.04662132263183594,0,0,0,U0001
{JQFBTO3B-8O46Y00O-5LLM},2025-02-07 09:00:50,192.168.1.21,1.0.0.1,443,HTTPS,24494,5326,,noah.rhodes,9,4,7,0,1,0,0.21743212900591957,0.0050792694091796875,0,0,0,U0001
{ODAEXMUW-H2558YI8-JTJN},2025-02-07 15:05:53,192.168.1.21,1.0.0.1,443,HTTPS,25105,7061,,noah.rhodes,15,4,7,0,1,0,0.28124751055524577,0.006733894348144531,0,0,0,U0001
{C2SVS9DG-19ZR4184-CP5S},2025-02-07 18:53:27,192.168.1.21,8.8.8.8,443,HTTPS,45362,36234,,noah.rhodes,18,4,7,0,1,0,0.7987566959857152,0.03455543518066406,0,0,0,U0001
