id,date,user,pc,event,process,parent_process,command_line,integrity_level,hour,day_of_week,day_of_month,is_weekend,is_working_hours,is_late_night,is_scripting_tool,is_high_integrity,user_id_mapped
{5TDUD8YZ-KK7FI452-Q6RD},2025-02-05 14:16:05,connie.lawrence,PC-5005,process_start,word.exe,explorer.exe,word.exe,medium,14,2,5,0,1,0,0,0,U0005
{RQKN8AQ2-XGM8YX0G-TJY2},2025-02-05 07:49:17,connie.lawrence,PC-5005,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium,7,2,5,0,1,0,0,0,U0005
{DQH6JNNB-F6LX5TWC-BVNO},2025-02-05 12:34:32,connie.lawrence,PC-5005,process_start,firefox.exe,explorer.exe,firefox.exe,medium,12,2,5,0,1,0,0,0,U0005
{3T1Y0M9D-ZQ4TLYDD-KI5R},2025-02-05 16:23:10,connie.lawrence,PC-5005,process_start,explorer.exe,explorer.exe,explorer.exe,medium,16,2,5,0,1,0,0,0,U0005
{ELRDJG76-59SRUOAH-NPUW},2025-02-05 11:09:43,connie.lawrence,PC-5005,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium,11,2,5,0,1,0,0,0,U0005
{Z2LZKQOL-QTY7636T-OA2Q},2025-02-05 12:09:54,connie.lawrence,PC-5005,process_start,firefox.exe,explorer.exe,firefox.exe,medium,12,2,5,0,1,0,0,0,U0005
{MLROLVCO-YR71Q1G1-OUA7},2025-02-05 16:44:09,connie.lawrence,PC-5005,process_start,outlook.exe,explorer.exe,outlook.exe,medium,16,2,5,0,1,0,0,0,U0005
{NXPLE18J-LKKIR22L-W105},2025-02-05 08:40:57,connie.lawrence,PC-5005,process_start,excel.exe,explorer.exe,excel.exe,medium,8,2,5,0,1,0,0,0,U0005
{675R129I-21XBIV7M-IPF7},2025-02-05 08:31:11,connie.lawrence,PC-5005,process_start,notepad.exe,explorer.exe,notepad.exe,medium,8,2,5,0,1,0,0,0,U0005
{V1NO0GW1-QDPDBWFC-Y1C4},2025-02-06 16:19:19,connie.lawrence,PC-5005,process_start,explorer.exe,explorer.exe,explorer.exe,medium,16,3,6,0,1,0,0,0,U0005
{7BFJFNCT-G5BC96IX-DJDP},2025-02-06 10:42:07,connie.lawrence,PC-5005,process_start,excel.exe,explorer.exe,excel.exe,medium,10,3,6,0,1,0,0,0,U0005
{UHHJGTMK-S2GWMLZP-C960},2025-02-06 12:30:12,connie.lawrence,PC-5005,process_start,explorer.exe,explorer.exe,explorer.exe,medium,12,3,6,0,1,0,0,0,U0005
{56HP29EX-HDCELEB9-P5EH},2025-02-06 12:47:57,connie.lawrence,PC-5005,process_start,notepad.exe,explorer.exe,notepad.exe,medium,12,3,6,0,1,0,0,0,U0005
{OMRAP07Y-D32WV51W-T1A4},2025-02-06 14:06:45,connie.lawrence,PC-5005,process_start,teams.exe,explorer.exe,teams.exe,medium,14,3,6,0,1,0,0,0,U0005
{9E038I5Z-N81NXWMX-HUOY},2025-02-06 12:11:08,connie.lawrence,PC-5005,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium,12,3,6,0,1,0,0,0,U0005
{5HS0OFT8-POBHRIA1-JGEQ},2025-02-06 17:43:09,connie.lawrence,PC-5005,process_start,slack.exe,explorer.exe,slack.exe,medium,17,3,6,0,1,0,0,0,U0005
{OZAQ2MDJ-F26NTR2D-6C6C},2025-02-06 17:15:03,connie.lawrence,PC-5005,process_start,slack.exe,explorer.exe,slack.exe,medium,17,3,6,0,1,0,0,0,U0005
{WNAGLLTN-X69GWYSH-VAWR},2025-02-06 12:57:28,connie.lawrence,PC-5005,process_start,excel.exe,explorer.exe,excel.exe,medium,12,3,6,0,1,0,0,0,U0005
{YELL1RFK-K0B70AWR-BQTP},2025-02-06 17:40:53,connie.lawrence,PC-5005,process_start,notepad.exe,explorer.exe,notepad.exe,medium,17,3,6,0,1,0,0,0,U0005
{KIDX90B0-Z5EUE3BW-EOHF},2025-02-07 11:32:11,connie.lawrence,PC-5005,process_start,word.exe,explorer.exe,word.exe,medium,11,4,7,0,1,0,0,0,U0005
{UK5LCSWY-RSRPJK6G-OHZM},2025-02-07 14:59:28,connie.lawrence,PC-5005,process_start,slack.exe,explorer.exe,slack.exe,medium,14,4,7,0,1,0,0,0,U0005
{JHVVY4MI-B416F12Q-EKDV},2025-02-07 08:15:03,connie.lawrence,PC-5005,process_start,excel.exe,explorer.exe,excel.exe,medium,8,4,7,0,1,0,0,0,U0005
{XSKEDNBI-BA409Q3G-UUY1},2025-02-07 12:24:43,connie.lawrence,PC-5005,process_start,explorer.exe,explorer.exe,explorer.exe,medium,12,4,7,0,1,0,0,0,U0005
{P7N11EJB-6EGM1NL6-2ZDQ},2025-02-07 15:18:04,connie.lawrence,PC-5005,process_start,notepad.exe,explorer.exe,notepad.exe,medium,15,4,7,0,1,0,0,0,U0005
{8RKLVK0F-EMCR7KGS-COQA},2025-02-07 07:22:54,connie.lawrence,PC-5005,process_start,outlook.exe,explorer.exe,outlook.exe,medium,7,4,7,0,1,0,0,0,U0005
{ZXGOYK5I-W4PDOU17-CJET},2025-02-07 14:32:43,connie.lawrence,PC-5005,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium,14,4,7,0,1,0,0,0,U0005
{T7ZJY1CR-J2PPEMO7-PXPN},2025-02-07 17:37:02,connie.lawrence,PC-5005,process_start,word.exe,explorer.exe,word.exe,medium,17,4,7,0,1,0,0,0,U0005
{FAH8N36A-ZXI9S8TH-6DOL},2025-02-07 08:07:02,connie.lawrence,PC-5005,process_start,slack.exe,explorer.exe,slack.exe,medium,8,4,7,0,1,0,0,0,U0005
{KIF591KO-E6VBXCUF-TF48},2025-02-07 13:27:17,connie.lawrence,PC-5005,process_start,outlook.exe,explorer.exe,outlook.exe,medium,13,4,7,0,1,0,0,0,U0005
{1RDSK4IQ-B7I725U3-0SSZ},2025-02-10 07:57:33,connie.lawrence,PC-5005,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium,7,0,10,0,1,0,0,0,U0005
{6K41QHSX-JJQQSN6B-6V2K},2025-02-10 16:52:07,connie.lawrence,PC-5005,process_start,slack.exe,explorer.exe,slack.exe,medium,16,0,10,0,1,0,0,0,U0005
{JN9VALZJ-LS3HGCTV-2CHO},2025-02-10 09:08:04,connie.lawrence,PC-5005,process_start,outlook.exe,explorer.exe,outlook.exe,medium,9,0,10,0,1,0,0,0,U0005
{I0G5PET5-E1NLSYYI-MLON},2025-02-10 17:57:29,connie.lawrence,PC-5005,process_start,slack.exe,explorer.exe,slack.exe,medium,17,0,10,0,1,0,0,0,U0005
{NMXINYLZ-CCV6TG2R-9YIS},2025-02-10 11:31:13,connie.lawrence,PC-5005,process_start,teams.exe,explorer.exe,teams.exe,medium,11,0,10,0,1,0,0,0,U0005
{JAHBRUK2-PJPSQNVF-W2YD},2025-02-10 16:16:47,connie.lawrence,PC-5005,process_start,word.exe,explorer.exe,word.exe,medium,16,0,10,0,1,0,0,0,U0005
{6BYCIRMR-5USX5EBH-B5VZ},2025-02-10 12:43:57,connie.lawrence,PC-5005,process_start,chrome.exe,explorer.exe,chrome.exe,medium,12,0,10,0,1,0,0,0,U0005
{9U4HNCX5-XZFPX1NL-LBR7},2025-02-10 15:13:11,connie.lawrence,PC-5005,process_start,notepad.exe,explorer.exe,notepad.exe,medium,15,0,10,0,1,0,0,0,U0005
{7SE88P0R-CNDSKJXH-BVFG},2025-02-10 13:48:41,connie.lawrence,PC-5005,process_start,excel.exe,explorer.exe,excel.exe,medium,13,0,10,0,1,0,0,0,U0005
{O0JQM74A-VKG0W206-O6SG},2025-02-11 07:59:42,connie.lawrence,PC-5005,process_start,word.exe,explorer.exe,word.exe,medium,7,1,11,0,1,0,0,0,U0005
{WA9WPU8T-8J3IJP0D-47Y7},2025-02-11 13:16:25,connie.lawrence,PC-5005,process_start,explorer.exe,explorer.exe,explorer.exe,medium,13,1,11,0,1,0,0,0,U0005
{LTMEPT4H-AFNYWO4A-CL2X},2025-02-11 08:11:15,connie.lawrence,PC-5005,process_start,excel.exe,explorer.exe,excel.exe,medium,8,1,11,0,1,0,0,0,U0005
{Z9F243IZ-DR5OZMU3-D5Z1},2025-02-11 09:55:00,connie.lawrence,PC-5005,process_start,explorer.exe,explorer.exe,explorer.exe,medium,9,1,11,0,1,0,0,0,U0005
{JLIBWGLU-CNCICAPX-1U0S},2025-02-11 11:01:13,connie.lawrence,PC-5005,process_start,chrome.exe,explorer.exe,chrome.exe,medium,11,1,11,0,1,0,0,0,U0005
{AQ62ZBUV-G0K70ZXQ-3TYY},2025-02-11 14:56:32,connie.lawrence,PC-5005,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium,14,1,11,0,1,0,0,0,U0005
{Q84YGQ70-WJJK5IVB-WN7R},2025-02-11 09:50:03,connie.lawrence,PC-5005,process_start,teams.exe,explorer.exe,teams.exe,medium,9,1,11,0,1,0,0,0,U0005
{9T7HQANP-BOLY6BB1-YW7J},2025-02-11 07:36:35,connie.lawrence,PC-5005,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium,7,1,11,0,1,0,0,0,U0005
{ENMFUSIN-Z4L3FCJH-DG3U},2025-02-11 16:00:37,connie.lawrence,PC-5005,process_start,word.exe,explorer.exe,word.exe,medium,16,1,11,0,1,0,0,0,U0005
{DJTRAUW0-1N42V717-RE2Z},2025-02-11 16:34:18,connie.lawrence,PC-5005,process_start,firefox.exe,explorer.exe,firefox.exe,medium,16,1,11,0,1,0,0,0,U0005
{2VP0QNSR-NG1PAY4U-16LW},2025-02-11 16:39:58,connie.lawrence,PC-5005,process_start,excel.exe,explorer.exe,excel.exe,medium,16,1,11,0,1,0,0,0,U0005
{PRY323ZF-I42KTI86-8O9V},2025-02-11 09:53:46,connie.lawrence,PC-5005,process_start,firefox.exe,explorer.exe,firefox.exe,medium,9,1,11,0,1,0,0,0,U0005
{HAPBJ4CR-RMMNLDN1-JJX7},2025-02-12 10:24:53,connie.lawrence,PC-5005,process_start,excel.exe,explorer.exe,excel.exe,medium,10,2,12,0,1,0,0,0,U0005
{06WVBSSR-2UM7HB1K-7GG7},2025-02-12 13:48:19,connie.lawrence,PC-5005,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium,13,2,12,0,1,0,0,0,U0005
{RTV2SHR8-OJACL0M2-YTU1},2025-02-12 15:03:00,connie.lawrence,PC-5005,process_start,chrome.exe,explorer.exe,chrome.exe,medium,15,2,12,0,1,0,0,0,U0005
{5P608OQE-CT5P0XM5-Y0KX},2025-02-12 14:22:26,connie.lawrence,PC-5005,process_start,teams.exe,explorer.exe,teams.exe,medium,14,2,12,0,1,0,0,0,U0005
{KSLY6IIS-IP9YS6NY-LYZ0},2025-02-12 08:54:27,connie.lawrence,PC-5005,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium,8,2,12,0,1,0,0,0,U0005
{7DYK2L9I-9MZU2XQ2-XC3N},2025-02-12 08:51:48,connie.lawrence,PC-5005,process_start,notepad.exe,explorer.exe,notepad.exe,medium,8,2,12,0,1,0,0,0,U0005
{KLIMGA0N-NSVNKX06-3H55},2025-02-12 09:40:48,connie.lawrence,PC-5005,process_start,chrome.exe,explorer.exe,chrome.exe,medium,9,2,12,0,1,0,0,0,U0005
{31PMGH30-VHP5TX38-HDEW},2025-02-12 08:33:10,connie.lawrence,PC-5005,process_start,slack.exe,explorer.exe,slack.exe,medium,8,2,12,0,1,0,0,0,U0005
{TFBLE5L3-QBHE7BLC-VMDI},2025-02-12 11:59:25,connie.lawrence,PC-5005,process_start,slack.exe,explorer.exe,slack.exe,medium,11,2,12,0,1,0,0,0,U0005
{UKQ4ITJ7-XVECKA0W-IX4K},2025-02-12 08:02:57,connie.lawrence,PC-5005,process_start,slack.exe,explorer.exe,slack.exe,medium,8,2,12,0,1,0,0,0,U0005
{SNDTU2CZ-TBU8NMGB-UB3L},2025-02-13 09:41:42,connie.lawrence,PC-5005,process_start,teams.exe,explorer.exe,teams.exe,medium,9,3,13,0,1,0,0,0,U0005
{XRSD0FF0-L0X39XW0-OMGR},2025-02-13 13:13:16,connie.lawrence,PC-5005,process_start,notepad.exe,explorer.exe,notepad.exe,medium,13,3,13,0,1,0,0,0,U0005
{6V3T7SRC-BOBBJ44S-MA50},2025-02-13 16:58:56,connie.lawrence,PC-5005,process_start,firefox.exe,explorer.exe,firefox.exe,medium,16,3,13,0,1,0,0,0,U0005
{Z7JC86SA-ANGYPXBR-YJKZ},2025-02-13 11:59:01,connie.lawrence,PC-5005,process_start,excel.exe,explorer.exe,excel.exe,medium,11,3,13,0,1,0,0,0,U0005
{5GI6GT4Q-L9S8SI0I-5UQM},2025-02-13 17:05:02,connie.lawrence,PC-5005,process_start,outlook.exe,explorer.exe,outlook.exe,medium,17,3,13,0,1,0,0,0,U0005
{7Z88QPMX-1YG0JP4G-9XW7},2025-02-13 10:32:47,connie.lawrence,PC-5005,process_start,explorer.exe,explorer.exe,explorer.exe,medium,10,3,13,0,1,0,0,0,U0005
{94OQWHE2-ESOQPT3C-JFQQ},2025-02-13 15:56:53,connie.lawrence,PC-5005,process_start,excel.exe,explorer.exe,excel.exe,medium,15,3,13,0,1,0,0,0,U0005
{C1YBFY26-80C49U95-LQVT},2025-02-13 15:17:16,connie.lawrence,PC-5005,process_start,explorer.exe,explorer.exe,explorer.exe,medium,15,3,13,0,1,0,0,0,U0005
{6HODR4J8-RZ8E9KFS-ESIR},2025-02-13 13:13:16,connie.lawrence,PC-5005,process_start,explorer.exe,explorer.exe,explorer.exe,medium,13,3,13,0,1,0,0,0,U0005
{UCWCU0EP-7UOLEZN4-T3Y2},2025-02-13 14:18:53,connie.lawrence,PC-5005,process_start,word.exe,explorer.exe,word.exe,medium,14,3,13,0,1,0,0,0,U0005
{69D1S5ZP-QYUXY8TP-K59Q},2025-02-13 10:25:25,connie.lawrence,PC-5005,process_start,excel.exe,explorer.exe,excel.exe,medium,10,3,13,0,1,0,0,0,U0005
{7LTUTPFX-AABK5SF1-RS8K},2025-02-13 09:29:00,connie.lawrence,PC-5005,process_start,firefox.exe,explorer.exe,firefox.exe,medium,9,3,13,0,1,0,0,0,U0005
{1B0LTFNE-H0265896-WDI4},2025-02-13 07:10:45,connie.lawrence,PC-5005,process_start,outlook.exe,explorer.exe,outlook.exe,medium,7,3,13,0,1,0,0,0,U0005
{BK6U5438-2BW1YXGE-76CM},2025-01-15 09:09:00,abigail.shaffer,PC-5006,process_start,slack.exe,explorer.exe,slack.exe,medium,9,2,15,0,1,0,0,0,U0006
{SWI2UMJS-1GTFJI7Y-G5P8},2025-01-15 10:27:45,abigail.shaffer,PC-5006,process_start,chrome.exe,explorer.exe,chrome.exe,medium,10,2,15,0,1,0,0,0,U0006
{8LCE5K85-4IKX3LFS-OO24},2025-01-15 12:55:49,abigail.shaffer,PC-5006,process_start,outlook.exe,explorer.exe,outlook.exe,medium,12,2,15,0,1,0,0,0,U0006
{IZMKFI2K-ZFYO1Y76-Z06L},2025-01-15 09:38:29,abigail.shaffer,PC-5006,process_start,notepad.exe,explorer.exe,notepad.exe,medium,9,2,15,0,1,0,0,0,U0006
{SX9K9GD7-PXO0KQP5-UR6O},2025-01-15 13:44:53,abigail.shaffer,PC-5006,process_start,explorer.exe,explorer.exe,explorer.exe,medium,13,2,15,0,1,0,0,0,U0006
{637UBWX3-LC2DZ992-NWB2},2025-01-15 09:19:32,abigail.shaffer,PC-5006,process_start,chrome.exe,explorer.exe,chrome.exe,medium,9,2,15,0,1,0,0,0,U0006
{6DROQJYL-MOF6W2R2-ORIJ},2025-01-15 09:14:27,abigail.shaffer,PC-5006,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium,9,2,15,0,1,0,0,0,U0006
{N1JHXFMF-CSD85QNN-A88W},2025-01-15 15:10:47,abigail.shaffer,PC-5006,process_start,firefox.exe,explorer.exe,firefox.exe,medium,15,2,15,0,1,0,0,0,U0006
{WGXPDD86-M7ARPGP5-GUN2},2025-01-15 13:07:58,abigail.shaffer,PC-5006,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium,13,2,15,0,1,0,0,0,U0006
{4F5EI97D-C30XD544-1AYT},2025-01-15 09:59:13,abigail.shaffer,PC-5006,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium,9,2,15,0,1,0,0,0,U0006
{QOOIXAC5-G2JCZQLY-F7DC},2025-01-16 15:36:10,abigail.shaffer,PC-5006,process_start,chrome.exe,explorer.exe,chrome.exe,medium,15,3,16,0,1,0,0,0,U0006
{TMLOKCL2-CM2NDNM6-C4PJ},2025-01-16 11:53:51,abigail.shaffer,PC-5006,process_start,notepad.exe,explorer.exe,notepad.exe,medium,11,3,16,0,1,0,0,0,U0006
{ULONUEE2-FZ7S41DP-MH3N},2025-01-16 17:54:22,abigail.shaffer,PC-5006,process_start,teams.exe,explorer.exe,teams.exe,medium,17,3,16,0,1,0,0,0,U0006
{5W89F7QU-UB797ZS5-0M4G},2025-01-16 16:05:40,abigail.shaffer,PC-5006,process_start,slack.exe,explorer.exe,slack.exe,medium,16,3,16,0,1,0,0,0,U0006
{36JDTK8V-GKQT7YNR-V30R},2025-01-16 11:23:09,abigail.shaffer,PC-5006,process_start,chrome.exe,explorer.exe,chrome.exe,medium,11,3,16,0,1,0,0,0,U0006
{9NEQCGCJ-WNQNJRVO-WI0T},2025-01-16 17:26:50,abigail.shaffer,PC-5006,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium,17,3,16,0,1,0,0,0,U0006
{LVH3BMRD-ILJ6QGWV-CCX2},2025-01-16 09:05:14,abigail.shaffer,PC-5006,process_start,chrome.exe,explorer.exe,chrome.exe,medium,9,3,16,0,1,0,0,0,U0006
{XOHASZFE-G12C4A0I-GY9Y},2025-01-16 07:57:30,abigail.shaffer,PC-5006,process_start,chrome.exe,explorer.exe,chrome.exe,medium,7,3,16,0,1,0,0,0,U0006
{GJ454G48-WO7G87QI-O5WV},2025-01-16 12:34:10,abigail.shaffer,PC-5006,process_start,excel.exe,explorer.exe,excel.exe,medium,12,3,16,0,1,0,0,0,U0006
{MV77YK45-2D2QD1ZD-QLXY},2025-01-16 12:45:51,abigail.shaffer,PC-5006,process_start,word.exe,explorer.exe,word.exe,medium,12,3,16,0,1,0,0,0,U0006
{BZGF74FA-L4M42JRQ-ZTCS},2025-01-16 15:06:04,abigail.shaffer,PC-5006,process_start,explorer.exe,explorer.exe,explorer.exe,medium,15,3,16,0,1,0,0,0,U0006
{T36ZIGAE-SQFABGDR-CKS2},2025-01-16 12:32:45,abigail.shaffer,PC-5006,process_start,outlook.exe,explorer.exe,outlook.exe,medium,12,3,16,0,1,0,0,0,U0006
{RODLWR40-T8HNWIIT-A6PT},2025-01-16 16:30:45,abigail.shaffer,PC-5006,process_start,word.exe,explorer.exe,word.exe,medium,16,3,16,0,1,0,0,0,U0006
{9KH0ZTWK-1VYJ1Z6P-7EXI},2025-01-16 09:06:23,abigail.shaffer,PC-5006,process_start,teams.exe,explorer.exe,teams.exe,medium,9,3,16,0,1,0,0,0,U0006
{JS80HZIJ-TFE8ICVK-Y3Q1},2025-01-16 08:25:31,abigail.shaffer,PC-5006,process_start,slack.exe,explorer.exe,slack.exe,medium,8,3,16,0,1,0,0,0,U0006
{ZCCYDZA1-HFAHBC81-PSI9},2025-01-17 08:24:00,abigail.shaffer,PC-5006,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium,8,4,17,0,1,0,0,0,U0006
{CFGX29K2-72VQZTSU-SAF4},2025-01-17 10:39:41,abigail.shaffer,PC-5006,process_start,word.exe,explorer.exe,word.exe,medium,10,4,17,0,1,0,0,0,U0006
{LKCE9HGG-A7VGQ5NB-0T3A},2025-01-17 10:29:27,abigail.shaffer,PC-5006,process_start,outlook.exe,explorer.exe,outlook.exe,medium,10,4,17,0,1,0,0,0,U0006
{96T3FM0K-BOAD6XLO-XO9I},2025-01-17 12:54:34,abigail.shaffer,PC-5006,process_start,explorer.exe,explorer.exe,explorer.exe,medium,12,4,17,0,1,0,0,0,U0006
{287IIYA9-NPYMULOI-32U1},2025-01-17 10:15:10,abigail.shaffer,PC-5006,process_start,teams.exe,explorer.exe,teams.exe,medium,10,4,17,0,1,0,0,0,U0006
{8OVDK7NO-ZYJVBAYY-0FFF},2025-01-17 08:29:25,abigail.shaffer,PC-5006,process_start,explorer.exe,explorer.exe,explorer.exe,medium,8,4,17,0,1,0,0,0,U0006
{X0KSJH31-8APH9MAN-XE3M},2025-01-17 11:06:28,abigail.shaffer,PC-5006,process_start,teams.exe,explorer.exe,teams.exe,medium,11,4,17,0,1,0,0,0,U0006
{OWOS4VYJ-YWDZAGZA-1702},2025-01-17 10:00:11,abigail.shaffer,PC-5006,process_start,teams.exe,explorer.exe,teams.exe,medium,10,4,17,0,1,0,0,0,U0006
{3V9PGNZM-C3YMIERU-0XKS},2025-01-20 14:48:31,abigail.shaffer,PC-5006,process_start,chrome.exe,explorer.exe,chrome.exe,medium,14,0,20,0,1,0,0,0,U0006
{H75S26E6-7GFVT7OV-WL3P},2025-01-20 15:40:40,abigail.shaffer,PC-5006,process_start,explorer.exe,explorer.exe,explorer.exe,medium,15,0,20,0,1,0,0,0,U0006
{PLUZR1Q6-1RF0Q9TV-K4GW},2025-01-20 13:22:08,abigail.shaffer,PC-5006,process_start,chrome.exe,explorer.exe,chrome.exe,medium,13,0,20,0,1,0,0,0,U0006
{F36L2QJ0-QS5FNKGD-08NW},2025-01-20 07:01:12,abigail.shaffer,PC-5006,process_start,chrome.exe,explorer.exe,chrome.exe,medium,7,0,20,0,1,0,0,0,U0006
{E8O743NO-QUE28X7J-5320},2025-01-20 15:59:01,abigail.shaffer,PC-5006,process_start,excel.exe,explorer.exe,excel.exe,medium,15,0,20,0,1,0,0,0,U0006
{KXVNVWOI-6V52UZDM-2X2P},2025-01-20 10:19:50,abigail.shaffer,PC-5006,process_start,firefox.exe,explorer.exe,firefox.exe,medium,10,0,20,0,1,0,0,0,U0006
{EDZM4HBJ-KXJH5R1Q-J3SZ},2025-01-20 17:34:00,abigail.shaffer,PC-5006,process_start,teams.exe,explorer.exe,teams.exe,medium,17,0,20,0,1,0,0,0,U0006
{VOUY7B4X-GT0IBKYU-K38I},2025-01-20 17:47:29,abigail.shaffer,PC-5006,process_start,chrome.exe,explorer.exe,chrome.exe,medium,17,0,20,0,1,0,0,0,U0006
{AZCP4KE3-ZHQ8GN4Z-S1T3},2025-01-20 10:46:36,abigail.shaffer,PC-5006,process_start,teams.exe,explorer.exe,teams.exe,medium,10,0,20,0,1,0,0,0,U0006
{MDL9Q9P1-Q8JIHLEO-1S47},2025-01-20 16:14:23,abigail.shaffer,PC-5006,process_start,chrome.exe,explorer.exe,chrome.exe,medium,16,0,20,0,1,0,0,0,U0006
{SIQB3T5P-M3GAGVQK-3FOA},2025-01-20 15:03:30,abigail.shaffer,PC-5006,process_start,excel.exe,explorer.exe,excel.exe,medium,15,0,20,0,1,0,0,0,U0006
{BSBWV7T5-RMVVRYO6-CCK7},2025-01-20 08:21:56,abigail.shaffer,PC-5006,process_start,slack.exe,explorer.exe,slack.exe,medium,8,0,20,0,1,0,0,0,U0006
{923L33DM-9RD5YNN7-DA01},2025-01-21 08:36:56,abigail.shaffer,PC-5006,process_start,notepad.exe,explorer.exe,notepad.exe,medium,8,1,21,0,1,0,0,0,U0006
{CHBAXTG3-LJ0671D5-7SGL},2025-01-21 09:34:47,abigail.shaffer,PC-5006,process_start,outlook.exe,explorer.exe,outlook.exe,medium,9,1,21,0,1,0,0,0,U0006
{G2JCHEK3-I7VYQHUI-23ZD},2025-01-21 17:17:14,abigail.shaffer,PC-5006,process_start,teams.exe,explorer.exe,teams.exe,medium,17,1,21,0,1,0,0,0,U0006
{W6I46LK6-X1LUEW1W-E6BE},2025-01-21 15:08:43,abigail.shaffer,PC-5006,process_start,outlook.exe,explorer.exe,outlook.exe,medium,15,1,21,0,1,0,0,0,U0006
{35OP287U-4HPX6XVP-PQBG},2025-01-21 09:38:45,abigail.shaffer,PC-5006,process_start,explorer.exe,explorer.exe,explorer.exe,medium,9,1,21,0,1,0,0,0,U0006
{RNG88V3O-TVX7JCP9-G0DH},2025-01-21 17:57:08,abigail.shaffer,PC-5006,process_start,teams.exe,explorer.exe,teams.exe,medium,17,1,21,0,1,0,0,0,U0006
{144DUFKB-3VNRLR23-GSAD},2025-01-21 13:56:37,abigail.shaffer,PC-5006,process_start,firefox.exe,explorer.exe,firefox.exe,medium,13,1,21,0,1,0,0,0,U0006
{ZYAS7N29-AX65BZQQ-NBDX},2025-01-21 13:52:42,abigail.shaffer,PC-5006,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium,13,1,21,0,1,0,0,0,U0006
{DTIR8392-I0JVNN9X-XEOX},2025-01-21 08:08:37,abigail.shaffer,PC-5006,process_start,chrome.exe,explorer.exe,chrome.exe,medium,8,1,21,0,1,0,0,0,U0006
{VLNM44KF-0THYPMKI-99UG},2025-01-21 16:40:18,abigail.shaffer,PC-5006,process_start,explorer.exe,explorer.exe,explorer.exe,medium,16,1,21,0,1,0,0,0,U0006
{0WEATM2R-IM7696O9-SO01},2025-01-21 11:49:52,abigail.shaffer,PC-5006,process_start,explorer.exe,explorer.exe,explorer.exe,medium,11,1,21,0,1,0,0,0,U0006
{KD42CFG2-VXV3BIT4-GZW9},2025-01-21 14:55:59,abigail.shaffer,PC-5006,process_start,slack.exe,explorer.exe,slack.exe,medium,14,1,21,0,1,0,0,0,U0006
{NJLU5B1Z-I8YCCGN2-6U4U},2025-01-21 08:23:19,abigail.shaffer,PC-5006,process_start,explorer.exe,explorer.exe,explorer.exe,medium,8,1,21,0,1,0,0,0,U0006
{AN32OW0O-T7F5I74R-0GJR},2025-01-22 13:26:26,abigail.shaffer,PC-5006,process_start,teams.exe,explorer.exe,teams.exe,medium,13,2,22,0,1,0,0,0,U0006
{W6AXUJI2-F5II5OUI-54L7},2025-01-22 12:39:50,abigail.shaffer,PC-5006,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium,12,2,22,0,1,0,0,0,U0006
{KI660QCS-BF9WDVR6-SN36},2025-01-22 12:48:12,abigail.shaffer,PC-5006,process_start,excel.exe,explorer.exe,excel.exe,medium,12,2,22,0,1,0,0,0,U0006
{LQLUKPW0-TX1BJJYS-6G5Y},2025-01-22 08:45:25,abigail.shaffer,PC-5006,process_start,firefox.exe,explorer.exe,firefox.exe,medium,8,2,22,0,1,0,0,0,U0006
{G24QLYLL-6OEOYWQ0-A2C7},2025-01-22 08:49:51,abigail.shaffer,PC-5006,process_start,explorer.exe,explorer.exe,explorer.exe,medium,8,2,22,0,1,0,0,0,U0006
{BTJS1YS6-G69CLR1P-FYRK},2025-01-22 12:31:51,abigail.shaffer,PC-5006,process_start,slack.exe,explorer.exe,slack.exe,medium,12,2,22,0,1,0,0,0,U0006
{IT3I959V-B3K6DP29-3QNG},2025-01-22 08:10:53,abigail.shaffer,PC-5006,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium,8,2,22,0,1,0,0,0,U0006
{S467GKLC-W2C8Q7R4-8MYP},2025-01-22 08:45:45,abigail.shaffer,PC-5006,process_start,chrome.exe,explorer.exe,chrome.exe,medium,8,2,22,0,1,0,0,0,U0006
{GCFZJ9WO-F081TA48-Y1RW},2025-01-23 08:21:34,abigail.shaffer,PC-5006,process_start,notepad.exe,explorer.exe,notepad.exe,medium,8,3,23,0,1,0,0,0,U0006
{4P1BMRY1-6G806DCY-GEC6},2025-01-23 08:57:18,abigail.shaffer,PC-5006,process_start,teams.exe,explorer.exe,teams.exe,medium,8,3,23,0,1,0,0,0,U0006
