user_id,date,sequence,sequence_length
U0005,2025-01-30,LOGIN -> WEB_BROWSE -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> WEB_BROWSE -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> LOGOUT -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS,28
U0005,2025-01-31,LOGIN -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> FILE_SENSITIVE -> WEB_BROWSE -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> LOGOUT -> EMAIL_SEND,29
U0005,2025-02-03,LOGIN -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> WEB_BROWSE -> EMAIL_SEND -> FILE_ACCESS -> LOGOUT,27
U0005,2025-02-04,LOGIN -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> WEB_BROWSE -> WEB_BROWSE -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> LOGOUT,25
U0005,2025-02-05,LOGIN -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> WEB_BROWSE -> WEB_BROWSE -> LOGOUT -> WEB_BROWSE -> EMAIL_SEND,28
U0005,2025-02-06,FILE_ACCESS -> LOGIN -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> WEB_BROWSE -> WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> LOGOUT,29
U0005,2025-02-07,LOGIN -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> WEB_BROWSE -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> LOGOUT -> FILE_ACCESS,28
U0005,2025-02-10,EMAIL_SEND -> FILE_ACCESS -> LOGIN -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> FILE_SENSITIVE -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> WEB_BROWSE -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> LOGOUT -> EMAIL_SEND,31
U0005,2025-02-11,LOGIN -> WEB_BROWSE -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> WEB_BROWSE -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> FILE_SENSITIVE -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> LOGOUT,26
U0005,2025-02-12,LOGIN -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> LOGOUT -> WEB_BROWSE -> FILE_ACCESS,24
U0005,2025-02-13,WEB_BROWSE -> FILE_ACCESS -> LOGIN -> WEB_BROWSE -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> LOGOUT,27
U0006,2025-01-15,LOGIN -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> WEB_BROWSE -> EMAIL_SEND -> WEB_BROWSE -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> LOGOUT,24
U0006,2025-01-16,LOGIN -> WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> LOGOUT -> EMAIL_SEND,20
U0006,2025-01-17,FILE_ACCESS -> LOGIN -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> WEB_BROWSE -> WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> WEB_BROWSE -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> LOGOUT,23
U0006,2025-01-20,FILE_ACCESS -> LOGIN -> WEB_BROWSE -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> WEB_BROWSE -> WEB_BROWSE -> FILE_ACCESS -> LOGOUT -> FILE_ACCESS,25
U0006,2025-01-21,LOGIN -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> WEB_BROWSE -> WEB_BROWSE -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> WEB_BROWSE -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> LOGOUT,25
U0006,2025-01-22,LOGIN -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> WEB_BROWSE -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> LOGOUT,25
U0006,2025-01-23,EMAIL_SEND -> EMAIL_SEND -> LOGIN -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> EMAIL_SEND -> LOGOUT,23
U0006,2025-01-24,LOGIN -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> WEB_BROWSE -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> LOGOUT -> WEB_BROWSE -> FILE_ACCESS -> WEB_BROWSE,27
U0006,2025-01-26,LOGIN,1
U0006,2025-01-27,LOGIN -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> LOGOUT -> WEB_BROWSE -> EMAIL_SEND,23
U0006,2025-01-28,LOGIN -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> USB_CONNECT -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> LOGOUT,24
U0006,2025-01-29,FILE_ACCESS -> LOGIN -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> LOGOUT -> FILE_ACCESS -> FILE_ACCESS,20
U0006,2025-01-30,LOGIN -> WEB_BROWSE -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> LOGOUT -> FILE_ACCESS,22
U0006,2025-01-31,LOGIN -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> LOGOUT -> EMAIL_SEND,20
U0006,2025-02-02,LOGIN,1
U0006,2025-02-03,FILE_ACCESS -> LOGIN -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> LOGOUT -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS,27
U0006,2025-02-04,LOGIN -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> LOGOUT,22
U0006,2025-02-05,FILE_ACCESS -> EMAIL_SEND -> LOGIN -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> LOGOUT -> FILE_ACCESS,23
U0006,2025-02-06,EMAIL_SEND -> EMAIL_SEND -> LOGIN -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> WEB_BROWSE -> WEB_BROWSE -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> WEB_BROWSE -> WEB_BROWSE -> LOGOUT -> FILE_ACCESS,26
U0006,2025-02-07,LOGIN -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> LOGOUT -> WEB_BROWSE -> FILE_ACCESS,20
U0006,2025-02-10,LOGIN -> WEB_BROWSE -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> LOGOUT -> EMAIL_SEND,25
U0006,2025-02-11,LOGIN -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> LOGOUT -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND,25
U0006,2025-02-12,EMAIL_SEND -> EMAIL_SEND -> LOGIN -> EMAIL_SEND -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> WEB_BROWSE -> LOGOUT -> FILE_ACCESS,25
U0006,2025-02-13,FILE_ACCESS -> FILE_ACCESS -> LOGIN -> WEB_BROWSE -> WEB_BROWSE -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> WEB_BROWSE -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> LOGOUT -> EMAIL_SEND,28
U0007,2025-01-15,FILE_ACCESS -> FILE_ACCESS -> LOGIN -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> LOGOUT -> WEB_BROWSE -> FILE_ACCESS,25
U0007,2025-01-16,LOGIN -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> LOGOUT -> WEB_BROWSE,27
U0007,2025-01-17,FILE_ACCESS -> LOGIN -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> LOGOUT -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS,23
U0007,2025-01-18,USB_CONNECT,1
U0007,2025-01-20,FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> LOGIN -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> WEB_BROWSE -> EMAIL_SEND -> FILE_ACCESS -> LOGOUT,25
U0007,2025-01-21,FILE_ACCESS -> FILE_ACCESS -> LOGIN -> WEB_BROWSE -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> LOGOUT -> EMAIL_SEND,25
U0007,2025-01-22,LOGIN -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> LOGOUT -> FILE_ACCESS,22
U0007,2025-01-23,EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> LOGIN -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> WEB_BROWSE -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> LOGOUT -> EMAIL_SEND -> WEB_BROWSE,26
U0007,2025-01-24,EMAIL_SEND -> EMAIL_SEND -> LOGIN -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> LOGOUT,27
U0007,2025-01-27,LOGIN -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> LOGOUT -> WEB_BROWSE -> FILE_ACCESS -> WEB_BROWSE,25
U0007,2025-01-28,FILE_ACCESS -> LOGIN -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> LOGOUT -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS,27
U0007,2025-01-29,LOGIN -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> LOGOUT -> FILE_ACCESS,23
U0007,2025-01-30,FILE_ACCESS -> LOGIN -> FILE_ACCESS -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> LOGOUT -> FILE_ACCESS -> EMAIL_SEND,27
U0007,2025-01-31,WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> LOGIN -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> WEB_BROWSE -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> LOGOUT,27
U0007,2025-02-01,LOGIN,1
U0007,2025-02-03,FILE_ACCESS -> LOGIN -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> LOGOUT -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND,25
U0007,2025-02-04,LOGIN -> EMAIL_SEND -> WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> LOGOUT -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS,24
U0007,2025-02-05,LOGIN -> FILE_ACCESS -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> WEB_BROWSE -> FILE_ACCESS -> EMAIL_SEND -> FILE_ACCESS -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> EMAIL_SEND -> EMAIL_SEND -> EMAIL_SEND -> FILE_ACCESS -> WEB_BROWSE -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> FILE_ACCESS -> EMAIL_SEND -> WEB_BROWSE -> EMAIL_SEND -> LOGOUT,26
