id,date,action,src_ip,dst_ip,dst_port,protocol,bytes_out,threat,user,hour,day_of_week,day_of_month,is_weekend,is_working_hours,is_late_night,is_blocked,has_threat
{GZ1PCGG0-6TA3OWSE-0EXN},2025-02-10 13:36:17,allow,192.168.1.26,1.1.1.1,443,TCP,55742,,abigail.shaffer,13,0,10,0,1,0,0,0
{9QSZJNW1-SESGNAWU-GYQ4},2025-02-10 08:19:20,allow,192.168.1.26,8.8.8.8,80,TCP,29280,,abigail.shaffer,8,0,10,0,1,0,0,0
{5XUV5OKT-R53X2WDU-7OCK},2025-02-10 09:23:50,allow,192.168.1.26,1.1.1.1,53,TCP,59348,,abigail.shaffer,9,0,10,0,1,0,0,0
{Q7QT4C6U-KKN4LIVH-YFM7},2025-02-10 11:24:55,allow,192.168.1.26,8.8.8.8,53,TCP,24151,,abigail.shaffer,11,0,10,0,1,0,0,0
{UDWJTQ0E-RH16C9BS-V3YB},2025-02-10 12:53:52,allow,192.168.1.26,8.8.8.8,80,TCP,21747,,abigail.shaffer,12,0,10,0,1,0,0,0
{961ZWJ71-Q9PI5XLT-IFCJ},2025-02-10 11:54:56,block,192.168.1.26,79.206.213.75,22,TCP,1107,,abigail.shaffer,11,0,10,0,1,0,1,0
{FK53W3RL-4ROKYM3O-QRXM},2025-02-10 16:04:10,allow,192.168.1.26,1.1.1.1,53,TCP,35666,,abigail.shaffer,16,0,10,0,1,0,0,0
{NUMCW2TJ-16B3KMTV-F1R5},2025-02-10 16:36:55,allow,192.168.1.26,8.8.8.8,53,TCP,58643,,abigail.shaffer,16,0,10,0,1,0,0,0
{DS42VMFM-8HQIZZWP-J7QY},2025-02-10 09:19:30,allow,192.168.1.26,8.8.8.8,53,TCP,25309,,abigail.shaffer,9,0,10,0,1,0,0,0
{4R4LUDWR-D7DIWXOR-ETRB},2025-02-10 10:09:20,allow,192.168.1.26,172.217.0.0,443,TCP,52953,,abigail.shaffer,10,0,10,0,1,0,0,0
{VUQURZHN-5Y5EEYX3-1QN4},2025-02-10 16:02:05,allow,192.168.1.26,1.1.1.1,53,TCP,37551,,abigail.shaffer,16,0,10,0,1,0,0,0
{KNG30R6I-L2FNFXJC-G3CH},2025-02-10 09:32:26,block,192.168.1.26,48.146.51.178,22,TCP,4429,port_scan,abigail.shaffer,9,0,10,0,1,0,1,1
{VGOOR200-JE9HBC84-2RLK},2025-02-10 17:43:34,allow,192.168.1.26,8.8.8.8,53,TCP,48084,,abigail.shaffer,17,0,10,0,1,0,0,0
{Q1NYQUA6-DL2G7C7V-2R79},2025-02-10 11:34:44,allow,192.168.1.26,172.217.0.0,80,TCP,18089,,abigail.shaffer,11,0,10,0,1,0,0,0
{XDITPPB2-88MAODK5-2F5T},2025-02-10 10:34:42,allow,192.168.1.26,8.8.8.8,443,TCP,7267,,abigail.shaffer,10,0,10,0,1,0,0,0
{IIGG8X3V-WA56VXVD-KY7D},2025-02-10 17:24:17,allow,192.168.1.26,172.217.0.0,53,TCP,21557,,abigail.shaffer,17,0,10,0,1,0,0,0
{QTXK4KQV-D7BVY32I-O44P},2025-02-10 14:19:33,allow,192.168.1.26,172.217.0.0,443,TCP,52447,,abigail.shaffer,14,0,10,0,1,0,0,0
{KHWYLA55-CE9OKRX0-N9IM},2025-02-10 10:58:01,allow,192.168.1.26,172.217.0.0,53,TCP,31569,,abigail.shaffer,10,0,10,0,1,0,0,0
{WXTN06XY-DYASKENE-9MLD},2025-02-10 15:38:20,allow,192.168.1.26,8.8.8.8,443,TCP,39380,,abigail.shaffer,15,0,10,0,1,0,0,0
{VPTU9VS3-CHS0UKAD-N2LR},2025-02-10 14:37:00,allow,192.168.1.26,1.1.1.1,53,TCP,52640,,abigail.shaffer,14,0,10,0,1,0,0,0
{Z0LL40KZ-NSYBBVBD-KX0V},2025-02-10 09:48:00,allow,192.168.1.26,1.1.1.1,80,TCP,25477,,abigail.shaffer,9,0,10,0,1,0,0,0
{VHXC46XY-KBIDKCHA-0XMI},2025-02-10 17:17:52,allow,192.168.1.26,172.217.0.0,53,TCP,7198,,abigail.shaffer,17,0,10,0,1,0,0,0
{5I34S0BB-RCBY6IWJ-ZE08},2025-02-10 09:35:49,allow,192.168.1.26,1.1.1.1,443,TCP,48851,,abigail.shaffer,9,0,10,0,1,0,0,0
{GJYHM0O6-AOV3X3BJ-B195},2025-02-10 09:32:29,block,192.168.1.26,78.244.1.240,3389,TCP,3220,policy_violation,abigail.shaffer,9,0,10,0,1,0,1,1
{TRWHDTCB-JDHECSN0-VZZM},2025-02-10 11:08:49,allow,192.168.1.26,1.1.1.1,443,TCP,51436,,abigail.shaffer,11,0,10,0,1,0,0,0
{33H79MCK-TF2RCZ3F-RUGN},2025-02-10 13:57:00,allow,192.168.1.26,8.8.8.8,80,TCP,30335,,abigail.shaffer,13,0,10,0,1,0,0,0
{H501UISC-8CW2QFSU-525B},2025-02-10 16:50:29,allow,192.168.1.26,8.8.8.8,80,TCP,22829,,abigail.shaffer,16,0,10,0,1,0,0,0
{STWQERC1-8AX97A38-G1FF},2025-02-10 09:45:46,allow,192.168.1.26,172.217.0.0,80,TCP,46139,,abigail.shaffer,9,0,10,0,1,0,0,0
{WGX04GOQ-MGJSI0FN-DZCJ},2025-02-10 12:31:26,allow,192.168.1.26,8.8.8.8,80,TCP,5525,,abigail.shaffer,12,0,10,0,1,0,0,0
{HLFEGCUW-BH6W29LF-7Y49},2025-02-10 15:14:26,allow,192.168.1.26,8.8.8.8,53,TCP,13065,,abigail.shaffer,15,0,10,0,1,0,0,0
{H7X66RIP-C4RP9VLG-0HHS},2025-02-10 14:44:20,allow,192.168.1.26,172.217.0.0,80,TCP,11538,,abigail.shaffer,14,0,10,0,1,0,0,0
{7HBY0GYC-COXKVT0J-PHSO},2025-02-10 14:37:12,allow,192.168.1.26,1.1.1.1,53,TCP,42818,,abigail.shaffer,14,0,10,0,1,0,0,0
{BZ5D3BXZ-TQBTSBLB-F07O},2025-02-10 15:51:02,allow,192.168.1.26,172.217.0.0,53,TCP,54447,,abigail.shaffer,15,0,10,0,1,0,0,0
{YJRTAT57-JOZ8D9UT-NOLQ},2025-02-10 08:08:37,allow,192.168.1.26,172.217.0.0,80,TCP,9622,,abigail.shaffer,8,0,10,0,1,0,0,0
{RW81X9PR-RBNEZXO4-VJEL},2025-02-11 07:16:01,allow,192.168.1.26,172.217.0.0,80,TCP,52651,,abigail.shaffer,7,1,11,0,1,0,0,0
{1SXNR19V-102UCP07-U1HH},2025-02-11 14:27:19,allow,192.168.1.26,8.8.8.8,53,TCP,59996,,abigail.shaffer,14,1,11,0,1,0,0,0
{BB8ZOJZL-3KKLYS5T-SU76},2025-02-11 12:36:02,block,192.168.1.26,83.228.229.173,23,TCP,924,geo_blocked,abigail.shaffer,12,1,11,0,1,0,1,1
{70JNHOFL-IFWTG1EB-5D9M},2025-02-11 15:18:58,block,192.168.1.26,38.238.68.200,445,TCP,3169,,abigail.shaffer,15,1,11,0,1,0,1,0
{MKAB0GSE-5BNAJBGT-TRX9},2025-02-11 17:18:17,allow,192.168.1.26,1.1.1.1,53,TCP,15424,,abigail.shaffer,17,1,11,0,1,0,0,0
{CZV9MTWZ-951IZUR4-M6L6},2025-02-11 07:58:49,allow,192.168.1.26,1.1.1.1,443,TCP,33531,,abigail.shaffer,7,1,11,0,1,0,0,0
{2K59RGKO-XAAFYN03-R0I0},2025-02-11 07:31:39,allow,192.168.1.26,8.8.8.8,80,TCP,1891,,abigail.shaffer,7,1,11,0,1,0,0,0
{BEVMMCEI-NI8CQKHO-G5IV},2025-02-11 15:16:18,allow,192.168.1.26,172.217.0.0,53,TCP,51000,,abigail.shaffer,15,1,11,0,1,0,0,0
{JJRNLUMI-VVGC7LIV-RSHX},2025-02-11 11:41:18,allow,192.168.1.26,8.8.8.8,80,TCP,1144,,abigail.shaffer,11,1,11,0,1,0,0,0
{07QLIQKK-7GO6VKC9-0BND},2025-02-11 16:39:13,allow,192.168.1.26,1.1.1.1,80,TCP,53569,,abigail.shaffer,16,1,11,0,1,0,0,0
{IJ3AHQ2V-NB3W2T1Y-NUZX},2025-02-11 17:38:02,allow,192.168.1.26,172.217.0.0,53,TCP,27170,,abigail.shaffer,17,1,11,0,1,0,0,0
{2S6L41ZS-R9WLCG3S-E26C},2025-02-11 11:50:19,block,192.168.1.26,82.13.102.29,23,TCP,1144,,abigail.shaffer,11,1,11,0,1,0,1,0
{0M5UH8H8-68S4JI5S-VFYU},2025-02-11 10:46:45,allow,192.168.1.26,8.8.8.8,53,TCP,37173,,abigail.shaffer,10,1,11,0,1,0,0,0
{827VPS90-5NSKVMIC-ISKC},2025-02-11 17:10:52,allow,192.168.1.26,8.8.8.8,443,TCP,24177,,abigail.shaffer,17,1,11,0,1,0,0,0
{1ZEY72NX-QF3ZPSX1-TPNH},2025-02-11 07:19:21,allow,192.168.1.26,8.8.8.8,80,TCP,1267,,abigail.shaffer,7,1,11,0,1,0,0,0
{HCV1X2HX-9R79CFWG-GSA8},2025-02-11 08:51:07,allow,192.168.1.26,172.217.0.0,80,TCP,33313,,abigail.shaffer,8,1,11,0,1,0,0,0
{3QWWP09U-B422UJXF-8XFT},2025-02-11 16:44:18,allow,192.168.1.26,172.217.0.0,53,TCP,37751,,abigail.shaffer,16,1,11,0,1,0,0,0
{LJ7EFB25-CLPG6MK8-W8DD},2025-02-11 13:28:43,allow,192.168.1.26,172.217.0.0,443,TCP,19625,,abigail.shaffer,13,1,11,0,1,0,0,0
{KF735TMX-ZT68G1TM-47WT},2025-02-11 07:30:35,allow,192.168.1.26,172.217.0.0,80,TCP,27264,,abigail.shaffer,7,1,11,0,1,0,0,0
{50P0HGBW-95TMN6X0-FZKJ},2025-02-11 13:21:27,allow,192.168.1.26,1.1.1.1,80,TCP,14229,,abigail.shaffer,13,1,11,0,1,0,0,0
{RP5M8HHA-P6ULWPAP-2KIO},2025-02-11 17:53:49,allow,192.168.1.26,8.8.8.8,53,TCP,15188,,abigail.shaffer,17,1,11,0,1,0,0,0
{IUYCTKD4-98N81A8B-LCGT},2025-02-11 16:23:11,allow,192.168.1.26,8.8.8.8,80,TCP,38898,,abigail.shaffer,16,1,11,0,1,0,0,0
{GBJ4OKLK-WP8WIFRU-5Z1D},2025-02-12 14:23:08,allow,192.168.1.26,1.1.1.1,443,TCP,50752,,abigail.shaffer,14,2,12,0,1,0,0,0
{3XFRICNJ-08MH3XCZ-W6B3},2025-02-12 09:55:20,block,192.168.1.26,95.42.136.120,3389,TCP,4846,,abigail.shaffer,9,2,12,0,1,0,1,0
{ARTGBPH2-E1MFZ6EK-04C3},2025-02-12 12:25:41,allow,192.168.1.26,172.217.0.0,443,TCP,9394,,abigail.shaffer,12,2,12,0,1,0,0,0
{990FYS1U-J3V7FWGZ-Y8DC},2025-02-12 09:37:54,allow,192.168.1.26,1.1.1.1,80,TCP,39728,,abigail.shaffer,9,2,12,0,1,0,0,0
{8CICB3TA-OOAYRO76-WHWJ},2025-02-12 11:23:44,allow,192.168.1.26,1.1.1.1,53,TCP,20621,,abigail.shaffer,11,2,12,0,1,0,0,0
{2S972PK2-NC2OH689-0WFL},2025-02-12 10:17:39,allow,192.168.1.26,1.1.1.1,80,TCP,15775,,abigail.shaffer,10,2,12,0,1,0,0,0
{XETVTQHR-92KTKGG4-KPWV},2025-02-12 09:57:52,allow,192.168.1.26,1.1.1.1,80,TCP,37745,,abigail.shaffer,9,2,12,0,1,0,0,0
{ES5O2IEP-PJ3EPVAB-SAYB},2025-02-12 10:40:31,allow,192.168.1.26,1.1.1.1,53,TCP,56171,,abigail.shaffer,10,2,12,0,1,0,0,0
{6EYJWTRR-4VK1MFKI-GTQ7},2025-02-12 16:23:47,allow,192.168.1.26,172.217.0.0,80,TCP,36512,,abigail.shaffer,16,2,12,0,1,0,0,0
{LMKARLD5-FLDG6COM-Q9FH},2025-02-12 09:52:30,allow,192.168.1.26,1.1.1.1,443,TCP,15594,,abigail.shaffer,9,2,12,0,1,0,0,0
{NB6YV11D-R3FDQ3HS-3BGM},2025-02-12 08:47:26,allow,192.168.1.26,1.1.1.1,80,TCP,22654,,abigail.shaffer,8,2,12,0,1,0,0,0
{1V7V4ABR-XOVQ3ZSD-GIKZ},2025-02-12 15:30:42,allow,192.168.1.26,172.217.0.0,53,TCP,6210,,abigail.shaffer,15,2,12,0,1,0,0,0
{9L0UQPHF-KT37EORQ-UG1V},2025-02-12 10:19:28,allow,192.168.1.26,8.8.8.8,443,TCP,54807,,abigail.shaffer,10,2,12,0,1,0,0,0
{2NPABOUQ-TKG5BWS7-AP9N},2025-02-12 15:57:01,allow,192.168.1.26,1.1.1.1,53,TCP,34502,,abigail.shaffer,15,2,12,0,1,0,0,0
{K6KCKGS0-KVM6LP2D-65P7},2025-02-12 10:28:00,allow,192.168.1.26,172.217.0.0,80,TCP,49107,,abigail.shaffer,10,2,12,0,1,0,0,0
{U2POXU6M-9J5WVG8N-741C},2025-02-12 10:28:52,allow,192.168.1.26,8.8.8.8,53,TCP,59830,,abigail.shaffer,10,2,12,0,1,0,0,0
{QP3O8K2G-94SOHT62-WQJT},2025-02-12 11:48:07,allow,192.168.1.26,8.8.8.8,53,TCP,8595,,abigail.shaffer,11,2,12,0,1,0,0,0
{8FBCAN5W-0AB5E7EP-ML59},2025-02-12 15:52:12,allow,192.168.1.26,1.1.1.1,53,TCP,52136,,abigail.shaffer,15,2,12,0,1,0,0,0
{W6MB6OQ7-0FAOAJX6-1826},2025-02-12 08:02:22,allow,192.168.1.26,172.217.0.0,80,TCP,59306,,abigail.shaffer,8,2,12,0,1,0,0,0
{C0K3RS7F-W2JKAZQJ-QTWE},2025-02-12 08:47:53,allow,192.168.1.26,1.1.1.1,443,TCP,36435,,abigail.shaffer,8,2,12,0,1,0,0,0
{Z26ER3BE-2Q6BGQGJ-ARAO},2025-02-13 14:54:34,allow,192.168.1.26,1.1.1.1,53,TCP,52581,,abigail.shaffer,14,3,13,0,1,0,0,0
{U63HFVNJ-NFGDEIZ6-1ABJ},2025-02-13 17:39:49,allow,192.168.1.26,8.8.8.8,80,TCP,48111,,abigail.shaffer,17,3,13,0,1,0,0,0
{ZQRLI0DY-LC6A3AR0-9T32},2025-02-13 15:15:34,allow,192.168.1.26,172.217.0.0,53,TCP,48207,,abigail.shaffer,15,3,13,0,1,0,0,0
{JKM2FRGB-FJ8OYHTW-QXWU},2025-02-13 09:06:02,allow,192.168.1.26,1.1.1.1,53,TCP,47450,,abigail.shaffer,9,3,13,0,1,0,0,0
{A2W1G9U2-UU8PRKNH-G8BK},2025-02-13 07:28:28,allow,192.168.1.26,172.217.0.0,443,TCP,49485,,abigail.shaffer,7,3,13,0,1,0,0,0
{TCF9J02Y-UZI6CQZL-Q1JC},2025-02-13 07:50:18,allow,192.168.1.26,1.1.1.1,443,TCP,58512,,abigail.shaffer,7,3,13,0,1,0,0,0
{Y0AJCUWW-NG8DGTRY-Z011},2025-02-13 17:08:48,allow,192.168.1.26,172.217.0.0,80,TCP,47483,,abigail.shaffer,17,3,13,0,1,0,0,0
{KZSY20X2-GRDAIDG4-AN1Q},2025-02-13 17:31:09,allow,192.168.1.26,8.8.8.8,443,TCP,52827,,abigail.shaffer,17,3,13,0,1,0,0,0
{ESX16G2Q-H2O5FZIQ-2UJM},2025-02-13 13:40:51,allow,192.168.1.26,8.8.8.8,80,TCP,34395,,abigail.shaffer,13,3,13,0,1,0,0,0
{S9IMLIJM-RJB4LHDW-PJCC},2025-02-13 07:30:52,allow,192.168.1.26,172.217.0.0,443,TCP,8829,,abigail.shaffer,7,3,13,0,1,0,0,0
{PM64XVFV-89GR0LU3-3CJ6},2025-02-13 14:12:11,allow,192.168.1.26,8.8.8.8,53,TCP,8511,,abigail.shaffer,14,3,13,0,1,0,0,0
{0HWBG98W-FX2407FL-J3E6},2025-02-13 15:48:06,allow,192.168.1.26,172.217.0.0,53,TCP,6839,,abigail.shaffer,15,3,13,0,1,0,0,0
{KR9TZP7W-8GX2Z1X0-HNQS},2025-02-13 15:58:19,block,192.168.1.26,240.139.89.181,22,TCP,4212,policy_violation,abigail.shaffer,15,3,13,0,1,0,1,1
{8KD9JKZM-72CZLGLP-ZBR6},2025-02-13 16:26:17,allow,192.168.1.26,172.217.0.0,80,TCP,41133,,abigail.shaffer,16,3,13,0,1,0,0,0
{6EG65G7K-JS4ET824-REU0},2025-02-13 16:16:12,allow,192.168.1.26,8.8.8.8,80,TCP,37851,,abigail.shaffer,16,3,13,0,1,0,0,0
{WPICKPWR-W06UGN4T-G1SY},2025-02-13 14:15:05,block,192.168.1.26,6.118.253.62,22,TCP,3151,port_scan,abigail.shaffer,14,3,13,0,1,0,1,1
{FYSSXA4X-29TBPDTQ-9V3A},2025-02-13 14:09:50,allow,192.168.1.26,8.8.8.8,53,TCP,25494,,abigail.shaffer,14,3,13,0,1,0,0,0
{I5U8U9H6-7NOQV852-0QE0},2025-02-13 16:51:05,allow,192.168.1.26,172.217.0.0,80,TCP,2384,,abigail.shaffer,16,3,13,0,1,0,0,0
{23SVN9YO-FROG5326-6FQ0},2025-02-13 07:35:32,allow,192.168.1.26,172.217.0.0,80,TCP,9696,,abigail.shaffer,7,3,13,0,1,0,0,0
{YGGC0F6U-GBTT0DDB-WMG4},2025-02-13 14:11:05,allow,192.168.1.26,8.8.8.8,53,TCP,5411,,abigail.shaffer,14,3,13,0,1,0,0,0
{TB5ZBTB4-ZCN34E4E-V8MY},2025-02-13 15:05:00,allow,192.168.1.26,8.8.8.8,443,TCP,19836,,abigail.shaffer,15,3,13,0,1,0,0,0
{WF18WA2K-W52PBJ09-CBDN},2025-02-13 13:45:05,allow,192.168.1.26,8.8.8.8,443,TCP,32305,,abigail.shaffer,13,3,13,0,1,0,0,0
{K37ZGRJR-HFVQNCIB-W7W3},2025-02-13 14:38:25,allow,192.168.1.26,172.217.0.0,443,TCP,26732,,abigail.shaffer,14,3,13,0,1,0,0,0
{P46Q0VRP-W0WXDILJ-UZ8D},2025-02-13 13:17:24,allow,192.168.1.26,8.8.8.8,443,TCP,53961,,abigail.shaffer,13,3,13,0,1,0,0,0
{QLRS8J27-ENROA42D-D3IM},2025-02-13 17:10:52,allow,192.168.1.26,172.217.0.0,80,TCP,19795,,abigail.shaffer,17,3,13,0,1,0,0,0
{5CWURAG7-ZPECT9UT-E7EF},2025-01-15 18:48:32,allow,192.168.1.27,172.217.0.0,53,TCP,44937,,gina.moore,18,2,15,0,1,0,0,0
{32RQOR9I-ZMQXMFHG-Y50Y},2025-01-15 17:47:18,allow,192.168.1.27,172.217.0.0,443,TCP,13071,,gina.moore,17,2,15,0,1,0,0,0
{T03IT7OR-FS2BRFGQ-XFYF},2025-01-15 12:44:17,allow,192.168.1.27,8.8.8.8,443,TCP,50635,,gina.moore,12,2,15,0,1,0,0,0
{3CMOF5EP-J03UE5X6-ETBD},2025-01-15 13:47:37,allow,192.168.1.27,1.1.1.1,443,TCP,40133,,gina.moore,13,2,15,0,1,0,0,0
{QAS0JI8F-8UIVREKK-COAD},2025-01-15 11:47:40,allow,192.168.1.27,8.8.8.8,443,TCP,26064,,gina.moore,11,2,15,0,1,0,0,0
{VV6JVA78-BTQN7DN8-HTZA},2025-01-15 13:01:58,allow,192.168.1.27,8.8.8.8,443,TCP,53786,,gina.moore,13,2,15,0,1,0,0,0
{B1MXAL3E-AG595HJB-5ZT3},2025-01-15 11:33:01,allow,192.168.1.27,172.217.0.0,80,TCP,17935,,gina.moore,11,2,15,0,1,0,0,0
{01FEUBP4-K01Z9CFC-V63R},2025-01-15 16:17:47,allow,192.168.1.27,1.1.1.1,443,TCP,19077,,gina.moore,16,2,15,0,1,0,0,0
{X1XOY84T-NAANQ03G-ID9I},2025-01-15 19:11:28,allow,192.168.1.27,172.217.0.0,443,TCP,56518,,gina.moore,19,2,15,0,1,0,0,0
{3K9VR2X1-C3G70KC0-C635},2025-01-15 19:12:46,allow,192.168.1.27,172.217.0.0,80,TCP,12300,,gina.moore,19,2,15,0,1,0,0,0
{GABUL0PA-K2RQ8MI4-D0IN},2025-01-15 16:45:08,allow,192.168.1.27,1.1.1.1,443,TCP,46484,,gina.moore,16,2,15,0,1,0,0,0
{SLV252I9-VCX7U56D-MX80},2025-01-15 19:54:48,allow,192.168.1.27,8.8.8.8,53,TCP,24496,,gina.moore,19,2,15,0,1,0,0,0
{EAHRUK79-HIROEB0K-SLHZ},2025-01-15 18:39:08,allow,192.168.1.27,8.8.8.8,80,TCP,33883,,gina.moore,18,2,15,0,1,0,0,0
{YR1FES51-4BTSBN7U-H4NO},2025-01-15 12:19:06,allow,192.168.1.27,1.1.1.1,80,TCP,35551,,gina.moore,12,2,15,0,1,0,0,0
{MM7N4WET-S5BORDNQ-5K1D},2025-01-15 16:15:22,allow,192.168.1.27,172.217.0.0,443,TCP,46212,,gina.moore,16,2,15,0,1,0,0,0
{U8WWO2BZ-VL1CLLC6-V24D},2025-01-15 19:45:38,allow,192.168.1.27,1.1.1.1,80,TCP,51413,,gina.moore,19,2,15,0,1,0,0,0
{3MBOYZTM-0SLA8AVT-DK0B},2025-01-15 18:51:31,allow,192.168.1.27,8.8.8.8,53,TCP,8717,,gina.moore,18,2,15,0,1,0,0,0
{IG1DLKQ2-EDIVEBB5-DP4U},2025-01-15 18:10:25,allow,192.168.1.27,172.217.0.0,80,TCP,7237,,gina.moore,18,2,15,0,1,0,0,0
{EZ6QYEAI-OTXWRSID-VES0},2025-01-15 17:09:12,allow,192.168.1.27,1.1.1.1,443,TCP,11423,,gina.moore,17,2,15,0,1,0,0,0
{J43FPFSY-2VJL64T6-N5OH},2025-01-15 13:06:45,block,192.168.1.27,92.28.236.25,22,TCP,1192,policy_violation,gina.moore,13,2,15,0,1,0,1,1
{F3GQCS8R-LR6JGRTY-THDZ},2025-01-15 15:06:19,allow,192.168.1.27,8.8.8.8,53,TCP,53495,,gina.moore,15,2,15,0,1,0,0,0
{K8C87KXW-2MURJ77Z-L24Z},2025-01-15 17:20:59,allow,192.168.1.27,1.1.1.1,443,TCP,39804,,gina.moore,17,2,15,0,1,0,0,0
{A35G5X5I-1HB98PVQ-YOTS},2025-01-15 13:49:18,allow,192.168.1.27,172.217.0.0,443,TCP,56294,,gina.moore,13,2,15,0,1,0,0,0
{SXU3WXBL-MG1Z2WU6-CABA},2025-01-15 14:20:12,block,192.168.1.27,230.177.118.121,135,TCP,4651,,gina.moore,14,2,15,0,1,0,1,0
{SNNT8V6G-I6XMUV1H-8APP},2025-01-15 19:48:17,allow,192.168.1.27,8.8.8.8,443,TCP,11674,,gina.moore,19,2,15,0,1,0,0,0
{MYM5U56T-5M4FOB3L-TGJV},2025-01-15 12:31:52,allow,192.168.1.27,1.1.1.1,80,TCP,9359,,gina.moore,12,2,15,0,1,0,0,0
{FEICCSF8-71GB9EYA-5V5L},2025-01-15 14:16:36,block,192.168.1.27,41.225.44.31,22,TCP,1948,,gina.moore,14,2,15,0,1,0,1,0
{EFICKBLI-M4CPQ2LL-JGWB},2025-01-15 14:29:03,allow,192.168.1.27,8.8.8.8,443,TCP,44174,,gina.moore,14,2,15,0,1,0,0,0
{9A4G1AGH-77PH14XN-67P3},2025-01-15 11:13:08,allow,192.168.1.27,1.1.1.1,53,TCP,37399,,gina.moore,11,2,15,0,1,0,0,0
{VX2WFVX6-IYK5CWD8-HBGP},2025-01-15 14:11:48,allow,192.168.1.27,8.8.8.8,443,TCP,19023,,gina.moore,14,2,15,0,1,0,0,0
{D8C6J2M5-3MJLJJUV-WNTU},2025-01-15 11:02:38,allow,192.168.1.27,1.1.1.1,53,TCP,50100,,gina.moore,11,2,15,0,1,0,0,0
{3BBNHO5J-69XK72GN-BW99},2025-01-15 17:55:30,allow,192.168.1.27,1.1.1.1,443,TCP,56161,,gina.moore,17,2,15,0,1,0,0,0
{TK2F2FK3-J4R6V6LR-4KPF},2025-01-16 18:12:45,block,192.168.1.27,217.85.184.94,23,TCP,4610,policy_violation,gina.moore,18,3,16,0,1,0,1,1
{H5KP7FVS-Z56DVSZM-CO45},2025-01-16 10:37:15,allow,192.168.1.27,1.1.1.1,443,TCP,2482,,gina.moore,10,3,16,0,1,0,0,0
{M9BX3LSA-LAROXI0U-Z0U9},2025-01-16 13:20:44,allow,192.168.1.27,8.8.8.8,53,TCP,10790,,gina.moore,13,3,16,0,1,0,0,0
{HB2JJFLD-3XOP5DPA-ZOPM},2025-01-16 14:57:13,allow,192.168.1.27,172.217.0.0,443,TCP,24503,,gina.moore,14,3,16,0,1,0,0,0
{5QXSY8VF-3K7OZWFW-UX77},2025-01-16 12:48:16,allow,192.168.1.27,172.217.0.0,443,TCP,31849,,gina.moore,12,3,16,0,1,0,0,0
{C2WJA1D1-U0CH4TIB-S717},2025-01-16 14:55:25,allow,192.168.1.27,172.217.0.0,443,TCP,41757,,gina.moore,14,3,16,0,1,0,0,0
{ESZV0KJ6-F2P3MLC0-4B0Z},2025-01-16 19:50:39,allow,192.168.1.27,1.1.1.1,80,TCP,26152,,gina.moore,19,3,16,0,1,0,0,0
{Z6A1CCO9-O38RYLDP-3GLP},2025-01-16 16:29:04,allow,192.168.1.27,8.8.8.8,80,TCP,53379,,gina.moore,16,3,16,0,1,0,0,0
{SQQE9EME-IJD4B5P1-0A0R},2025-01-16 11:44:09,allow,192.168.1.27,172.217.0.0,53,TCP,30393,,gina.moore,11,3,16,0,1,0,0,0
{O7Q8X5LK-NVJ307TV-0HRL},2025-01-16 16:00:06,allow,192.168.1.27,1.1.1.1,53,TCP,52556,,gina.moore,16,3,16,0,1,0,0,0
{9Q3MX6O9-QOYET669-D7QG},2025-01-16 15:11:45,allow,192.168.1.27,8.8.8.8,80,TCP,56745,,gina.moore,15,3,16,0,1,0,0,0
{GCEZSJSZ-19GKJYIL-3NOA},2025-01-16 11:49:13,allow,192.168.1.27,8.8.8.8,443,TCP,26342,,gina.moore,11,3,16,0,1,0,0,0
{Y6MX7T08-K0CONVIW-LZBV},2025-01-16 13:02:57,allow,192.168.1.27,1.1.1.1,80,TCP,1999,,gina.moore,13,3,16,0,1,0,0,0
{09FZQA4Q-LOPJ2SU4-0WC0},2025-01-16 16:14:32,allow,192.168.1.27,172.217.0.0,53,TCP,52068,,gina.moore,16,3,16,0,1,0,0,0
{39O5M5Z8-3VE6652Z-55MR},2025-01-16 17:20:23,allow,192.168.1.27,172.217.0.0,80,TCP,15674,,gina.moore,17,3,16,0,1,0,0,0
{UVBYF8TH-WKRSBX4C-UX3M},2025-01-16 16:18:25,allow,192.168.1.27,172.217.0.0,80,TCP,19365,,gina.moore,16,3,16,0,1,0,0,0
{6Z8M8JGE-X3E6LJSD-53UU},2025-01-16 17:15:26,allow,192.168.1.27,1.1.1.1,80,TCP,37798,,gina.moore,17,3,16,0,1,0,0,0
{5ZLA3YT8-EUMDL4WG-2H8F},2025-01-16 12:26:53,allow,192.168.1.27,172.217.0.0,53,TCP,30969,,gina.moore,12,3,16,0,1,0,0,0
{58WSCL36-T2YX3519-F94Q},2025-01-16 11:05:01,allow,192.168.1.27,8.8.8.8,53,TCP,58902,,gina.moore,11,3,16,0,1,0,0,0
{7D8FVN1I-MLZW0CK7-9PM3},2025-01-16 19:33:51,allow,192.168.1.27,172.217.0.0,80,TCP,21178,,gina.moore,19,3,16,0,1,0,0,0
{OKH2T8H5-R44DP7RG-CSX6},2025-01-16 18:00:12,allow,192.168.1.27,8.8.8.8,443,TCP,52532,,gina.moore,18,3,16,0,1,0,0,0
{ELOO7NXP-4IO3XCXU-HT8Y},2025-01-16 13:45:16,block,192.168.1.27,45.34.137.179,135,TCP,4733,policy_violation,gina.moore,13,3,16,0,1,0,1,1
