id,date,user,pc,filename,activity,to_removable_media,from_removable_media,content,size,hour,day_of_week,day_of_month,is_weekend,is_working_hours,is_late_night,is_sensitive_folder,is_shared_folder,size_mb,is_large_file,activity_encoded
{5RCTHW72-KQXDE84A-9WN5},2025-02-13 15:40:36,U0003,PC-5003,/engineering/projects/year.xlsx,File Write,0,False,Explain like institution collection admit which owner baby significant.,44556,15,3,13,0,1,0,0,0,0.042491912841796875,0,1
{HN8KDHJE-DINDYZLB-P8EG},2025-02-13 10:37:36,U0003,PC-5003,/operations/schedules/exist.doc,File Write,0,False,Move single network hard condition move cost skin for.,162617,10,3,13,0,1,0,0,0,0.15508365631103516,0,1
{PF73AYI3-LP9Q7NFV-B3EV},2025-02-13 15:54:33,U0003,PC-5003,/operations/procedures/Congress.txt,File Write,0,False,Message again mean arm career answer choose car technology strong off.,27896,15,3,13,0,1,0,0,0,0.02660369873046875,0,1
{9TTEMTYB-2DQLOBIX-DBAF},2025-02-13 10:27:38,U0003,PC-5003,/shared/documents/family.txt,File Open,0,False,Early compare body eat policy senior attack help a leave sometimes quality house must.,55892,10,3,13,0,1,0,0,1,0.053302764892578125,0,0
{47MS2PSR-I8RP4KGL-VRSP},2025-02-13 10:55:11,U0003,PC-5003,/company/announcements/international.docx,File Write,0,False,Level positive mind skill officer study if edge view cold teach call already available yes.,118857,10,3,13,0,1,0,0,1,0.11335086822509766,0,1
{FENS98GH-C9329P6X-7Z26},2025-02-13 16:26:08,U0003,PC-5003,/shared/resources/thousand.doc,File Write,0,False,Break tough him federal agency maintain seek democratic simple seek last.,104177,16,3,13,0,1,0,0,1,0.0993509292602539,0,1
{GZIDG926-5W2ECWZ5-HD5K},2025-02-13 11:35:31,U0003,PC-5003,/sales/contracts/performance.csv,File Copy,0,False,Power few each administration dinner keep main letter let.,154447,11,3,13,0,1,0,0,0,0.1472921371459961,0,2
{R0K5K9X9-VD4PXRJA-IJQW},2025-02-13 13:44:18,U0003,PC-5003,/sales/contracts/us.xlsx,File Write,0,False,Leg indeed anything way today two far apply let hit.,165909,13,3,13,0,1,0,0,0,0.15822315216064453,0,1
{D8KL6T6R-XDGNRIAH-J8NK},2025-02-13 16:04:14,U0003,PC-5003,/engineering/projects/ready.csv,File Write,0,False,Back family start necessary American wonder suggest attack former financial medical action big.,53858,16,3,13,0,1,0,0,0,0.05136299133300781,0,1
{MB1FLX0G-IJ1L2C01-II9V},2025-02-13 16:24:10,U0003,PC-5003,/marketing/content/size.pdf,File Copy,0,False,Especially agency despite minute agency idea sometimes least perform expect anything military but just maintain.,9819,16,3,13,0,1,0,0,0,0.009364128112792969,0,2
{DU1YV3VE-CO9DCG56-25DT},2025-02-13 14:40:42,U0003,PC-5003,/engineering/projects/source.csv,File Write,0,False,Already single rock not attack why usually help produce key reveal environment central trip behavior.,87520,14,3,13,0,1,0,0,0,0.083465576171875,0,1
{4ZXHG25U-S8PNSL0C-04K6},2025-02-13 13:15:46,U0003,PC-5003,/sales/proposals/if.doc,File Copy,0,False,Hour among field well create notice individual stay charge natural effort.,107895,13,3,13,0,1,0,0,0,0.10289669036865234,0,2
{BBPX8XFI-2A2NKTT7-MUX7},2025-01-15 09:36:08,U0004,PC-5004,/operations/schedules/whom.txt,File Open,0,False,A at teach enter lot at life wonder understand management.,199972,9,2,15,0,1,0,0,0,0.19070816040039062,0,0
{WJ1BTV81-C4HWTGQ0-P8XN},2025-01-15 09:57:27,U0004,PC-5004,/company/announcements/base.txt,File Copy,0,False,Speech garden road head light what officer nature top score place force choose radio.,180589,9,2,15,0,1,0,0,1,0.17222309112548828,0,2
{GV7T9FXL-6KPL0NBZ-1Y46},2025-01-15 14:30:40,U0004,PC-5004,/shared/resources/sense.pdf,File Write,0,False,Mind everything order to difficult against low foreign meeting material right identify weight feel tell blood.,93519,14,2,15,0,1,0,0,1,0.0891866683959961,0,1
{WYO2S8KC-KES6AG4H-YV08},2025-01-15 16:32:45,U0004,PC-5004,/company/announcements/choose.xlsx,File Write,0,False,Difference situation thing eat toward unit recently media include hundred note federal drug performance way.,143841,16,2,15,0,1,0,0,1,0.1371774673461914,0,1
{J3U93A37-5JF82H97-H7AJ},2025-01-15 13:00:13,U0004,PC-5004,/operations/schedules/recognize.txt,File Open,0,False,Simple unit arm image it increase within free.,164443,13,2,15,0,1,0,0,0,0.15682506561279297,0,0
{24ABYQKW-B0NRZNQF-3KOP},2025-01-15 16:29:18,U0004,PC-5004,/company/announcements/hospital.xlsx,File Write,0,False,Final main young until how degree involve dog during.,50202,16,2,15,0,1,0,0,1,0.04787635803222656,0,1
{N2WSJR76-ZW0353S4-LQ6B},2025-01-15 14:52:18,U0004,PC-5004,/operations/schedules/summer.docx,File Open,0,False,From our order table beyond bank scene change investment.,94504,14,2,15,0,1,0,0,0,0.09012603759765625,0,0
{99BKTPYH-J67AWHMX-QRVG},2025-01-15 14:27:26,U0004,PC-5004,/operations/schedules/watch.xlsx,File Copy,0,False,Various soldier recently charge anything likely allow fact.,136340,14,2,15,0,1,0,0,0,0.13002395629882812,0,2
{8TJLNXP6-64VZSR87-R9HN},2025-01-15 16:49:54,U0004,PC-5004,/operations/procedures/threat.pptx,File Copy,0,False,Quickly truth record program beautiful close finally beyond you bank always a.,36891,16,2,15,0,1,0,0,0,0.03518199920654297,0,2
{SNIQ2P78-6MRLVNMT-S196},2025-01-15 12:50:51,U0004,PC-5004,/company/announcements/win.docx,File Open,0,False,Smile today station make environment fact student author partner catch.,71878,12,2,15,0,1,0,0,1,0.06854820251464844,0,0
{R4LYHA06-NE27QXN4-BB26},2025-01-15 14:37:51,U0004,PC-5004,/shared/templates/maintain.csv,File Copy,0,False,System church simply method market difference exist hotel full clear line laugh weight fill president spring.,113357,14,2,15,0,1,0,0,1,0.10810565948486328,0,2
{EPLCELUQ-U56I8B3D-V7CK},2025-01-15 08:10:28,U0004,PC-5004,/company/announcements/kid.doc,File Write,0,False,Some suggest program decision leave reflect already arrive themselves challenge.,63684,8,2,15,0,1,0,0,1,0.060733795166015625,0,1
{4XQ3F23B-MHUG5N1Y-6D0Y},2025-01-15 14:39:50,U0004,PC-5004,/company/policies/list.pptx,File Write,0,False,Chance available side reach often responsibility itself but popular.,79677,14,2,15,0,1,0,0,1,0.07598590850830078,0,1
{QIT0EHFQ-3DQUMG1P-8AHW},2025-01-16 15:05:50,U0004,PC-5004,/shared/templates/yes.pdf,File Write,0,False,Role few remember time prevent hair hospital generation any subject sound hope speech less whom.,152021,15,3,16,0,1,0,0,1,0.14497852325439453,0,1
{V700QNI7-BS84DZHM-54SN},2025-01-16 12:22:06,U0004,PC-5004,/company/announcements/step.pdf,File Copy,0,False,Last staff seat religious probably when seem test contain than clearly economy.,162460,12,3,16,0,1,0,0,1,0.15493392944335938,0,2
{ZYZH1YQY-T40D9NVY-YAPK},2025-01-16 09:09:28,U0004,PC-5004,/operations/procedures/better.doc,File Copy,0,False,Then free among cell mention manager everyone dark Congress although across guess gas past.,98072,9,3,16,0,1,0,0,0,0.09352874755859375,0,2
{F1H94CQU-5RCYFHTJ-7TYQ},2025-01-16 14:08:21,U0004,PC-5004,/shared/resources/green.txt,File Write,0,False,Bit sign wide cut challenge quite tax.,106306,14,3,16,0,1,0,0,1,0.10138130187988281,0,1
{ST8OIFOT-DOMM5IFW-QC4E},2025-01-16 15:04:29,U0004,PC-5004,/operations/schedules/six.txt,File Write,0,False,Event hospital more opportunity unit cultural show rule always who opportunity face you lead.,140021,15,3,16,0,1,0,0,0,0.13353443145751953,0,1
{X0F3DLEN-V6KDFTZU-C1S6},2025-01-16 16:05:22,U0004,PC-5004,/operations/procedures/feel.xlsx,File Write,0,False,Adult operation whole artist stop individual less this occur type strong development.,51207,16,3,16,0,1,0,0,0,0.048834800720214844,0,1
{4ZVSFJSH-I84WQKOR-EVTD},2025-01-16 16:54:05,U0004,PC-5004,/shared/resources/evidence.csv,File Open,0,False,Through system stage protect often house above director develop start dream.,27402,16,3,16,0,1,0,0,1,0.026132583618164062,0,0
{TRWRGJ3E-Y82PQMH0-2O9D},2025-01-16 11:45:58,U0004,PC-5004,/shared/resources/able.pdf,File Write,0,False,Answer away sort movement tonight vote administration than run short small shoulder professional.,161479,11,3,16,0,1,0,0,1,0.15399837493896484,0,1
{082WXTFR-U4MH981Q-E4SD},2025-01-16 16:43:36,U0004,PC-5004,/company/policies/model.docx,File Write,0,False,Degree product explain break dog writer night forget nation customer rate bag positive water again candidate.,58203,16,3,16,0,1,0,0,1,0.05550670623779297,0,1
{SU21KHI3-EYJWG6U5-4I26},2025-01-16 11:18:20,U0004,PC-5004,/company/policies/so.csv,File Write,0,False,College factor either class interview role guess share eye young reality.,139472,11,3,16,0,1,0,0,1,0.1330108642578125,0,1
{8SXHDF86-QJJG3WPV-7YXK},2025-01-16 10:17:31,U0004,PC-5004,/shared/documents/purpose.csv,File Open,0,False,Baby choose building view well at show serve.,29157,10,3,16,0,1,0,0,1,0.02780628204345703,0,0
{TII3PRFH-ROU53HGZ-02JX},2025-01-16 16:11:12,U0004,PC-5004,/shared/templates/expect.docx,File Copy,0,False,Box later building she single let business property everything.,118676,16,3,16,0,1,0,0,1,0.11317825317382812,0,2
{NTYDOJSR-ZA02560P-7FEX},2025-01-16 12:44:53,U0004,PC-5004,/shared/templates/because.docx,File Copy,0,False,Smile good hold country war rise treat per wide short yeah class.,166695,12,3,16,0,1,0,0,1,0.15897274017333984,0,2
{4ZNF3ZF5-ZSN8ECFK-FHEA},2025-01-16 13:38:03,U0004,PC-5004,/shared/templates/guess.docx,File Write,0,False,Miss ready create yard serious goal future home series.,29224,13,3,16,0,1,0,0,1,0.02787017822265625,0,1
{DHXF99O9-TVI2SI9U-KWY6},2025-01-16 12:39:54,U0004,PC-5004,/shared/resources/body.txt,File Open,0,False,Simply I cold perform low only recently wish seat strong value sit newspaper leader focus.,123014,12,3,16,0,1,0,0,1,0.11731529235839844,0,0
{3H309ZQ0-M3H4JJEO-XE6C},2025-01-16 08:05:45,U0004,PC-5004,/shared/templates/home.docx,File Copy,0,False,Tonight already could number admit professor head full see account.,124662,8,3,16,0,1,0,0,1,0.11888694763183594,0,2
{QP67OAEM-A92H02DZ-EMG5},2025-01-17 10:37:01,U0004,PC-5004,/shared/templates/forward.pptx,File Open,0,False,Be successful organization no bring career manager you rise future person allow structure first.,26697,10,4,17,0,1,0,0,1,0.025460243225097656,0,0
{8TISE0LZ-99UPWZ0F-I2U6},2025-01-17 10:49:37,U0004,PC-5004,/shared/documents/forget.csv,File Write,0,False,State fall teach area feel who carry election here check future include avoid most avoid.,61759,10,4,17,0,1,0,0,1,0.058897972106933594,0,1
{7H8Z5DMQ-MZ00HHRZ-UPBE},2025-01-17 14:00:03,U0004,PC-5004,/operations/procedures/foot.xlsx,File Write,0,False,Imagine ago expect continue behavior case modern outside beyond box window.,175234,14,4,17,0,1,0,0,0,0.1671161651611328,0,1
{MQ7DFRAE-77P19PEV-0KRR},2025-01-17 16:56:43,U0004,PC-5004,/company/announcements/special.pptx,File Open,0,False,Five buy office old bad any find set senior tree bag require.,92254,16,4,17,0,1,0,0,1,0.08798027038574219,0,0
{F0IFT14O-YVERPN9I-NOFZ},2025-01-17 10:51:53,U0004,PC-5004,/shared/documents/worry.pdf,File Open,0,False,That national trade price beyond idea us find there behavior four scientist carry behind war.,142747,10,4,17,0,1,0,0,1,0.13613414764404297,0,0
{3DYSF1WH-00QQ1EEK-KTG8},2025-01-17 09:50:08,U0004,PC-5004,/shared/templates/above.txt,File Copy,0,False,Through amount special image blood city vote time.,41001,9,4,17,0,1,0,0,1,0.039101600646972656,0,2
{CT1RAJ50-NSUGKPI7-GCWJ},2025-01-17 16:15:15,U0004,PC-5004,/company/policies/end.pptx,File Open,0,False,Free continue truth red billion speech like rock.,175536,16,4,17,0,1,0,0,1,0.1674041748046875,0,0
{66N39ZVA-YD4WQPI6-NPDH},2025-01-17 08:04:55,U0004,PC-5004,/shared/templates/card.csv,File Copy,0,False,Scene state radio draw impact race themselves office role.,39794,8,4,17,0,1,0,0,1,0.03795051574707031,0,2
{FDEBPI0Q-IN8SKIFZ-K8JE},2025-01-17 08:04:27,U0004,PC-5004,/shared/documents/thousand.csv,File Open,0,False,Manage draw involve party home stay fall carry wind in.,60089,8,4,17,0,1,0,0,1,0.057305335998535156,0,0
{15SICR5P-KV79HZJT-RZ34},2025-01-17 14:15:01,U0004,PC-5004,/shared/templates/particular.txt,File Open,0,False,Especially pattern threat religious effort painting ability boy opportunity section reality.,169782,14,4,17,0,1,0,0,1,0.16191673278808594,0,0
{NSN1VO80-5AN7PT0I-TJ19},2025-01-17 15:59:39,U0004,PC-5004,/shared/templates/part.pptx,File Open,0,False,Sport oil whose eat represent discuss economic another authority.,144435,15,4,17,0,1,0,0,1,0.13774394989013672,0,0
{J6NXBLZ6-YAMLRTRK-OFVE},2025-01-17 09:29:36,U0004,PC-5004,/company/announcements/indicate.csv,File Copy,0,False,Whole everybody both able decision book recent including game.,6346,9,4,17,0,1,0,0,1,0.0060520172119140625,0,2
{9Q8OYD79-GJXO010D-5XJQ},2025-01-17 12:42:26,U0004,PC-5004,/shared/templates/likely.doc,File Open,0,False,Chair possible but hard with her million every production.,171952,12,4,17,0,1,0,0,1,0.1639862060546875,0,0
{20EE1CD3-K6BP4PVI-X5KO},2025-01-20 16:14:36,U0004,PC-5004,/company/announcements/toward.xlsx,File Open,0,False,Deal good thank teach production majority we join edge.,133885,16,0,20,0,1,0,0,1,0.12768268585205078,0,0
{QV2XF5TH-A2Z8C7GG-W6H1},2025-01-20 08:47:54,U0004,PC-5004,/shared/resources/lead.txt,File Write,0,False,City sit street security modern data book expert exist computer shoulder list several assume.,47701,8,0,20,0,1,0,0,1,0.04549121856689453,0,1
{2MIRYRMX-B5HQ6CY9-NLZP},2025-01-20 16:38:55,U0004,PC-5004,/operations/procedures/look.pptx,File Write,0,False,Field difference cut tell style white especially lose just card sit population.,135240,16,0,20,0,1,0,0,0,0.12897491455078125,0,1
{1XMPKCDY-UJMJ7OH3-QDYY},2025-01-20 13:45:37,U0004,PC-5004,/company/announcements/if.csv,File Write,0,False,Worry necessary politics certain environment he effort better television might.,53523,13,0,20,0,1,0,0,1,0.05104351043701172,0,1
{MQOR7VQG-7B9EJ6YP-0GDF},2025-01-20 08:06:53,U0004,PC-5004,/shared/templates/force.xlsx,File Copy,0,False,After note those drop executive special serious protect new party sometimes morning consumer.,50768,8,0,20,0,1,0,0,1,0.0484161376953125,0,2
{6FBWCFX6-K9M1D0RI-EISH},2025-01-20 12:33:13,U0004,PC-5004,/shared/resources/model.doc,File Write,0,False,About when force ready network nothing ability cover board fill share economy source only pick.,123531,12,0,20,0,1,0,0,1,0.11780834197998047,0,1
{2HZZ2SJ8-XXLWH60U-E5C9},2025-01-20 10:21:26,U0004,PC-5004,/shared/documents/relationship.pdf,File Copy,0,False,North ground here person three foot tax ground serve mouth manage issue none ready billion time.,100780,10,0,20,0,1,0,0,1,0.09611129760742188,0,2
{2VJPNFIQ-JTGYVG4O-69IR},2025-01-20 16:00:56,U0004,PC-5004,/shared/documents/during.txt,File Copy,0,False,Term day include you authority race wish kid career scene despite best either.,180719,16,0,20,0,1,0,0,1,0.1723470687866211,0,2
{0NQPT7FB-0D4J294U-09AJ},2025-01-20 11:25:58,U0004,PC-5004,/operations/schedules/why.docx,File Copy,0,False,Important yard poor threat throw behavior type partner behavior economy our second voice drop live everyone.,103755,11,0,20,0,1,0,0,0,0.09894847869873047,0,2
{2OL48F13-9FDJKJWS-3R4E},2025-01-20 16:52:38,U0004,PC-5004,/operations/schedules/computer.csv,File Copy,0,False,Unit majority yeah somebody thought beyond mean.,23920,16,0,20,0,1,0,0,0,0.0228118896484375,0,2
{G53CAVQT-EY8UKNRA-RB45},2025-01-20 09:06:08,U0004,PC-5004,/shared/templates/drop.doc,File Write,0,False,Everyone interview give ground laugh receive agree best physical again every common church scene run.,137453,9,0,20,0,1,0,0,1,0.13108539581298828,0,1
{DCOH5WYZ-MO4CLOY9-QQ7U},2025-01-20 14:52:04,U0004,PC-5004,/company/policies/deal.docx,File Write,0,False,Culture far article last peace all rise right happen series.,67166,14,0,20,0,1,0,0,1,0.06405448913574219,0,1
{V6TYVQ0U-FHOKGZ1A-JJJ3},2025-01-20 11:39:05,U0004,PC-5004,/shared/resources/sort.txt,File Copy,0,False,Strong it reach street city her commercial along compare successful inside.,168021,11,0,20,0,1,0,0,1,0.16023731231689453,0,2
{A0AR7HY1-YE668DH2-J95Z},2025-01-20 12:12:33,U0004,PC-5004,/shared/templates/become.csv,File Copy,0,False,Deep child board director spend entire minute never quality.,63468,12,0,20,0,1,0,0,1,0.060527801513671875,0,2
{Z135MMEQ-LJZQARUG-XFEQ},2025-01-20 12:29:59,U0004,PC-5004,/shared/templates/wear.csv,File Copy,0,False,Together true worker though church young mouth note well interesting particularly some evidence employee degree safe.,171066,12,0,20,0,1,0,0,1,0.16314125061035156,0,2
{KUHD29Z8-KPEM7P6U-HW1Q},2025-01-21 10:33:39,U0004,PC-5004,/shared/resources/sport.txt,File Copy,0,False,Cultural far significant let before ok someone.,50122,10,1,21,0,1,0,0,1,0.04780006408691406,0,2
{YEEUOQ25-E7LA6SDP-71TT},2025-01-21 16:34:51,U0004,PC-5004,/shared/documents/card.txt,File Copy,0,False,Discover record wear both look training oil.,143528,16,1,21,0,1,0,0,1,0.13687896728515625,0,2
{X8X7FSCN-JHA6DZBY-HSOB},2025-01-21 08:23:40,U0004,PC-5004,/operations/procedures/sing.pdf,File Open,0,False,Apply conference then sometimes drive anything teach myself avoid.,55000,8,1,21,0,1,0,0,0,0.05245208740234375,0,0
{X2MTJ3H1-4LAO6I1E-NDP1},2025-01-21 08:24:40,U0004,PC-5004,/shared/templates/nothing.pdf,File Write,0,False,Base modern behavior end nature stock analysis make study cause so recognize become challenge kind.,171747,8,1,21,0,1,0,0,1,0.16379070281982422,0,1
{88363VFF-J72TY87X-FAYM},2025-01-21 10:09:13,U0004,PC-5004,/company/policies/knowledge.txt,File Write,0,False,Bag set leave race yeah front almost activity agree professor agency special air follow serious.,74230,10,1,21,0,1,0,0,1,0.07079124450683594,0,1
{AVIRI9U2-F3ZK1YPS-TKO0},2025-01-21 10:50:31,U0004,PC-5004,/company/announcements/system.xlsx,File Open,0,False,Ball read lose south keep thus positive arm piece why ago change government here boy trial.,32371,10,1,21,0,1,0,0,1,0.03087139129638672,0,0
{7PWWK3RE-138AQD28-35XY},2025-01-21 11:59:20,U0004,PC-5004,/operations/procedures/race.pdf,File Write,0,False,Sell end be spend outside office live make travel baby compare.,171485,11,1,21,0,1,0,0,0,0.16354084014892578,0,1
{QH010TK2-OLBDHAR2-HQ73},2025-01-21 11:20:58,U0004,PC-5004,/shared/templates/source.docx,File Write,0,False,May small fire light medical level analysis any product though help.,166426,11,1,21,0,1,0,0,1,0.15871620178222656,0,1
{4Q9WCPXB-F9XF3YWQ-6M3M},2025-01-21 12:02:11,U0004,PC-5004,/shared/templates/provide.doc,File Write,0,False,Become rich every change help but include something memory wrong hard any.,47782,12,1,21,0,1,0,0,1,0.04556846618652344,0,1
{PI9B8U3T-721YDO80-N51E},2025-01-21 13:11:39,U0004,PC-5004,/company/policies/force.csv,File Write,0,False,Size heart among research person apply debate improve task.,47855,13,1,21,0,1,0,0,1,0.045638084411621094,0,1
{4CYGGK52-98RGT82M-Y5LR},2025-01-21 12:39:17,U0004,PC-5004,/operations/procedures/open.csv,File Write,0,False,Peace skill admit person player voice under continue ask environmental another business hot strong.,38167,12,1,21,0,1,0,0,0,0.036398887634277344,0,1
{44ECXK61-GVCVRTCF-JV8H},2025-01-21 09:37:08,U0004,PC-5004,/shared/documents/capital.docx,File Copy,0,False,Trip school energy safe while popular natural list they eat create responsibility could positive hundred.,73243,9,1,21,0,1,0,0,1,0.06984996795654297,0,2
{X85G7LL1-R25NBS1Q-XFHG},2025-01-21 15:46:08,U0004,PC-5004,/shared/resources/eight.xlsx,File Copy,0,False,Pull center hundred question rise miss population project film.,26909,15,1,21,0,1,0,0,1,0.02566242218017578,0,2
{GA4WEQRT-ELQ8YHS6-PLM0},2025-01-21 11:36:00,U0004,PC-5004,/operations/procedures/finish.xlsx,File Write,0,False,Again these series candidate reveal suddenly issue bit whether.,190679,11,1,21,0,1,0,0,0,0.18184566497802734,0,1
{IOC1RL00-M27JKJWR-CX2R},2025-01-22 13:47:53,U0004,PC-5004,/operations/schedules/enter.xlsx,File Write,0,False,Left American hope watch place church watch health.,51864,13,2,22,0,1,0,0,0,0.04946136474609375,0,1
{XSNQTNP0-98T09YLI-6B5H},2025-01-22 08:33:28,U0004,PC-5004,/company/announcements/fill.doc,File Open,0,False,Cost small return hard myself cost court.,73910,8,2,22,0,1,0,0,1,0.07048606872558594,0,0
{3BKYEKM3-9RD7U8LS-I6L5},2025-01-22 09:56:22,U0004,PC-5004,/shared/resources/tree.csv,File Open,0,False,Protect like film society tell message whether.,101404,9,2,22,0,1,0,0,1,0.09670639038085938,0,0
{TGXH2YLS-RO5Z4LH8-F83Z},2025-01-22 16:38:26,U0004,PC-5004,/company/policies/nice.doc,File Open,0,False,Trouble against difficult board drop recently million store every rise care particular recent purpose.,99251,16,2,22,0,1,0,0,1,0.09465312957763672,0,0
{6EW0IE3N-CCCR30Y9-QLNU},2025-01-22 11:09:44,U0004,PC-5004,/company/policies/grow.pdf,File Copy,0,False,Face police year fact daughter democratic wide.,130229,11,2,22,0,1,0,0,1,0.12419605255126953,0,2
{C6D6CJI0-UUZ1Q461-CXIK},2025-01-22 16:55:50,U0004,PC-5004,/shared/templates/than.csv,File Open,0,False,Create moment onto third business rock southern south bed represent lawyer letter.,47186,16,2,22,0,1,0,0,1,0.04500007629394531,0,0
{AI4IV62P-UV0T0A50-LTTE},2025-01-22 11:59:50,U0004,PC-5004,/shared/documents/unit.pdf,File Copy,0,False,Name paper cup order piece cup describe if follow.,139989,11,2,22,0,1,0,0,1,0.13350391387939453,0,2
{IOJBMZCT-S8FEBCG6-TFZ4},2025-01-22 09:39:30,U0004,PC-5004,/shared/documents/draw.docx,File Open,0,False,Think talk rich what truth partner measure.,138440,9,2,22,0,1,0,0,1,0.13202667236328125,0,0
{LIOXM5L2-24Y3T55M-3SIT},2025-01-22 12:26:40,U0004,PC-5004,/company/announcements/son.txt,File Copy,0,False,Yard believe whether teach single result modern across treatment decade ago specific.,93933,12,2,22,0,1,0,0,1,0.08958148956298828,0,2
{X7Z599VL-6L64RD06-ZTG5},2025-01-22 09:32:14,U0004,PC-5004,/shared/documents/peace.csv,File Write,0,False,Free increase near study model actually read free.,10143,9,2,22,0,1,0,0,1,0.009673118591308594,0,1
{4EJ7Z2S5-231KMVOS-CNGK},2025-01-22 10:58:30,U0004,PC-5004,/shared/documents/public.doc,File Copy,0,False,Enough exist without build right indeed able perform degree happy society care around find.,195282,10,2,22,0,1,0,0,1,0.1862354278564453,0,2
{PAINWNY5-TNWFMRVP-NM1O},2025-01-22 11:17:29,U0004,PC-5004,/shared/templates/avoid.docx,File Write,0,False,That police offer board factor discuss morning gas ago.,84741,11,2,22,0,1,0,0,1,0.08081531524658203,0,1
{VDEK78I3-1G1BBFYV-6WXM},2025-01-22 10:36:58,U0004,PC-5004,/company/announcements/chair.docx,File Copy,0,False,Crime spring citizen democratic own challenge drive every front baby effort already second.,78180,10,2,22,0,1,0,0,1,0.07455825805664062,0,2
{SMLZZFQZ-NFMVP9GW-6QC3},2025-01-23 15:02:30,U0004,PC-5004,/company/announcements/side.pdf,File Copy,0,False,Candidate movie wait amount happen again society down very investment whom.,19072,15,3,23,0,1,0,0,1,0.0181884765625,0,2
{D742DAUB-D4YXBXAG-RXJK},2025-01-23 15:14:32,U0004,PC-5004,/company/policies/six.txt,File Copy,0,False,Mind benefit second interview suffer voice want.,25961,15,3,23,0,1,0,0,1,0.024758338928222656,0,2
{6Q2GQ4R4-0FPJUEGU-13LU},2025-01-23 08:16:54,U0004,PC-5004,/shared/resources/two.txt,File Open,0,False,Minute data hospital this because that agree child.,8851,8,3,23,0,1,0,0,1,0.008440971374511719,0,0
{SQ1JLMHU-TR72NV26-70CO},2025-01-23 16:44:45,U0004,PC-5004,/company/announcements/lose.pptx,File Copy,0,False,Fly seat beyond compare despite today green stage.,173001,16,3,23,0,1,0,0,1,0.16498661041259766,0,2
{S0RGPJ4W-0DZRC2G7-P3X6},2025-01-23 15:44:31,U0004,PC-5004,/shared/resources/Mr.csv,File Open,0,False,Contain occur magazine suggest interesting no total perform worker story face white break fight never.,36049,15,3,23,0,1,0,0,1,0.034379005432128906,0,0
{R0KF6VHX-0L7RORNL-3F5T},2025-01-23 08:37:51,U0004,PC-5004,/company/announcements/student.csv,File Write,0,False,World sister garden down television tree say more imagine deep population pass buy bill have.,165958,8,3,23,0,1,0,0,1,0.15826988220214844,0,1
{RESCJ8CF-A09WOK4H-ZWLS},2025-01-23 14:25:51,U0004,PC-5004,/company/announcements/rock.doc,File Open,0,False,Paper answer happy north remain sort experience.,116196,14,3,23,0,1,0,0,1,0.11081314086914062,0,0
{9UH4SDH7-F1OYP6GY-3QE6},2025-01-23 16:48:08,U0004,PC-5004,/shared/templates/court.txt,File Copy,0,False,Research laugh effort southern idea our of.,90437,16,3,23,0,1,0,0,1,0.08624744415283203,0,2
{RQD8V7X8-E9UON2FW-CZWJ},2025-01-23 11:34:50,U0004,PC-5004,/company/policies/yes.pdf,File Copy,0,False,Inside person space thank prevent store politics service second put seven take bed mission certain situation.,190833,11,3,23,0,1,0,0,1,0.1819925308227539,0,2
{AT8XDVE0-DRPIGMWC-52IN},2025-01-23 13:36:50,U0004,PC-5004,/shared/resources/particularly.docx,File Write,0,False,Pm notice chair north family sign thought notice society task well three board.,83171,13,3,23,0,1,0,0,1,0.07931804656982422,0,1
{EJN17UFY-1WRC2V4J-PLNW},2025-01-23 13:35:58,U0004,PC-5004,/shared/documents/those.csv,File Open,0,False,Family center wide identify nice visit imagine record wrong list.,52963,13,3,23,0,1,0,0,1,0.05050945281982422,0,0
{7G0TCPZD-TE8SCNRZ-UK6Q},2025-01-23 12:47:05,U0004,PC-5004,/shared/documents/information.xlsx,File Write,0,False,Lead individual through politics community democratic no yes direction.,181992,12,3,23,0,1,0,0,1,0.17356109619140625,0,1
{047C8N36-5ZNT6YC7-50W3},2025-01-23 10:19:14,U0004,PC-5004,/company/announcements/policy.doc,File Open,0,False,For production traditional practice together minute price night admit standard.,106505,10,3,23,0,1,0,0,1,0.10157108306884766,0,0
{SPQS8VWK-HDFJYNTA-WYOG},2025-01-24 14:04:06,U0004,PC-5004,/shared/resources/feel.csv,File Open,0,False,Today whether thought brother central reason particular.,95668,14,4,24,0,1,0,0,1,0.09123611450195312,0,0
{01FA22GH-9WL861P0-Y4Y2},2025-01-24 09:19:58,U0004,PC-5004,/shared/resources/growth.txt,File Open,0,False,Near support chair opportunity grow put its.,189250,9,4,24,0,1,0,0,1,0.1804828643798828,0,0
{QKSTLT4R-YXSXZ1HC-FJN6},2025-01-24 15:33:06,U0004,PC-5004,/shared/resources/exactly.pdf,File Write,0,False,Situation him her imagine authority stop address loss.,129083,15,4,24,0,1,0,0,1,0.12310314178466797,0,1
{DELUANX1-DP8CJV7Z-EHY7},2025-01-24 14:59:42,U0004,PC-5004,/company/announcements/last.docx,File Copy,0,False,Public rate certainly couple more number wonder seek.,72625,14,4,24,0,1,0,0,1,0.0692605972290039,0,2
{CP48P6L5-YWCGDS12-Y0E7},2025-01-24 15:44:56,U0004,PC-5004,/operations/schedules/enter.docx,File Copy,0,False,Since human chance onto significant sure evening together take strategy.,43189,15,4,24,0,1,0,0,0,0.04118824005126953,0,2
