id,date,user,pc,activity,source_ip,status,hour,day_of_week,day_of_month,is_weekend,is_working_hours,is_late_night,is_failed_login,is_external_ip,is_logoff
{VLCG1J5E-WFWBEBY4-UBZC},2025-01-20 18:17:57,U0010,PC-5010,Logoff,192.168.1.30,Success,18,0,20,0,1,0,0,0,1
{9A44TBID-SECHU3YC-PKAV},2025-01-21 09:45:16,U0010,PC-5010,Logon,192.168.1.30,Success,9,1,21,0,1,0,0,0,0
{96N7KBNK-FVDHLZ02-Z7NU},2025-01-21 18:23:21,U0010,PC-5010,Logoff,192.168.1.30,Success,18,1,21,0,1,0,0,0,1
{F1X889U9-W0TE52VX-SLHU},2025-01-22 09:42:46,U0010,PC-5010,Logon,192.168.1.30,Success,9,2,22,0,1,0,0,0,0
{L29IL9YQ-8OCUCNRI-2I39},2025-01-22 18:58:15,U0010,PC-5010,Logoff,192.168.1.30,Success,18,2,22,0,1,0,0,0,1
{I6YXV2ME-OSFR5HGQ-GP1Z},2025-01-23 09:59:34,U0010,PC-5010,Logon,192.168.1.30,Success,9,3,23,0,1,0,0,0,0
{D54AGCST-NPEZIKM3-MVDZ},2025-01-23 18:30:47,U0010,PC-5010,Logoff,192.168.1.30,Success,18,3,23,0,1,0,0,0,1
{786W0P1Z-00V3SFAV-YQLG},2025-01-24 09:04:47,U0010,PC-5010,Logon,192.168.1.30,Success,9,4,24,0,1,0,0,0,0
{K1IRBSSS-7KN18B85-0PK5},2025-01-24 18:46:37,U0010,PC-5010,Logoff,192.168.1.30,Success,18,4,24,0,1,0,0,0,1
{KRIG7JVD-IKDTSGVB-6THR},2025-01-27 09:10:07,U0010,PC-5010,Logon,192.168.1.30,Success,9,0,27,0,1,0,0,0,0
{NK8PQEQ7-Z7E5RDEK-Y820},2025-01-27 18:52:01,U0010,PC-5010,Logoff,192.168.1.30,Success,18,0,27,0,1,0,0,0,1
{CFMQ0YCY-6BDZSGU4-W8WI},2025-01-28 09:14:46,U0010,PC-5010,Logon,192.168.1.30,Success,9,1,28,0,1,0,0,0,0
{5HHQRGRE-WDS0HPRW-ZBYW},2025-01-28 18:37:24,U0010,PC-5010,Logoff,192.168.1.30,Success,18,1,28,0,1,0,0,0,1
{IMT8545Y-RWVTKH86-1PQI},2025-01-29 09:40:37,U0010,PC-5010,Logon,192.168.1.30,Success,9,2,29,0,1,0,0,0,0
{G8XMOE54-5VYBJH4O-ULYO},2025-01-29 18:27:07,U0010,PC-5010,Logoff,192.168.1.30,Success,18,2,29,0,1,0,0,0,1
{PJBRHWBQ-H5T2D8VE-T8AN},2025-01-30 09:51:28,U0010,PC-5010,Logon,192.168.1.30,Success,9,3,30,0,1,0,0,0,0
{LM1CBHT9-4OZKFNOT-IA41},2025-01-30 18:49:45,U0010,PC-5010,Logoff,192.168.1.30,Success,18,3,30,0,1,0,0,0,1
{S2BKAWYB-03NO355C-SZ0A},2025-01-31 09:33:06,U0010,PC-5010,Logon,192.168.1.30,Success,9,4,31,0,1,0,0,0,0
{T7DVO342-P0KQD8UN-PIOK},2025-01-31 18:47:53,U0010,PC-5010,Logoff,192.168.1.30,Success,18,4,31,0,1,0,0,0,1
{N9081ZQU-A1QRDLFW-DUH7},2025-02-03 09:32:15,U0010,PC-5010,Logon,192.168.1.30,Success,9,0,3,0,1,0,0,0,0
{DO4S41CR-O04BYV5J-HURR},2025-02-03 18:37:15,U0010,PC-5010,Logoff,192.168.1.30,Success,18,0,3,0,1,0,0,0,1
{LZS49CDZ-N1F0FP8B-PG2R},2025-02-04 09:41:15,U0010,PC-5010,Logon,192.168.1.30,Success,9,1,4,0,1,0,0,0,0
{TOKPK7YS-WNXFSHWZ-SJQ7},2025-02-04 18:47:55,U0010,PC-5010,Logoff,192.168.1.30,Success,18,1,4,0,1,0,0,0,1
{Z4ES3AOF-C9LGYTLC-QFMU},2025-02-05 09:59:47,U0010,PC-5010,Logon,192.168.1.30,Success,9,2,5,0,1,0,0,0,0
{W7J35VLW-OJTXCF0K-JD2V},2025-02-05 18:14:22,U0010,PC-5010,Logoff,192.168.1.30,Success,18,2,5,0,1,0,0,0,1
{L1VJ35YR-G29D2FF5-L6BS},2025-02-06 09:49:24,U0010,PC-5010,Logon,192.168.1.30,Success,9,3,6,0,1,0,0,0,0
{XLSEUNNR-LST54884-Z4UR},2025-02-06 18:28:27,U0010,PC-5010,Logoff,192.168.1.30,Success,18,3,6,0,1,0,0,0,1
{YUPMANQY-0HU97NG0-APSA},2025-02-07 09:50:16,U0010,PC-5010,Logon,192.168.1.30,Success,9,4,7,0,1,0,0,0,0
{DNJ7VBJR-BZJW8357-9WRR},2025-02-07 18:19:21,U0010,PC-5010,Logoff,192.168.1.30,Success,18,4,7,0,1,0,0,0,1
{BB6F05EP-4CWCDT9G-WA44},2025-02-10 09:51:06,U0010,PC-5010,Logon,192.168.1.30,Success,9,0,10,0,1,0,0,0,0
{Z6V7S7O4-YC3S0DPJ-HSG0},2025-02-10 18:20:57,U0010,PC-5010,Logoff,192.168.1.30,Success,18,0,10,0,1,0,0,0,1
{LUEQ4D7D-7GDLWAGA-WQ57},2025-02-11 09:53:00,U0010,PC-5010,Logon,192.168.1.30,Success,9,1,11,0,1,0,0,0,0
{Y7500LNK-KUO4JH9J-PDMN},2025-02-11 18:19:53,U0010,PC-5010,Logoff,192.168.1.30,Success,18,1,11,0,1,0,0,0,1
{S3YG8VFU-9PXYKM8T-0JSH},2025-02-12 09:49:41,U0010,PC-5010,Logon,192.168.1.30,Success,9,2,12,0,1,0,0,0,0
{J7SWRQLU-X6LDM6FR-M6GM},2025-02-12 18:13:29,U0010,PC-5010,Logoff,192.168.1.30,Success,18,2,12,0,1,0,0,0,1
{T1PWVZ0R-I0VROB7I-77DP},2025-02-13 09:10:29,U0010,PC-5010,Logon,192.168.1.30,Success,9,3,13,0,1,0,0,0,0
{OBS7587H-91EL88L1-2QFA},2025-02-13 18:17:36,U0010,PC-5010,Logoff,192.168.1.30,Success,18,3,13,0,1,0,0,0,1
{5KCIHDIY-4NRMQYZ6-Y3Z1},2025-01-15 07:09:12,U0011,PC-5011,Logon,192.168.1.31,Success,7,2,15,0,1,0,0,0,0
{E1E1630P-OCR0VHV1-NM3V},2025-01-15 18:06:24,U0011,PC-5011,Logoff,192.168.1.31,Success,18,2,15,0,1,0,0,0,1
{6XEGHPMX-PKN3B8PF-Y4QC},2025-01-16 07:48:25,U0011,PC-5011,Logon,192.168.1.31,Success,7,3,16,0,1,0,0,0,0
{D52ALUNQ-R8O1KJWV-2QNR},2025-01-16 18:43:46,U0011,PC-5011,Logoff,192.168.1.31,Success,18,3,16,0,1,0,0,0,1
{TN29TNYF-M7VH30QB-KERN},2025-01-17 07:21:54,U0011,PC-5011,Logon,192.168.1.31,Success,7,4,17,0,1,0,0,0,0
{YJMK3TGM-ALWVMB0I-DD0W},2025-01-17 18:56:38,U0011,PC-5011,Logoff,192.168.1.31,Success,18,4,17,0,1,0,0,0,1
{W7673UBL-BV03DS0M-WKOG},2025-01-20 07:29:44,U0011,PC-5011,Logon,192.168.1.31,Success,7,0,20,0,1,0,0,0,0
{Z0C682U9-WT2YBUH7-JYGS},2025-01-20 18:47:16,U0011,PC-5011,Logoff,192.168.1.31,Success,18,0,20,0,1,0,0,0,1
{OGKAH2XJ-Q2WDIZHW-0VQP},2025-01-21 07:02:38,U0011,PC-5011,Logon,192.168.1.31,Success,7,1,21,0,1,0,0,0,0
{TRUML3F4-RTGOOXUC-R9C0},2025-01-21 18:38:21,U0011,PC-5011,Logoff,192.168.1.31,Success,18,1,21,0,1,0,0,0,1
{K1QQFVWU-O11K09NT-N8EO},2025-01-22 07:33:23,U0011,PC-5011,Logon,192.168.1.31,Success,7,2,22,0,1,0,0,0,0
{UGF10OO1-PVLND581-LTO4},2025-01-22 18:13:07,U0011,PC-5011,Logoff,192.168.1.31,Success,18,2,22,0,1,0,0,0,1
{Q3Q7GKTM-QG6NX9OW-WEW9},2025-01-23 07:31:48,U0011,PC-5011,Logon,192.168.1.31,Success,7,3,23,0,1,0,0,0,0
{08LIUQDN-05XT54FN-5G77},2025-01-23 18:38:36,U0011,PC-5011,Logoff,192.168.1.31,Success,18,3,23,0,1,0,0,0,1
{K6HQIV92-9SEVL7FQ-8ABY},2025-01-24 07:20:08,U0011,PC-5011,Logon,192.168.1.31,Success,7,4,24,0,1,0,0,0,0
{95CPJZE1-XTAR0KO3-1NZS},2025-01-24 18:55:33,U0011,PC-5011,Logoff,192.168.1.31,Success,18,4,24,0,1,0,0,0,1
{FJ31EGOM-62HDXC6R-IJKQ},2025-01-27 07:07:06,U0011,PC-5011,Logon,192.168.1.31,Success,7,0,27,0,1,0,0,0,0
{ZUV1FKHN-NK8FWRPK-0ZFK},2025-01-27 18:50:28,U0011,PC-5011,Logoff,192.168.1.31,Success,18,0,27,0,1,0,0,0,1
{WBHKVJZ0-9OWGMF4L-N5RG},2025-01-28 07:24:16,U0011,PC-5011,Logon,192.168.1.31,Success,7,1,28,0,1,0,0,0,0
{G6A8MLIK-22XMQ664-42SI},2025-01-28 18:33:30,U0011,PC-5011,Logoff,192.168.1.31,Success,18,1,28,0,1,0,0,0,1
{XODLCTT0-58CUIJ0Y-XIYQ},2025-01-29 07:12:23,U0011,PC-5011,Logon,192.168.1.31,Success,7,2,29,0,1,0,0,0,0
{JJ0076EK-HI1RD5B2-CRPR},2025-01-29 18:02:38,U0011,PC-5011,Logoff,192.168.1.31,Success,18,2,29,0,1,0,0,0,1
{VVKAP6ZP-XVW19JOJ-WLRK},2025-01-30 07:06:34,U0011,PC-5011,Logon,192.168.1.31,Success,7,3,30,0,1,0,0,0,0
{JTMYSWE1-GA6SRG1Y-D5MY},2025-01-30 18:41:19,U0011,PC-5011,Logoff,192.168.1.31,Success,18,3,30,0,1,0,0,0,1
{GDILK1QY-7HYLGOGF-XLSR},2025-01-31 07:52:11,U0011,PC-5011,Logon,192.168.1.31,Success,7,4,31,0,1,0,0,0,0
{P0IJ74NL-03LLU1A7-BOXF},2025-01-31 18:38:50,U0011,PC-5011,Logoff,192.168.1.31,Success,18,4,31,0,1,0,0,0,1
{HXJ3APNU-02WPJCF0-7V88},2025-02-03 07:52:45,U0011,PC-5011,Logon,192.168.1.31,Success,7,0,3,0,1,0,0,0,0
{O8ZI9VCC-MTPKQ5C9-035V},2025-02-03 18:49:42,U0011,PC-5011,Logoff,192.168.1.31,Success,18,0,3,0,1,0,0,0,1
{UPLTXU3Y-F15Z08N1-0HLI},2025-02-04 07:36:12,U0011,PC-5011,Logon,192.168.1.31,Success,7,1,4,0,1,0,0,0,0
{H8JV7FXP-323C9NU9-85LT},2025-02-04 18:23:21,U0011,PC-5011,Logoff,192.168.1.31,Success,18,1,4,0,1,0,0,0,1
{MCCDUEFS-4UQXGCY3-Q69F},2025-02-05 07:18:36,U0011,PC-5011,Logon,192.168.1.31,Success,7,2,5,0,1,0,0,0,0
{GUQ2086O-KWOALF4V-1TXH},2025-02-05 18:21:04,U0011,PC-5011,Logoff,192.168.1.31,Success,18,2,5,0,1,0,0,0,1
{76ZUGFLD-T8BEMC57-XHF9},2025-02-06 07:52:36,U0011,PC-5011,Logon,192.168.1.31,Success,7,3,6,0,1,0,0,0,0
{71A57E8A-54HBPH1V-E8SU},2025-02-06 18:14:59,U0011,PC-5011,Logoff,192.168.1.31,Success,18,3,6,0,1,0,0,0,1
{FH70M9OH-DSRS8ANP-8DML},2025-02-07 07:33:07,U0011,PC-5011,Logon,192.168.1.31,Success,7,4,7,0,1,0,0,0,0
{8XIZX35A-806B4GAS-FQBV},2025-02-07 18:04:27,U0011,PC-5011,Logoff,192.168.1.31,Success,18,4,7,0,1,0,0,0,1
{W3PGSF3Y-N72BHON4-WBAB},2025-02-10 07:18:23,U0011,PC-5011,Logon,192.168.1.31,Success,7,0,10,0,1,0,0,0,0
{0FOT10GD-MIPC8QO6-P43A},2025-02-10 18:30:02,U0011,PC-5011,Logoff,192.168.1.31,Success,18,0,10,0,1,0,0,0,1
{6JLT8YDR-3UES2FX0-ZKWI},2025-02-11 07:30:30,U0011,PC-5011,Logon,192.168.1.31,Success,7,1,11,0,1,0,0,0,0
{0KZQVS9J-6LNF0402-W29A},2025-02-11 18:16:11,U0011,PC-5011,Logoff,192.168.1.31,Success,18,1,11,0,1,0,0,0,1
{4IOAR4G5-8O9QJP0X-SM9G},2025-02-12 07:40:02,U0011,PC-5011,Logon,192.168.1.31,Success,7,2,12,0,1,0,0,0,0
{51QD41J2-PATD93EZ-EMQT},2025-02-12 18:21:51,U0011,PC-5011,Logoff,192.168.1.31,Success,18,2,12,0,1,0,0,0,1
{8G35SFY1-H0S2UTBT-TY9G},2025-02-13 07:05:55,U0011,PC-5011,Logon,192.168.1.31,Success,7,3,13,0,1,0,0,0,0
{YW4I7ZT8-PHB8OOSP-RLZK},2025-02-13 18:10:06,U0011,PC-5011,Logoff,192.168.1.31,Success,18,3,13,0,1,0,0,0,1
{ZYH0VC1F-RF899OFP-VIMI},2025-01-15 09:04:16,U0012,PC-5012,Logon,192.168.1.32,Success,9,2,15,0,1,0,0,0,0
{6E07FPY1-AELDWQXK-E0QC},2025-01-15 19:17:08,U0012,PC-5012,Logoff,192.168.1.32,Success,19,2,15,0,1,0,0,0,1
{Z58B4JWP-GZ5RKSD0-85I4},2025-01-16 09:48:58,U0012,PC-5012,Logon,192.168.1.32,Success,9,3,16,0,1,0,0,0,0
{ZPCD1406-XLYJMAZR-VHPJ},2025-01-16 19:31:53,U0012,PC-5012,Logoff,192.168.1.32,Success,19,3,16,0,1,0,0,0,1
{ZU4NS7NV-V28UE1MY-6PO0},2025-01-17 09:49:52,U0012,PC-5012,Logon,192.168.1.32,Success,9,4,17,0,1,0,0,0,0
{24US73W1-YAUA8D72-04J3},2025-01-17 19:22:41,U0012,PC-5012,Logoff,192.168.1.32,Success,19,4,17,0,1,0,0,0,1
{QBQ9J2H1-TLOM344M-W04I},2025-01-20 09:15:17,U0012,PC-5012,Logon,192.168.1.32,Success,9,0,20,0,1,0,0,0,0
{DZXLRGNJ-ZM3618LE-U6ZU},2025-01-20 19:53:19,U0012,PC-5012,Logoff,192.168.1.32,Success,19,0,20,0,1,0,0,0,1
{TOZHDV5O-JZTO7D83-5KUC},2025-01-21 09:48:35,U0012,PC-5012,Logon,192.168.1.32,Success,9,1,21,0,1,0,0,0,0
{3IF9AIZH-5P3FK84R-PU9G},2025-01-21 19:14:28,U0012,PC-5012,Logoff,192.168.1.32,Success,19,1,21,0,1,0,0,0,1
{SOU6NJ2N-2PN7ITCY-L3Z2},2025-01-22 09:11:54,U0012,PC-5012,Logon,192.168.1.32,Success,9,2,22,0,1,0,0,0,0
{D79ZTD3I-MZ93IJ4Q-PVC9},2025-01-22 19:37:08,U0012,PC-5012,Logoff,192.168.1.32,Success,19,2,22,0,1,0,0,0,1
{QX6RZCM8-JJ6AVP1E-OXLZ},2025-01-23 09:01:35,U0012,PC-5012,Logon,192.168.1.32,Success,9,3,23,0,1,0,0,0,0
{I2SO19V5-8B1V1CCO-FH91},2025-01-23 19:19:21,U0012,PC-5012,Logoff,192.168.1.32,Success,19,3,23,0,1,0,0,0,1
{GXRED8U8-NOZEMDMZ-5RGO},2025-01-24 09:11:53,U0012,PC-5012,Logon,192.168.1.32,Success,9,4,24,0,1,0,0,0,0
{9WM1SAV9-CNG8TANA-6U48},2025-01-24 19:14:22,U0012,PC-5012,Logoff,192.168.1.32,Success,19,4,24,0,1,0,0,0,1
{HM56VU6Z-5GF3BBT8-73LK},2025-01-27 09:11:34,U0012,PC-5012,Logon,192.168.1.32,Success,9,0,27,0,1,0,0,0,0
{GS6RV977-7TNQETMN-I3GO},2025-01-27 19:22:43,U0012,PC-5012,Logoff,192.168.1.32,Success,19,0,27,0,1,0,0,0,1
{6736Z4DS-XLSUTOTH-LQH7},2025-01-28 09:22:03,U0012,PC-5012,Logon,192.168.1.32,Success,9,1,28,0,1,0,0,0,0
{PCADUVL9-11ZSB8LV-6TX0},2025-01-28 19:27:25,U0012,PC-5012,Logoff,192.168.1.32,Success,19,1,28,0,1,0,0,0,1
{BKG8B350-SGNZ6D86-ZCHH},2025-01-29 09:34:01,U0012,PC-5012,Logon,192.168.1.32,Success,9,2,29,0,1,0,0,0,0
{A7HY7AI3-3993N4BF-IY5P},2025-01-29 19:40:39,U0012,PC-5012,Logoff,192.168.1.32,Success,19,2,29,0,1,0,0,0,1
{5WH50JYO-OK63RVWO-ZQXI},2025-01-30 09:36:45,U0012,PC-5012,Logon,192.168.1.32,Success,9,3,30,0,1,0,0,0,0
{E6RGL7JY-7OTKUDE3-58TR},2025-01-30 19:40:07,U0012,PC-5012,Logoff,192.168.1.32,Success,19,3,30,0,1,0,0,0,1
{9QDI3G13-IWPFVB71-GHLU},2025-01-31 09:08:33,U0012,PC-5012,Logon,192.168.1.32,Success,9,4,31,0,1,0,0,0,0
{4JGQ6CN8-SIWMZAP4-VKFT},2025-01-31 19:09:21,U0012,PC-5012,Logoff,192.168.1.32,Success,19,4,31,0,1,0,0,0,1
{SAZ0LB6Y-AACNU41B-TA3R},2025-02-03 09:04:26,U0012,PC-5012,Logon,192.168.1.32,Success,9,0,3,0,1,0,0,0,0
{NYN6IRJ9-WR6Q5IK0-8NJF},2025-02-03 19:36:41,U0012,PC-5012,Logoff,192.168.1.32,Success,19,0,3,0,1,0,0,0,1
{PKBO549E-WHO5QQ8Q-MXET},2025-02-04 09:47:01,U0012,PC-5012,Logon,192.168.1.32,Success,9,1,4,0,1,0,0,0,0
{ZU802NQ5-2NLOQTQ6-85OH},2025-02-04 19:15:13,U0012,PC-5012,Logoff,192.168.1.32,Success,19,1,4,0,1,0,0,0,1
{6X7P7AHU-G9Y1XU2F-LI01},2025-02-05 09:21:35,U0012,PC-5012,Logon,192.168.1.32,Success,9,2,5,0,1,0,0,0,0
{V1TWBDCA-75LD7M08-LCWL},2025-02-05 19:31:20,U0012,PC-5012,Logoff,192.168.1.32,Success,19,2,5,0,1,0,0,0,1
{QMGK2F5F-E6OUWZK4-IE86},2025-02-06 09:57:53,U0012,PC-5012,Logon,192.168.1.32,Success,9,3,6,0,1,0,0,0,0
{B5RR1V9N-PUQARYMM-DNGW},2025-02-06 19:06:48,U0012,PC-5012,Logoff,192.168.1.32,Success,19,3,6,0,1,0,0,0,1
{7D78HWK2-2M9RWV9N-JS96},2025-02-07 09:43:25,U0012,PC-5012,Logon,192.168.1.32,Success,9,4,7,0,1,0,0,0,0
{LGXZJ9MJ-9XXLB57A-UKHQ},2025-02-07 19:01:31,U0012,PC-5012,Logoff,192.168.1.32,Success,19,4,7,0,1,0,0,0,1
{NNS9PZEM-JGKCQY26-56AE},2025-02-10 09:17:44,U0012,PC-5012,Logon,192.168.1.32,Success,9,0,10,0,1,0,0,0,0
{IGCUIDC0-0M6CU88W-LXWC},2025-02-10 19:48:06,U0012,PC-5012,Logoff,192.168.1.32,Success,19,0,10,0,1,0,0,0,1
{77GZDPYH-ZNWG3ZRZ-Q0V4},2025-02-11 09:08:12,U0012,PC-5012,Logon,192.168.1.32,Success,9,1,11,0,1,0,0,0,0
{SC9J5UGE-1G41IO4K-OXHJ},2025-02-11 19:28:11,U0012,PC-5012,Logoff,192.168.1.32,Success,19,1,11,0,1,0,0,0,1
{IA6YKFCR-6C1PY6Q9-YL16},2025-02-12 09:22:47,U0012,PC-5012,Logon,192.168.1.32,Success,9,2,12,0,1,0,0,0,0
{V8U0LM3N-KRT0IGYO-5L28},2025-02-12 19:44:43,U0012,PC-5012,Logoff,192.168.1.32,Success,19,2,12,0,1,0,0,0,1
{5QF0N852-N5FNP36F-8HAR},2025-02-13 09:25:29,U0012,PC-5012,Logon,192.168.1.32,Success,9,3,13,0,1,0,0,0,0
{HRF34JGV-RP4RXMD8-ZVFS},2025-02-13 19:17:21,U0012,PC-5012,Logoff,192.168.1.32,Success,19,3,13,0,1,0,0,0,1
{HR8WMLWW-VTMNYEUR-ANI8},2025-01-15 07:31:51,U0013,PC-5013,Logon,192.168.1.33,Success,7,2,15,0,1,0,0,0,0
{66W6RKM2-Z682U6ZV-3IU6},2025-01-15 19:44:14,U0013,PC-5013,Logoff,192.168.1.33,Success,19,2,15,0,1,0,0,0,1
{5NFLTQ68-0COG1ZN1-RIAM},2025-01-16 07:20:32,U0013,PC-5013,Logon,192.168.1.33,Success,7,3,16,0,1,0,0,0,0
{U28RL5H3-G7VKC5SS-INZ4},2025-01-16 19:39:30,U0013,PC-5013,Logoff,192.168.1.33,Success,19,3,16,0,1,0,0,0,1
{HKBXPN19-QNFPL7QH-VKVL},2025-01-17 07:19:16,U0013,PC-5013,Logon,192.168.1.33,Success,7,4,17,0,1,0,0,0,0
{BLRF3NAP-LGW1XL1B-S0ZR},2025-01-17 19:01:07,U0013,PC-5013,Logoff,192.168.1.33,Success,19,4,17,0,1,0,0,0,1
{FZDMMCMC-OCO2ZTDH-F15I},2025-01-20 07:06:33,U0013,PC-5013,Logon,192.168.1.33,Success,7,0,20,0,1,0,0,0,0
{YAXZRB18-8ELNWOSK-AZOC},2025-01-20 19:03:41,U0013,PC-5013,Logoff,192.168.1.33,Success,19,0,20,0,1,0,0,0,1
{BIRMC5S3-OFAWWJNN-41JH},2025-01-21 07:12:37,U0013,PC-5013,Logon,192.168.1.33,Success,7,1,21,0,1,0,0,0,0
{OXQQ8Y1H-END7H10K-YHVK},2025-01-21 19:57:16,U0013,PC-5013,Logoff,192.168.1.33,Success,19,1,21,0,1,0,0,0,1
{XI64HAA3-4H8NL9VF-RUK9},2025-01-22 07:29:03,U0013,PC-5013,Logon,192.168.1.33,Success,7,2,22,0,1,0,0,0,0
{CDABBAJA-Q08DNX80-NKXK},2025-01-22 19:54:15,U0013,PC-5013,Logoff,192.168.1.33,Success,19,2,22,0,1,0,0,0,1
{EFQ796EW-8257GE0Q-5ZJA},2025-01-23 07:02:57,U0013,PC-5013,Logon,192.168.1.33,Success,7,3,23,0,1,0,0,0,0
{CYHONBPQ-GA6X85ZZ-HJY8},2025-01-23 19:36:30,U0013,PC-5013,Logoff,192.168.1.33,Success,19,3,23,0,1,0,0,0,1
{Y39BU4UZ-2Z0KDN3T-N60T},2025-01-24 07:12:15,U0013,PC-5013,Logon,192.168.1.33,Success,7,4,24,0,1,0,0,0,0
{XOUN91FY-6YO8DJE7-XQTY},2025-01-24 19:20:47,U0013,PC-5013,Logoff,192.168.1.33,Success,19,4,24,0,1,0,0,0,1
{9FMW04U9-23O359TS-UJT7},2025-01-27 07:58:55,U0013,PC-5013,Logon,192.168.1.33,Success,7,0,27,0,1,0,0,0,0
{Y2RL4N7S-3HMO1DXQ-46GA},2025-01-27 19:47:14,U0013,PC-5013,Logoff,192.168.1.33,Success,19,0,27,0,1,0,0,0,1
{2R6ZL1KH-W8GAKH3Y-CQE8},2025-01-28 07:50:32,U0013,PC-5013,Logon,192.168.1.33,Success,7,1,28,0,1,0,0,0,0
{AVMNKW7W-VY9RMJR2-11PV},2025-01-28 19:42:25,U0013,PC-5013,Logoff,192.168.1.33,Success,19,1,28,0,1,0,0,0,1
{8Y9N81DJ-DI3WDNMV-QLTZ},2025-01-29 07:56:22,U0013,PC-5013,Logon,192.168.1.33,Success,7,2,29,0,1,0,0,0,0
{WDYVYBSC-GJU2T0JE-SGQ4},2025-01-29 19:28:13,U0013,PC-5013,Logoff,192.168.1.33,Success,19,2,29,0,1,0,0,0,1
{VPY8CRIN-0XGNKI5V-RZ38},2025-01-30 07:02:18,U0013,PC-5013,Logon,192.168.1.33,Success,7,3,30,0,1,0,0,0,0
{FE9VAR2P-Z6NTPBPZ-CD5X},2025-01-30 19:07:06,U0013,PC-5013,Logoff,192.168.1.33,Success,19,3,30,0,1,0,0,0,1
{SI7EADGH-XTUR8XUE-BHK0},2025-01-31 07:30:25,U0013,PC-5013,Logon,192.168.1.33,Success,7,4,31,0,1,0,0,0,0
{NSASJTK3-LIRHXRHG-TW4C},2025-01-31 19:25:00,U0013,PC-5013,Logoff,192.168.1.33,Success,19,4,31,0,1,0,0,0,1
{1R9CFWOW-73O1BLOG-0NQ4},2025-02-03 07:09:55,U0013,PC-5013,Logon,192.168.1.33,Success,7,0,3,0,1,0,0,0,0
{6R8SO5WI-SRCVPUZ1-1BJK},2025-02-03 19:14:47,U0013,PC-5013,Logoff,192.168.1.33,Success,19,0,3,0,1,0,0,0,1
{9M4V74QR-14VUYV2E-MY9T},2025-02-04 07:41:51,U0013,PC-5013,Logon,192.168.1.33,Success,7,1,4,0,1,0,0,0,0
{CW75VI7L-IG9GMYKV-YGW2},2025-02-04 19:39:40,U0013,PC-5013,Logoff,192.168.1.33,Success,19,1,4,0,1,0,0,0,1
{YGYZTHQS-E0KIVWM5-3NOZ},2025-02-05 07:51:49,U0013,PC-5013,Logon,192.168.1.33,Success,7,2,5,0,1,0,0,0,0
{QMJCENTO-C3JR7T3S-PJ9W},2025-02-05 19:59:36,U0013,PC-5013,Logoff,192.168.1.33,Success,19,2,5,0,1,0,0,0,1
{DPLFE19B-CDTED0PB-XCE9},2025-02-06 07:31:38,U0013,PC-5013,Logon,192.168.1.33,Success,7,3,6,0,1,0,0,0,0
{KIHV17MI-AV1G8NTA-FUW9},2025-02-06 19:46:17,U0013,PC-5013,Logoff,192.168.1.33,Success,19,3,6,0,1,0,0,0,1
{EIOIV67K-AYP44QI4-OPF5},2025-02-07 07:51:31,U0013,PC-5013,Logon,192.168.1.33,Success,7,4,7,0,1,0,0,0,0
{1A1HYP5M-ASNPHFC4-YGOH},2025-02-07 19:54:39,U0013,PC-5013,Logoff,192.168.1.33,Success,19,4,7,0,1,0,0,0,1
{6N58YUXC-ZAUMAPQP-PMJ6},2025-02-10 07:45:18,U0013,PC-5013,Logon,192.168.1.33,Success,7,0,10,0,1,0,0,0,0
{FHVSTHBN-BIZFWTJS-JFFP},2025-02-10 19:16:30,U0013,PC-5013,Logoff,192.168.1.33,Success,19,0,10,0,1,0,0,0,1
{GOFC5WU2-550KQPGA-8VC1},2025-02-11 07:55:58,U0013,PC-5013,Logon,192.168.1.33,Success,7,1,11,0,1,0,0,0,0
{2T2TNGTG-2LGJ3S6O-GQ4I},2025-02-11 19:17:52,U0013,PC-5013,Logoff,192.168.1.33,Success,19,1,11,0,1,0,0,0,1
{N2QQZZFV-B9EKTR1T-05QX},2025-02-12 07:38:53,U0013,PC-5013,Logon,192.168.1.33,Success,7,2,12,0,1,0,0,0,0
{2U4OJ7G4-EBC94E6N-KAR1},2025-02-12 19:33:22,U0013,PC-5013,Logoff,192.168.1.33,Success,19,2,12,0,1,0,0,0,1
{11QV1F2O-F66JOZNH-E8IF},2025-02-13 07:13:27,U0013,PC-5013,Logon,192.168.1.33,Success,7,3,13,0,1,0,0,0,0
{DNM655CK-3TB94CLL-SAD0},2025-02-13 19:40:59,U0013,PC-5013,Logoff,192.168.1.33,Success,19,3,13,0,1,0,0,0,1
{CSWNQMWM-LN2V51PS-XT0S},2025-01-15 08:35:17,U0014,PC-5014,Logon,192.168.1.34,Success,8,2,15,0,1,0,0,0,0
{3LZ0WF1H-WJHBAEPG-25PU},2025-01-15 17:09:59,U0014,PC-5014,Logoff,192.168.1.34,Success,17,2,15,0,1,0,0,0,1
{AC4JRCQ9-7RCQ6W94-8JU6},2025-01-16 08:58:13,U0014,PC-5014,Logon,192.168.1.34,Success,8,3,16,0,1,0,0,0,0
{LXSY4VY3-2I3PJ7K9-9BV2},2025-01-16 17:52:47,U0014,PC-5014,Logoff,192.168.1.34,Success,17,3,16,0,1,0,0,0,1
{3T4H8QFD-TN0PLCFR-7CL6},2025-01-17 08:16:06,U0014,PC-5014,Logon,192.168.1.34,Success,8,4,17,0,1,0,0,0,0
